CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#2021,"Heera College of Engineering and Technology - [HCET] Nedumangad, Thiruvananthapuram","Thiruvananthapuram, Kerala",AICTE Approved,N/A,N/A,B.Tech Mechanical Engineering,"₹ 5,02,000",N/A,N/A,3.6 / 5,Based on 11 User Reviews,N/A,N/A,2026-06-07 14:43:04
#2022,"RN College of Engineering and Technology - [RNCET], Panipat","Panipat, Haryana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 14:43:07
#2023,"Institute of Technology & Management - [ITM], Bhilwara","Bhilwara, Rajasthan",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,70,000",N/A,N/A,3.4 / 5,Based on 8 User Reviews,N/A,N/A,2026-06-07 14:43:10
#2024,"Golden College of Engineering and Technology - [GCET], Gurdaspur","Gurdaspur, Punjab",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,66,000",N/A,N/A,4.5 / 5,Based on 2 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:43:13
#2025,"Tagore Institute of Engineering and Technology - [TAGOREIET], Salem","Salem, Tamil Nadu",AICTE Approved,B,N/A,BE Computer Science And Engineering,"₹ 3,48,000","₹ 1,80,000","₹ 3,50,000",4.4 / 5,Based on 4 User Reviews,Best in Infrastructure,#162th/314 in India for Engineering 2024,2026-06-07 14:43:17
#2026,"Vedavyasa Institute of Technology, Malappuram","Malappuram, Kerala","AICTE, UGC Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,30,000",N/A,N/A,3.5 / 5,Based on 14 User Reviews,N/A,#185th/246 in India for Engineering 2023,2026-06-07 14:43:19
#2027,"Kanksa Academy of Technology and Management - [KATM], Bardhaman","Bardhaman, West Bengal",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,--,N/A,N/A,3.1 / 5,Based on 2 User Reviews,Best in Accomodation,N/A,2026-06-07 14:43:23
#2028,"CT Institute of Technology & Research - [CTITR], Jalandhar","Jalandhar, Punjab",AICTE Approved,A,N/A,B.Tech Computer Science and Engineering,"₹ 3,66,000","₹ 8,00,000","₹ 51,00,000",4.2 / 5,Based on 3 User Reviews,Best in Placements,#139th/269 in India for Engineering 2025,2026-06-07 14:43:26
#2029,"Saranathan College of Engineering - [SCE], Tiruchirappalli","Tiruchirappalli, Tamil Nadu","AICTE, NBA Approved",N/A,556/1000,B.Tech Information Technology,"₹ 3,48,000",N/A,N/A,3.9 / 5,Based on 49 User Reviews,Best in Academics,#412th/500 in India for Engineering 2026,2026-06-07 14:43:30
#2030,"P.A. Aziz College of Engineering and Technology - [PAACET], Thiruvananthapuram","Thiruvananthapuram, Kerala",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,00,000",N/A,N/A,4.1 / 5,Based on 1 User Reviews,Best in Academics,N/A,2026-06-07 14:43:32
