CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#711,"Siddhartha Institute of Engineering and Technology - [SIET], Hyderabad","Hyderabad, Telangana","AICTE, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 4,05,000",N/A,N/A,3.5 / 5,Based on 86 User Reviews,Best in Infrastructure,#220th/269 in India for Engineering 2025,2026-06-07 12:59:57
#712,"Shri S'ad Vidya Mandal Institute of Technology - [SVMIT], Surat","Surat, Gujarat",AICTE Approved,N/A,N/A,BE Computer Science And Engineering,"₹ 77,175","₹ 3,60,000",N/A,3.6 / 5,Based on 32 User Reviews,Best in Faculty,N/A,2026-06-07 13:00:01
#713,"SECAB Institute of Engineering and Technology - [SIET], Bijapur","Bijapur, Karnataka",AICTE Approved,N/A,N/A,BE Computer Science And Engineering,"₹ 10,45,908","₹ 4,50,000","₹ 6,00,000",2.9 / 5,Based on 6 User Reviews,Best in Academics,N/A,2026-06-07 13:00:06
#714,"NRI Institute of Technology - [NRIIT], Krishna","Krishna, Andhra Pradesh","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000","₹ 3,50,000","₹ 25,00,000",4.2 / 5,Based on 184 User Reviews,Best in Faculty,N/A,2026-06-07 13:00:11
#715,"Annasaheb Dange College of Engineering & Technology - [ADCET], Sangli","Sangli, Maharashtra",AICTE Approved,A++,578/1000,BE Computer Science And Engineering,"₹ 4,74,000",N/A,N/A,4 / 5,Based on 49 User Reviews,Best in Academics,#375th/500 in India for Engineering 2026,2026-06-07 13:00:16
#716,"Bagula Mukhi College of Technology - [BMCT], Bhopal","Bhopal, Madhya Pradesh","NCTE, AICTE Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,82,400","₹ 2,50,000","₹ 5,00,000",3 / 5,Based on 2 User Reviews,Best in Academics,N/A,2026-06-07 13:00:21
#717,"Keshav Memorial Institute of Technology - [KMIT], Hyderabad","Hyderabad, Telangana","AICTE, NBA Approved",A,708/1000,B.Tech Computer Science and Engineering,"₹ 4,37,000","₹ 9,74,000","₹ 49,80,000",4 / 5,Based on 273 User Reviews,Best in Placements,#180th/500 in India for Engineering 2026,2026-06-07 13:00:26
#718,"S.S. Agrawal Institute of Engineering & Technology - [SSAIET], Navsari","Navsari, Gujarat",AICTE Approved,N/A,N/A,BE Chemical Engineering,"₹ 69,457",N/A,N/A,3.9 / 5,Based on 11 User Reviews,N/A,N/A,2026-06-07 13:00:31
#719,"Bearys Institute of Technology-[BIT], Mangalore","Mangalore, Karnataka",AICTE Approved,B+,N/A,BE Computer Science And Engineering,"₹ 8,00,000",N/A,N/A,3.9 / 5,Based on 36 User Reviews,Best in Academics,N/A,2026-06-07 13:00:36
#720,"Anantha Lakshmi Institute of Technology and Sciences - [ALITS], Anantapur","Anantapur, Andhra Pradesh","AICTE, NBA Approved",A,N/A,B.Tech Electronics & Communication Engineering,"₹ 2,00,800","₹ 7,25,000",N/A,3.9 / 5,Based on 40 User Reviews,Best in Academics,N/A,2026-06-07 13:00:40
