CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1571,"Gandhi Institute of Excellent Technocrats - [GIET], Bhubaneswar","Bhubaneswar, Odisha","AICTE, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 4,50,000","₹ 7,50,000","₹ 12,00,000",3.7 / 5,Based on 37 User Reviews,Best in Faculty,N/A,2026-06-07 14:16:43
#1572,"Hooghly Engineering and Technology College - [HETC], Hooghly","Hooghly, West Bengal",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,10,300","₹ 4,00,000","₹ 15,00,000",3.8 / 5,Based on 88 User Reviews,Best in Academics,N/A,2026-06-07 14:16:47
#1573,"Apeejay Institute of Management & Engineering Technical Campus -[AIMETC], Jalandhar","Jalandhar, Punjab",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,66,000","₹ 4,10,000","₹ 10,00,000",4.1 / 5,Based on 17 User Reviews,Best in Faculty,N/A,2026-06-07 14:16:50
#1574,"Mar Ephraem College of Engineering and Technology - [MECET], Kanyakumari","Kanyakumari, Tamil Nadu",AICTE Approved,B+,N/A,B.Tech Artificial Intelligence & Data Science,"₹ 3,48,000","₹ 2,90,000","₹ 5,90,000",4.1 / 5,Based on 10 User Reviews,Best in Faculty,#111th/314 in India for Engineering 2024,2026-06-07 14:16:53
#1575,"Vidya Academy of Science and Technology - [VAST], Thrissur","Thrissur, Kerala",AICTE Approved,N/A,N/A,B.Tech Mechanical Engineering,"₹ 5,02,000",N/A,N/A,4 / 5,Based on 67 User Reviews,Best in Academics,N/A,2026-06-07 14:16:55
#1576,"Jan Nayak Ch Devi Lal Memorial College of Engineering, Sirsa","Sirsa, Haryana",AICTE Approved,N/A,N/A,B.Tech Mechanical Engineering,"₹ 2,40,000",N/A,N/A,3.8 / 5,Based on 17 User Reviews,Best in Infrastructure,#138th/160 in India for Engineering 2025,2026-06-07 14:16:58
#1577,"Maulana Azad College of Engineering and Technology - [MACET], Patna","Patna, Bihar",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,52,000",N/A,N/A,3 / 5,Based on 13 User Reviews,Best in Faculty,N/A,2026-06-07 14:17:00
#1578,"Institute of Engineering and Technology - [IETR], Alwar","Alwar, Rajasthan","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,15,500","₹ 3,60,000","₹ 10,00,000",3.7 / 5,Based on 33 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:17:03
#1579,"Vikash Institute of Technology, Bargarh","Bargarh, Odisha",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,06,000",N/A,N/A,3.5 / 5,Based on 11 User Reviews,N/A,N/A,2026-06-07 14:17:06
#1580,"Future Institute of Technology - [FIT] Garia, Kolkata","Kolkata, West Bengal",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,75,700","₹ 5,10,000","₹ 12,00,000",3.8 / 5,Based on 60 User Reviews,Best in Faculty,N/A,2026-06-07 14:17:08
