CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1411,"Christ College of Engineering - [CCEIJK] Irinjalakuda, Thrissur","Thrissur, Kerala",AICTE Approved,N/A,N/A,B.Tech Mechanical Engineering,"₹ 5,12,000","₹ 36,00,000",N/A,4.1 / 5,Based on 21 User Reviews,Best in Academics,N/A,2026-06-07 14:09:24
#1412,"Guru Gobind Singh Educational Society's Technical Campus, Bokaro","Bokaro, Jharkhand",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,03,100",N/A,N/A,3.7 / 5,Based on 56 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:09:27
#1413,"Rungta International Skills University, Bhilai","Bhilai, Chhattisgarh","NCTE, AICTE, PCI, BCI, UGC Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 4,40,000","₹ 6,50,000","₹ 38,00,000",3.9 / 5,Based on 297 User Reviews,Best in Placements,#126th/147 in India for Engineering 2019,2026-06-07 14:09:30
#1414,"Global Institute of Technology - [GIT], Jaipur","Jaipur, Rajasthan",AICTE Approved,B+,N/A,B.Tech Computer Science and Engineering,"₹ 4,32,224","₹ 5,00,000","₹ 90,00,000",3.9 / 5,Based on 198 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:09:33
#1415,"Bhubaneswar Engineering College - [BEC], Bhubaneswar","Bhubaneswar, Odisha",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,52,000","₹ 3,50,000","₹ 10,00,000",3.9 / 5,Based on 39 User Reviews,Best in Infrastructure,#201th/300 in India for Engineering 2025,2026-06-07 14:09:36
#1416,"Saintgits College of Engineering, Kottayam","Kottayam, Kerala","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 5,17,492",N/A,N/A,4 / 5,Based on 72 User Reviews,Best in Infrastructure,#189th/286 in India for Engineering 2025,2026-06-07 14:09:38
#1417,"Puran Murti Campus - [PMC], Sonepat","Sonepat, Haryana","AICTE, PCI, BCI, UGC, MHRD Approved",A,N/A,B.Tech Civil Engineering,"₹ 4,45,500","₹ 4,80,000","₹ 45,00,000",3.7 / 5,Based on 12 User Reviews,Best in Academics,N/A,2026-06-07 14:09:42
#1418,"Indian Agricultural Research Institute - [IARI], New Delhi","New Delhi, Delhi NCR","ICAR, UGC Approved",A+,N/A,B.Tech Biotechnology,"₹ 51,850",N/A,N/A,4.4 / 5,Based on 18 User Reviews,Best in Accomodation,N/A,2026-06-07 14:09:44
#1419,"Jayoti Vidyapeeth Women's University - [JVWU], Jaipur","Jaipur, Rajasthan","NCTE, PCI, CCH, CCIM, BCI Approved",B+,N/A,B.Tech + M.Tech Computer Science & Engineering,"₹ 5,51,000","₹ 8,50,000",N/A,4 / 5,Based on 25 User Reviews,Best in Accomodation,N/A,2026-06-07 14:09:48
#1420,"Indus International University - [IIU], Una","Una, Himachal Pradesh",UGC Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,50,000",N/A,N/A,3.4 / 5,Based on 1 User Reviews,Best in Academics,N/A,2026-06-07 14:09:50
