CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1511,"Sophitorium Engineering College - [SEC], Khorda","Khorda, Odisha","AICTE, NBA Approved",N/A,N/A,BE Mechanical Engineering,"₹ 3,28,000",N/A,N/A,3.3 / 5,Based on 6 User Reviews,N/A,N/A,2026-06-07 14:14:03
#1512,"Abacus Institute of Engineering and Management, Hooghly","Hooghly, West Bengal",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,05,000","₹ 3,70,000","₹ 12,00,000",3.9 / 5,Based on 49 User Reviews,Best in Academics,#286th/286 in India for Engineering 2025,2026-06-07 14:14:06
#1513,"Shri Krishan Institute of Engineering & Technology - [SKIET], Kurukshetra","Kurukshetra, Haryana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,66,680",N/A,N/A,3.2 / 5,Based on 11 User Reviews,Best in Academics,N/A,2026-06-07 14:14:08
#1514,"Kalinga University, Raipur","Raipur, Chhattisgarh","NCTE, AICTE, PCI, BCI, UGC Approved",B+,N/A,B.Tech Computer Science and Engineering,"₹ 5,41,350","₹ 4,00,000","₹ 12,00,000",4 / 5,Based on 73 User Reviews,Best in Faculty,N/A,2026-06-07 14:14:12
#1515,"Netaji Subhas Institute of Technology - [NSIT], Patna","Patna, Bihar",AICTE Approved,B,N/A,B.Tech Computer Science,"₹ 4,77,200","₹ 4,20,000","₹ 14,70,000",3.6 / 5,Based on 28 User Reviews,Best in Faculty,#77th/147 in India for Engineering 2019,2026-06-07 14:14:15
#1516,"OPJS University, Churu","Churu, Rajasthan","NCTE, AICTE, COA, BCI, UGC Approved",N/A,N/A,B.Tech Fire & Industrial,"₹ 2,42,700",N/A,N/A,3.8 / 5,Based on 18 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:14:18
#1517,"Gandhi Institute of Advanced Computer and Research - [GIACR], Rayagada","Rayagada, Odisha","AICTE, UGC Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,57,500",N/A,N/A,3.7 / 5,Based on 10 User Reviews,Best in Social Life,N/A,2026-06-07 14:14:21
#1518,"Future Institute of Engineering and Management - [FIEM], Kolkata","Kolkata, West Bengal",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,75,700","₹ 4,00,000","₹ 13,40,000",3.9 / 5,Based on 263 User Reviews,Best in Academics,N/A,2026-06-07 14:14:24
#1519,"Maya Institute of Technology & Management - [MITM], Dehradun","Dehradun, Uttarakhand",AICTE Approved,N/A,N/A,B.Tech Mechanical Engineering,"₹ 2,80,000",N/A,N/A,3.4 / 5,Based on 5 User Reviews,Best in Faculty,N/A,2026-06-07 14:14:27
#1520,"Rayat Bahra Hoshiarpur Campus, Hoshiarpur","Hoshiarpur, Punjab","NCTE, AICTE, PCI, INC, BCI Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,00,000","₹ 1,25,00,000",N/A,3.8 / 5,Based on 39 User Reviews,Best in Faculty,N/A,2026-06-07 14:14:29
