CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#891,"Narayanadri Institute of Science & Technology - [NIST], Kadapa","Kadapa, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 1,60,000","₹ 4,80,000",N/A,4 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 13:15:54
#892,"Shobhit University, Meerut","Meerut, Uttar Pradesh","NCTE, AICTE, BCI, ICAR, UGC Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 9,75,000","₹ 23,00,000",N/A,4.1 / 5,Based on 124 User Reviews,Best in Academics,#137th/218 in India for Engineering 2021,2026-06-07 13:15:58
#893,"M H Saboo Siddik College of Engineering - [MHSSCOE], Mumbai","Mumbai, Maharashtra","AICTE, NBA Approved",B,N/A,BE Electronics & Telecom Engineering,"₹ 6,56,000","₹ 5,00,000","₹ 12,00,000",3.3 / 5,Based on 136 User Reviews,Best in Academics,#97th/162 in India for Engineering 2020,2026-06-07 13:16:04
#894,"IPS Academy, Institute of Engineering and Science, Indore","Indore, Madhya Pradesh","UGC, NBA Approved",N/A,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 5,06,800",N/A,N/A,3.6 / 5,Based on 72 User Reviews,N/A,N/A,2026-06-07 13:16:08
#895,"Shankersinh Vaghela Bapu Institute of Technology - [SVBIT], Gandhinagar","Gandhinagar, Gujarat",AICTE Approved,A+,N/A,BE Computer Engineering,"₹ 3,64,000","₹ 5,20,000","₹ 6,00,000",3.2 / 5,Based on 30 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:16:14
#896,"RISE Krishna Sai Gandhi Group of Institutions, Prakasam","Prakasam, Andhra Pradesh","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000",N/A,N/A,3.8 / 5,Based on 28 User Reviews,N/A,N/A,2026-06-07 13:16:18
#897,"Shree Ramchandra College of Engineering - [SRCOE], Pune","Pune, Maharashtra",AICTE Approved,B,N/A,BE Artificial Intelligence and Data Science,"₹ 3,12,000","₹ 20,00,000",N/A,3.2 / 5,Based on 9 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:16:23
#898,"St. Mary’s Group of Institutions, Hyderabad","Hyderabad, Telangana","NCTE, AICTE, PCI Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 2,40,000","₹ 48,00,000",N/A,3.5 / 5,Based on 158 User Reviews,N/A,#119th/175 in India for Engineering 2025,2026-06-07 13:16:28
#899,"Bhabha Institute of Science and Technology - [BIST], Kanpur Dehat","Kanpur Dehat, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800",N/A,N/A,1.8 / 5,Based on 3 User Reviews,N/A,N/A,2026-06-07 13:16:32
#900,"Lingayas Institute of Management and Technology - [LIMAT], Vijayawada","Vijayawada, Andhra Pradesh","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 2,13,200","₹ 5,50,000","₹ 12,00,000",3.8 / 5,Based on 22 User Reviews,Best in Social Life,N/A,2026-06-07 13:16:37
