CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#2031,"Maharishi Ved Vyas Engineering College, Yamuna Nagar","Yamuna Nagar, Haryana",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 2,80,000",N/A,N/A,3.6 / 5,Based on 3 User Reviews,Best in Academics,N/A,2026-06-07 14:43:35
#2032,"VITS Engineering College - [VEC], Khorda","Khorda, Odisha","AICTE, MHRD Approved",N/A,510/1000,B.Tech Electronics & Telecommunication Engineering,"₹ 1,80,000",N/A,N/A,N/A,N/A,N/A,#497th/500 in India for Engineering 2026,2026-06-07 14:43:38
#2033,"Institute of Engineering and Industrial Technology, Durgapur","Durgapur, West Bengal",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,63,950",N/A,N/A,3.5 / 5,Based on 2 User Reviews,N/A,N/A,2026-06-07 14:43:41
#2034,"Sachdeva Engineering College For Girls - [SECG], Mohali","Mohali, Punjab",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,66,000",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 14:43:43
#2035,"JNN Institute of Engineering - [JNNIE], Thiruvallur","Thiruvallur, Tamil Nadu","AICTE, NBA Approved",A,N/A,BE Computer Science And Engineering,"₹ 2,20,000","₹ 4,50,000","₹ 24,00,000",4.2 / 5,Based on 32 User Reviews,Best in Accomodation,#149th/175 in India for Engineering 2025,2026-06-07 14:43:47
#2036,"Sagar Institute of Research Technology & Science -[SIRTS], Bhopal","Bhopal, Madhya Pradesh",N/A,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,60,000","₹ 10,00,000",N/A,3.5 / 5,Based on 27 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:43:51
#2037,"Muslim Association College of Engineering - [MACE], Thiruvananthapuram","Thiruvananthapuram, Kerala",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 5,02,000",N/A,N/A,4.1 / 5,Based on 20 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:43:54
#2038,"Ganga Technical Campus - [GTC], Bahadurgarh","Bahadurgarh, Haryana","AICTE, UGC Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,80,000","₹ 3,50,000","₹ 12,00,000",4.1 / 5,Based on 17 User Reviews,Best in Social Life,#93th/196 in India for Engineering 2021,2026-06-07 14:43:58
#2039,"Shrinathji Institute of Technology and Engineering - [SITE], Rajsamand","Rajsamand, Rajasthan",AICTE Approved,N/A,N/A,B.Tech Electrical Engineering,"₹ 2,20,000",N/A,N/A,3 / 5,Based on 8 User Reviews,N/A,N/A,2026-06-07 14:44:01
#2040,"Guru Nanak Institute Of Engineering and Management, Hoshiarpur","Hoshiarpur, Punjab",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,66,000",N/A,N/A,2.6 / 5,Based on 3 User Reviews,N/A,N/A,2026-06-07 14:44:04
