CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#951,"Babu Banarasi Das Northern India Institute of Technology - [BBDNIIT], Lucknow","Lucknow, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 5,03,892","₹ 10,00,000",N/A,3.8 / 5,Based on 99 User Reviews,Best in Social Life,N/A,2026-06-07 13:28:24
#952,"Sharad Institute of Technology College of Engineering, Kolhapur","Kolhapur, Maharashtra","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 3,44,000","₹ 6,00,000",N/A,4.1 / 5,Based on 74 User Reviews,Best in Infrastructure,#269th/269 in India for Engineering 2025,2026-06-07 13:28:29
#953,"Shreejee Institute of Technology and Management, Khargone","Khargone, Madhya Pradesh",AICTE Approved,N/A,N/A,BE Civil Engineering,"₹ 1,83,900",N/A,N/A,4.1 / 5,Based on 3 User Reviews,Best in Academics,N/A,2026-06-07 13:28:33
#954,"KMM Institute of Technology and Science - [KMMITS], Tirupati","Tirupati, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000",N/A,N/A,3.8 / 5,Based on 11 User Reviews,Best in Academics,N/A,2026-06-07 13:28:37
#955,"Prof Ram Meghe College of Engineering and Management - [PRMCEAM], Amravati","Amravati, Maharashtra",AICTE Approved,A+,N/A,BE Computer Science And Engineering,"₹ 4,80,000","₹ 42,50,000",N/A,3.7 / 5,Based on 43 User Reviews,Best in Academics,N/A,2026-06-07 13:28:42
#956,"Talla Padmavathi College of Engineering - [TPCE], Warangal","Warangal, Telangana","AICTE, UGC Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,08,000","₹ 10,00,000",N/A,3.5 / 5,Based on 79 User Reviews,Best in Faculty,N/A,2026-06-07 13:28:47
#957,"Kankeshwari Devi Institute of Technology - [KIT], Jamnagar","Jamnagar, Gujarat",AICTE Approved,N/A,N/A,BE Mechanical Engineering,"₹ 55,000",N/A,N/A,4.1 / 5,Based on 3 User Reviews,N/A,N/A,2026-06-07 13:28:50
#958,"Chalapathi Institute of Technology - [CIT], Guntur","Guntur, Andhra Pradesh",AICTE Approved,A,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 1,60,000","₹ 3,50,000","₹ 10,00,000",3.7 / 5,Based on 28 User Reviews,Best in Academics,#104th/125 in India for Engineering 2023,2026-06-07 13:28:56
#959,"United College of Engineering & Research, Greater Noida","Greater Noida, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 5,59,980","₹ 57,60,000",N/A,4.1 / 5,Based on 17 User Reviews,Best in Faculty,N/A,2026-06-07 13:29:00
#960,"Jawaharlal Darda Institute of Engineering and Technology - [JDIET] (Autonomous), Yavatmal","Yavatmal, Maharashtra","AICTE, NBA Approved",A+,N/A,B.Tech Chemical Engineering,"₹ 3,65,690",N/A,N/A,3.8 / 5,Based on 43 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:29:04
