CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1621,"Techno India - Banipur, Paragana","Paragana, West Bengal",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,15,000","₹ 4,00,000","₹ 12,00,000",3.7 / 5,Based on 33 User Reviews,N/A,N/A,2026-06-07 14:18:57
#1622,"CT Group of Institutions, Jalandhar","Jalandhar, Punjab","NCTE, AICTE, PCI, BCI Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 4,56,300","₹ 1,20,00,000",N/A,4 / 5,Based on 112 User Reviews,N/A,N/A,2026-06-07 14:19:00
#1623,"Annai Vailankanni College of Engineering - [AVCE], Kanyakumari","Kanyakumari, Tamil Nadu",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence & Data Science,"₹ 3,48,000",N/A,N/A,3.8 / 5,Based on 3 User Reviews,Best in Faculty,#182th/314 in India for Engineering 2024,2026-06-07 14:19:03
#1624,"KMCT College of Engineering, Kozhikode","Kozhikode, Kerala",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 5,02,000","₹ 7,50,000","₹ 3,50,000",3.6 / 5,Based on 19 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:19:06
#1625,"KIIT College of Engineering, Gurgaon","Gurgaon, Haryana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,00,000","₹ 15,00,000",N/A,3.6 / 5,Based on 17 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:19:09
#1626,"Garv Institute of Management and Technology - [GIMT], Bhilai","Bhilai, Chhattisgarh",AICTE Approved,N/A,N/A,BE Information Technology,"₹ 2,60,000",N/A,N/A,2.7 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 14:19:11
#1627,"Azmet Institute of Technology, Patna","Patna, Bihar",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 2,40,000",N/A,N/A,3.9 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 14:19:14
#1628,"Konark Institute of Science and Technology - [KIST], Bhubaneswar","Bhubaneswar, Odisha",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,72,000",N/A,N/A,3.7 / 5,Based on 29 User Reviews,N/A,#126th/200 in India for Engineering 2022,2026-06-07 14:19:16
#1629,"IMPS College of Engineering and Technology - [IMPS], Malda","Malda, West Bengal",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,40,000","₹ 2,20,000","₹ 4,15,000",2.7 / 5,Based on 16 User Reviews,Best in Accomodation,N/A,2026-06-07 14:19:21
#1630,"GGS College of Modern Technology, Mohali","Mohali, Punjab",AICTE Approved,N/A,N/A,B.Tech Computer Engineering,"₹ 3,12,500","₹ 9,00,000",N/A,2.7 / 5,Based on 13 User Reviews,Best in Academics,N/A,2026-06-07 14:19:24
