CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1241,"Allenhouse Institute of Technology, Kanpur","Kanpur, Uttar Pradesh",AICTE Approved,B+,N/A,B.Tech Computer Science and Engineering,"₹ 3,92,000","₹ 4,00,000","₹ 14,00,000",3.7 / 5,Based on 52 User Reviews,Best in Academics,#78th/175 in India for Engineering 2026,2026-06-07 14:01:38
#1242,"Dr. A. D. Shinde College of Engineering - [DADSCOE], Kolhapur","Kolhapur, Maharashtra",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,56,898",N/A,N/A,4.2 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 14:01:40
#1243,"Sri Venkateswara Institute Of Technology - [SVIT], Rapthadu","Rapthadu, Andhra Pradesh","AICTE, UGC Approved",N/A,N/A,B.Tech Electronics & Communication Engineering,"₹ 1,60,000","₹ 7,00,000",N/A,3.9 / 5,Based on 15 User Reviews,N/A,N/A,2026-06-07 14:01:43
#1244,"SSVPS's Bapusaheb Shivajirao Deore College of Engineering, Dhule","Dhule, Maharashtra","AICTE, NBA Approved",B+,N/A,B.Tech Computer Engineering,"₹ 3,90,000","₹ 4,00,000","₹ 7,00,000",3.9 / 5,Based on 25 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:01:46
#1245,"Hindustan College of Science and Technology - [HCST], Mathura","Mathura, Uttar Pradesh","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800","₹ 4,00,000","₹ 12,40,000",3.5 / 5,Based on 107 User Reviews,Best in Academics,#101th/160 in India for Engineering 2022,2026-06-07 14:01:49
#1246,"St. Mary's Group of Institutions Guntur for Women, Guntur","Guntur, Andhra Pradesh",AICTE Approved,B,N/A,B.Tech Computer Science and Engineering,"₹ 1,72,000","₹ 4,00,000","₹ 7,00,000",3.7 / 5,Based on 8 User Reviews,Best in Academics,#111th/175 in India for Engineering 2025,2026-06-07 14:01:52
#1247,"Dr Bapuji Salunkhe Institute of Engineering and Technology - [BSIET], Kolhapur","Kolhapur, Maharashtra",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 3,60,000","₹ 2,00,000","₹ 3,50,000",3.8 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 14:01:55
#1248,"Suryodaya College of Engineering and Technology - [SCET], Nagpur","Nagpur, Maharashtra",AICTE Approved,A+,N/A,BE Data Science,"₹ 3,88,000","₹ 3,60,000",N/A,3.7 / 5,Based on 13 User Reviews,Best in Social Life,N/A,2026-06-07 14:01:58
#1249,"Sree Venkateswara College of Engineering - [SVCE], Nellore","Nellore, Andhra Pradesh",AICTE Approved,A,N/A,B.Tech Computer Science and Engineering,"₹ 1,72,000","₹ 4,46,000","₹ 9,00,000",3.6 / 5,Based on 17 User Reviews,Best in Placements,N/A,2026-06-07 14:02:01
#1250,"RISHI Institute of Engineering and Technology - [RIET], Meerut","Meerut, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 2,44,800",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 14:02:03
