CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#442,"MIC College of Technology, Krishna","Krishna, Andhra Pradesh","AICTE, NBA Approved",A+,N/A,B.Tech Electronics & Communication Engineering,"₹ 1,60,000","₹ 4,25,000","₹ 20,00,000",3.8 / 5,Based on 67 User Reviews,Best in Faculty,N/A,2026-06-07 22:58:59
#443,"Sri Indu College of Engineering and Technology - [SICET] Ibrahimpatnam, Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",B++,N/A,B.Tech Computer Science and Engineering,"₹ 4,60,000","₹ 12,00,000",N/A,3.7 / 5,Based on 225 User Reviews,Best in Infrastructure,#61th/173 in India for Engineering 2024,2026-06-07 22:59:04
#444,"Gandhinagar Institute of Technology - [GIT], Gandhinagar","Gandhinagar, Gujarat",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 2,73,000","₹ 3,43,292","₹ 10,00,000",3.8 / 5,Based on 67 User Reviews,Best in Social Life,N/A,2026-06-07 22:59:09
#445,"K.E.Society's Rajarambapu Institute of Technology, Rajaramnagar, Sangli","Sangli, Maharashtra","AICTE, NBA Approved",A+,626/1000,B.Tech Mechanical Engineering,"₹ 6,62,000","₹ 4,65,000","₹ 22,00,000",4.1 / 5,Based on 132 User Reviews,Best in Infrastructure,#292th/500 in India for Engineering 2026,2026-06-07 22:59:14
#446,"Srinivas University, Mangalore","Mangalore, Karnataka","NCTE, DCI, AICTE, COA, PCI Approved",A,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 8,74,500","₹ 4,48,000","₹ 38,00,000",3.8 / 5,Based on 249 User Reviews,Best in Academics,N/A,2026-06-07 22:59:19
#447,"Vidhyapeeth Institute of Science and Technology - [VIST], Bhopal","Bhopal, Madhya Pradesh","NCTE, AICTE Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 2,08,000","₹ 6,00,000","₹ 18,00,000",2.3 / 5,Based on 22 User Reviews,N/A,N/A,2026-06-07 22:59:24
#448,"Vivekananda Institute of Technology, Bangalore","Bangalore, Karnataka",AICTE Approved,N/A,N/A,BE Computer Science And Engineering,"₹ 7,44,000","₹ 7,19,000","₹ 18,00,000",3.6 / 5,Based on 41 User Reviews,Best in Infrastructure,#135th/173 in India for Engineering 2024,2026-06-07 22:59:29
#449,"Annamacharya University, Rajampet","Rajampet, Andhra Pradesh","AICTE, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 2,40,000","₹ 12,00,000",N/A,3.8 / 5,Based on 259 User Reviews,Best in Academics,#187th/269 in India for Engineering 2025,2026-06-07 22:59:34
#450,"Shri Sant Gajanan Maharaj College of Engineering - [SSGMCE], Shegaon","Shegaon, Maharashtra","AICTE, NBA Approved",N/A,584/1000,BE Computer Science And Engineering,"₹ 4,89,163","₹ 8,50,000",N/A,4 / 5,Based on 58 User Reviews,Best in Infrastructure,#370th/500 in India for Engineering 2026,2026-06-07 22:59:39
#451,"KG Reddy College of Engineering and Technology - [KGRCET], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 4,06,000","₹ 4,00,000","₹ 16,00,000",4 / 5,Based on 124 User Reviews,Best in Infrastructure,#142th/269 in India for Engineering 2025,2026-06-07 22:59:44
#452,"Canara Engineering College - [CEC], Mangalore","Mangalore, Karnataka","AICTE, UGC, NBA Approved",A,N/A,BE Information Science & Engineering,"₹ 80,000","₹ 5,95,000","₹ 23,68,000",3.7 / 5,Based on 47 User Reviews,Best in Placements,#175th/175 in India for Engineering 2026,2026-06-07 22:59:49
#453,"C.K. Pithawalla College of Engineering and Technology - [CKPCET], Surat","Surat, Gujarat",AICTE Approved,N/A,N/A,B.Tech Computer Engineering,"₹ 92,400",N/A,N/A,3.5 / 5,Based on 70 User Reviews,Best in Faculty,N/A,2026-06-07 22:59:53
#454,"Academy for Technical and Management Excellence - [ATME], Mysore","Mysore, Karnataka","AICTE, NBA Approved",A+,N/A,BE Artificial Intelligence & Machine Learning,"₹ 10,06,840","₹ 12,00,000",N/A,3.9 / 5,Based on 44 User Reviews,Best in Infrastructure,#152th/175 in India for Engineering 2026,2026-06-07 22:59:58
#455,"Aditya College Of Engineering, East Godavari","East Godavari, Andhra Pradesh","AICTE, UGC, NBA Approved",A++,N/A,B.Tech Computer Science and Engineering,"₹ 2,11,200","₹ 3,13,10,000",N/A,3.9 / 5,Based on 39 User Reviews,Best in Infrastructure,#189th/275 in India for Engineering 2024,2026-06-07 23:00:02
#456,"Model Institute of Engineering and Technology - [MIET], Jammu","Jammu, Jammu and Kashmir","AICTE, BCI, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 4,58,200","₹ 4,58,000","₹ 12,45,000",3.9 / 5,Based on 93 User Reviews,Best in Academics,#248th/286 in India for Engineering 2025,2026-06-07 23:00:07
#457,"Rajiv Gandhi Institute of Technology - [RGIT], Mumbai","Mumbai, Maharashtra",AICTE Approved,B,549/1000,BE Artificial Intelligence and Data Science,"₹ 5,24,596",N/A,N/A,3.6 / 5,Based on 90 User Reviews,Best in Academics,#421th/500 in India for Engineering 2026,2026-06-07 23:00:12
#458,"Bangalore College of Engineering and Technology-[BCET], Bangalore","Bangalore, Karnataka",AICTE Approved,N/A,N/A,BE Computer Science And Engineering,"₹ 4,00,000",N/A,N/A,4 / 5,Based on 17 User Reviews,Best in Faculty,N/A,2026-06-07 23:00:16
#459,"Oriental University - [OU], Indore","Indore, Madhya Pradesh","NCTE, AICTE, PCI, BCI, UGC Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,02,500","₹ 5,30,000","₹ 72,00,000",3.8 / 5,Based on 101 User Reviews,Best in Infrastructure,#80th/173 in India for Engineering 2024,2026-06-07 23:00:21
#460,"Shivajirao Kadam Group of Colleges, Indore","Indore, Madhya Pradesh","AICTE, UGC Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 3,20,000","₹ 5,50,000","₹ 58,50,000",3.9 / 5,Based on 121 User Reviews,Best in Academics,#79th/175 in India for Engineering 2026,2026-06-07 23:00:27
#461,"Mathuradevi Institute of Technology & Management, Indore","Indore, Madhya Pradesh",N/A,N/A,N/A,BE Computer Science And Engineering,"₹ 1,82,400",N/A,N/A,3.6 / 5,Based on 3 User Reviews,N/A,N/A,2026-06-07 23:00:30
