CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1521,"Toc H Institute of Science and Technology - [TIST], Ernakulam","Ernakulam, Kerala","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 5,02,000",N/A,N/A,4.1 / 5,Based on 135 User Reviews,Best in Faculty,N/A,2026-06-07 14:14:32
#1522,"International School for Applied Technology - [ISAT], Ranchi","Ranchi, Jharkhand","AICTE, UGC Approved",N/A,N/A,B.Tech Automobile Engineering,--,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 14:14:34
#1523,"Yamuna Institute of Engineering and Technology - [YIET], Yamuna Nagar","Yamuna Nagar, Haryana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,95,580",N/A,N/A,4 / 5,Based on 4 User Reviews,N/A,N/A,2026-06-07 14:14:37
#1524,"Bhagwan Mahaveer College Of Engineering & Management - [BMCEM], New Delhi","New Delhi, Delhi NCR",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,88,000",N/A,N/A,3.5 / 5,Based on 5 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:14:39
#1525,"Columbia Group Of Institutions, Raipur","Raipur, Chhattisgarh","AICTE, PCI Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,84,000",N/A,N/A,3.8 / 5,Based on 11 User Reviews,N/A,N/A,2026-06-07 14:14:41
#1526,"Buddha Institute of Technology- [BIT], Gaya","Gaya, Bihar",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,28,000",N/A,N/A,4.1 / 5,Based on 3 User Reviews,N/A,N/A,2026-06-07 14:14:44
#1527,"University of Technology - [UOT], Jaipur","Jaipur, Rajasthan","AICTE, RCI, PCI, BCI, UGC Approved",N/A,N/A,B.Tech Mechanical Engineering,"₹ 3,60,000","₹ 4,50,000","₹ 26,25,000",4.2 / 5,Based on 24 User Reviews,Best in Placements,N/A,2026-06-07 14:14:47
#1528,"Gandhi Institute for Education and Technology - [GIET], Bhubaneswar","Bhubaneswar, Odisha",AICTE Approved,A+,N/A,B.Tech Computer Science and Engineering,"₹ 3,53,000","₹ 3,40,000","₹ 8,00,000",3.9 / 5,Based on 53 User Reviews,N/A,#194th/284 in India for Engineering 2024,2026-06-07 14:14:50
#1529,"Swami Vivekananda University - [SVU], Kolkata","Kolkata, West Bengal","AICTE, UGC Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,51,000","₹ 5,00,000","₹ 25,00,000",3.9 / 5,Based on 57 User Reviews,Best in Placements,N/A,2026-06-07 14:14:53
#1530,"Dr. A.P.J Abdul Kalam Institute of Technology Tanakpur, Tanakpur","Tanakpur, Uttarakhand",AICTE Approved,N/A,N/A,B.Tech Mechanical Engineering,"₹ 2,24,100",N/A,N/A,4.1 / 5,Based on 19 User Reviews,N/A,#78th/150 in India for Engineering 2025,2026-06-07 14:14:55
