CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1391,"Baddi University of Emerging Sciences and Technologies - [BUEST], Baddi","Baddi, Himachal Pradesh","AICTE, PCI, INC, UGC Approved",N/A,N/A,B.Tech Electrical Engineering,"₹ 4,00,000","₹ 1,50,00,000",N/A,3.6 / 5,Based on 56 User Reviews,Best in Social Life,N/A,2026-06-07 14:08:26
#1392,"Trident Academy of Technology, Bhubaneswar","Bhubaneswar, Odisha","AICTE, UGC, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,99,600",N/A,N/A,4 / 5,Based on 181 User Reviews,Best in Faculty,#142th/246 in India for Engineering 2023,2026-06-07 14:08:28
#1393,"ICFAI University, Dehradun","Dehradun, Uttarakhand","NCTE, AICTE, PCI, BCI, UGC Approved",C,N/A,B.Tech Computer Science and Engineering,"₹ 5,90,000","₹ 7,12,000","₹ 10,70,000",4.2 / 5,Based on 133 User Reviews,Best in Academics,#136th/269 in India for Engineering 2025,2026-06-07 14:08:31
#1394,"Mar Baselios College of Engineering and Technology - [MBCET] Nalanchira, Thiruvananthapuram","Thiruvananthapuram, Kerala","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 5,25,120",N/A,N/A,3.8 / 5,Based on 72 User Reviews,Best in Infrastructure,#245th/275 in India for Engineering 2024,2026-06-07 14:08:34
#1395,"RTC Institute of Technology - [RTCIT], Ranchi","Ranchi, Jharkhand",AICTE Approved,B,N/A,B.Tech Computer Science and Engineering,--,"₹ 3,50,000",N/A,3.6 / 5,Based on 39 User Reviews,Best in Faculty,N/A,2026-06-07 14:08:37
#1396,"Christian College of Engineering and Technology - [CCET], Bhilai","Bhilai, Chhattisgarh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,04,100","₹ 6,40,000","₹ 13,80,000",3.8 / 5,Based on 17 User Reviews,Best in Academics,N/A,2026-06-07 14:08:40
#1397,"University Institute of Information Technology, Himachal Pradesh University - [UIIT], Shimla","Shimla, Himachal Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,71,820","₹ 6,00,000","₹ 8,00,000",3.6 / 5,Based on 28 User Reviews,Best in Social Life,N/A,2026-06-07 14:08:43
#1398,"GITA Autonomous College - [GITA College], Bhubaneswar","Bhubaneswar, Odisha","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 5,60,000","₹ 4,50,000","₹ 9,20,000",4.1 / 5,Based on 378 User Reviews,Best in Faculty,#201th/300 in India for Engineering 2025,2026-06-07 14:08:46
#1399,"COER University, Roorkee","Roorkee, Uttarakhand","AICTE, UGC, NBA Approved",B+,N/A,B.Tech Computer Science and Engineering,"₹ 9,29,200","₹ 5,20,000","₹ 44,00,000",4 / 5,Based on 175 User Reviews,Best in Social Life,#49th/173 in India for Engineering 2024,2026-06-07 14:08:49
#1400,"DAV institute of Engineering and Technology, Palamu","Palamu, Jharkhand",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,50,000",N/A,N/A,2.4 / 5,Based on 2 User Reviews,N/A,N/A,2026-06-07 14:08:52
