CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#421,"Yeshwantrao Chavan College of Engineering - [YCCE], Nagpur","Nagpur, Maharashtra","AICTE, NBA Approved",A++,730/1000,B.Tech Computer Science and Engineering,"₹ 6,94,216","₹ 6,00,000","₹ 25,00,000",4 / 5,Based on 317 User Reviews,Best in Infrastructure,#156th/500 in India for Engineering 2026,2026-06-07 22:46:29
#422,"Siddhartha Institute of Science & Technology - [SISTK], Chittoor","Chittoor, Andhra Pradesh","AICTE, NBA Approved",A,N/A,B.Tech Electrical And Electronics Engineering,"₹ 2,10,000","₹ 3,50,000","₹ 15,00,000",3.8 / 5,Based on 24 User Reviews,Best in Infrastructure,N/A,2026-06-07 22:46:34
#423,"Bharati Vidyapeeth College of Engineering - [BVCOE] Navi Mumbai, Navi Mumbai","Navi Mumbai, Maharashtra","AICTE, NBA Approved",N/A,N/A,BE Computer Engineering,"₹ 4,92,000",N/A,N/A,3.5 / 5,Based on 83 User Reviews,Best in Academics,#28th/173 in India for Engineering 2024,2026-06-07 22:46:38
#424,"Malla Reddy College of Engineering - [MRCE], Secunderabad","Secunderabad, Telangana","AICTE, UGC, NBA Approved",B++,N/A,B.Tech Computer Science and Engineering,"₹ 3,33,000","₹ 4,09,000","₹ 7,25,000",3.8 / 5,Based on 123 User Reviews,Best in Accomodation,#129th/200 in India for Engineering 2025,2026-06-07 22:46:44
#425,"Kopal Institute of Science & Technology - [KIST], Bhopal","Bhopal, Madhya Pradesh",AICTE Approved,N/A,N/A,BE Computer Science And Engineering,"₹ 1,82,400",N/A,N/A,3.8 / 5,Based on 3 User Reviews,N/A,N/A,2026-06-07 22:46:48
#426,"Bhagwan Arihant Institute of Technology - [BAIT], Surat","Surat, Gujarat",AICTE Approved,N/A,N/A,B.Tech Aeronautical Engineering,"₹ 70,350",N/A,N/A,3.8 / 5,Based on 6 User Reviews,Best in Academics,N/A,2026-06-07 22:46:52
#427,"G. Pullaiah College of Engineering and Technology - [GPCET], Kurnool","Kurnool, Andhra Pradesh","AICTE, NBA Approved",A,521/1000,B.Tech Electronics & Communication Engineering,"₹ 2,43,600","₹ 6,50,000","₹ 14,25,000",3.7 / 5,Based on 78 User Reviews,N/A,#471th/500 in India for Engineering 2026,2026-06-07 22:46:57
#428,"Pillai College of Engineering, Mumbai","Mumbai, Maharashtra","AICTE, UGC, NBA Approved",A+,587/1000,B.Tech Computer Engineering,"₹ 5,53,673","₹ 6,50,000","₹ 32,00,000",4.1 / 5,Based on 194 User Reviews,Best in Social Life,#366th/500 in India for Engineering 2026,2026-06-07 22:47:02
#429,"Neil Gogte Institute of Technology - [NGIT], Hyderabad","Hyderabad, Telangana",AICTE Approved,N/A,541/1000,BE Computer Science And Engineering,"₹ 3,85,000","₹ 44,00,000",N/A,3.9 / 5,Based on 54 User Reviews,Best in Academics,#433th/500 in India for Engineering 2026,2026-06-07 22:47:07
#430,"Indus Institute of Technology & Engineering - [IITE], Ahmedabad","Ahmedabad, Gujarat",AICTE Approved,B++,N/A,B.Tech Computer Engineering,"₹ 1,00,800","₹ 6,80,000","₹ 30,00,000",4 / 5,Based on 14 User Reviews,Best in Faculty,N/A,2026-06-07 22:47:13
