CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1881,"Stani Memorial College of Engineering & Technology - [SMCET], Jaipur","Jaipur, Rajasthan",AICTE Approved,N/A,N/A,B.Tech Computer Engineering,"₹ 2,84,500",N/A,N/A,3.6 / 5,Based on 8 User Reviews,N/A,#176th/246 in India for Engineering 2023,2026-06-07 14:33:26
#1882,"Ludhiana Group of Colleges, Ludhiana","Ludhiana, Punjab",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 2,82,500","₹ 4,20,000","₹ 13,40,000",3.7 / 5,Based on 20 User Reviews,Best in Social Life,N/A,2026-06-07 14:33:30
#1883,"V.R.S College of Engineering and Technology -[VRSCET], Villupuram","Villupuram, Tamil Nadu","AICTE, NBA Approved",N/A,N/A,BE Mechanical Engineering,"₹ 3,48,000","₹ 4,00,000","₹ 8,90,000",3.8 / 5,Based on 8 User Reviews,Best in Infrastructure,#171th/314 in India for Engineering 2024,2026-06-07 14:33:33
#1884,"Lourdes Matha College of Science and Technology, Thiruvananthapuram","Thiruvananthapuram, Kerala",AICTE Approved,B+,N/A,B.Tech Computer Science and Engineering,"₹ 4,02,000","₹ 3,00,000","₹ 4,12,000",3.5 / 5,Based on 41 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:33:37
#1885,"Hindustan Institute of Technology and Management - [HITM], Ambala","Ambala, Haryana",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 2,91,000",N/A,N/A,3.3 / 5,Based on 3 User Reviews,N/A,N/A,2026-06-07 14:33:40
#1886,"Shree Bhawani Niketan Institute of Technology and Management -[SBNITM], Jaipur","Jaipur, Rajasthan",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 2,88,500","₹ 18,00,000",N/A,3.9 / 5,Based on 25 User Reviews,N/A,N/A,2026-06-07 14:33:43
#1887,"Shibani Institute of Technical Education - [SITE], Bhubaneswar","Bhubaneswar, Odisha",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,16,000",N/A,N/A,3.5 / 5,Based on 3 User Reviews,N/A,N/A,2026-06-07 14:33:46
#1888,"United Institute of Technology - [UIT], Coimbatore","Coimbatore, Tamil Nadu",AICTE Approved,B+,N/A,BE Computer Science And Engineering,"₹ 4,60,000","₹ 12,00,000",N/A,4.1 / 5,Based on 34 User Reviews,Best in Infrastructure,#112th/314 in India for Engineering 2024,2026-06-07 14:33:49
#1889,"MET's School of Engineering Mala, Thrissur","Thrissur, Kerala",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,20,000","₹ 3,00,000","₹ 3,60,000",3.7 / 5,Based on 9 User Reviews,N/A,N/A,2026-06-07 14:33:53
#1890,"Baldev Ram Mirdha Institute of Technology - [BMIT], Jaipur","Jaipur, Rajasthan",AICTE Approved,N/A,N/A,B.Tech Mechanical Engineering,"₹ 5,87,500",N/A,N/A,3.5 / 5,Based on 23 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:33:56
