CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#582,"Kalpataru Institute of Technology - [KIT], Tiptur","Tiptur, Karnataka","AICTE, NBA Approved",B+,N/A,BE Computer Science And Engineering,"₹ 8,80,000","₹ 8,00,000",N/A,4 / 5,Based on 45 User Reviews,N/A,N/A,2026-06-07 23:10:09
#583,"Chameli Devi Group of Institution, Indore","Indore, Madhya Pradesh",NBA Approved,A+,N/A,B.Tech Computer Science and Engineering,"₹ 2,84,000","₹ 5,00,000","₹ 12,76,000",4.1 / 5,Based on 106 User Reviews,Best in Faculty,N/A,2026-06-07 23:10:14
#584,"Ideal Institute of Technology, Kakinada, East Godavari","East Godavari, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000",N/A,N/A,3.6 / 5,Based on 28 User Reviews,Best in Faculty,N/A,2026-06-07 23:10:18
#585,"K.S. School of Engineering and Management- [KSSEM], Bangalore","Bangalore, Karnataka","AICTE, NBA Approved",B++,N/A,BE Artificial Intelligence and Data Science,"₹ 8,80,000","₹ 5,00,000","₹ 11,00,000",3.8 / 5,Based on 50 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:10:23
#586,"Bhivarabai Sawant Institute of Technolgy and Research - [BSITOR] Wagholi, Pune","Pune, Maharashtra",AICTE Approved,B++,591/1000,BE Information Technology,"₹ 4,40,000",N/A,N/A,3.8 / 5,Based on 48 User Reviews,Best in Infrastructure,#357th/500 in India for Engineering 2026,2026-06-07 23:10:28
#587,"Gokaraju Rangaraju Institute of Engineering and Technology - [GRIET], Hyderabad","Hyderabad, Telangana","AICTE, NBA Approved",A++,759/1000,B.Tech Computer Science and Engineering,"₹ 6,67,000","₹ 9,27,000","₹ 51,60,000",4 / 5,Based on 484 User Reviews,Best in Academics,#123th/500 in India for Engineering 2026,2026-06-07 23:10:33
#588,"R.N.G. Patel Institute of Technology - [RNGPIT], Bardoli","Bardoli, Gujarat","AICTE, NBA Approved",N/A,N/A,B.Tech {Hons.} Computer Science And Engineering,"₹ 2,78,000","₹ 4,00,000","₹ 15,00,000",4.1 / 5,Based on 62 User Reviews,Best in Faculty,N/A,2026-06-07 23:10:38
#589,"PACE Institute of Technology and Sciences, Prakasam","Prakasam, Andhra Pradesh","AICTE, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 5,23,200","₹ 4,50,000","₹ 22,00,000",3.8 / 5,Based on 80 User Reviews,Best in Infrastructure,#241th/286 in India for Engineering 2025,2026-06-07 23:10:44
#590,"RR Institute of Technology - [RRIT], Bangalore","Bangalore, Karnataka","AICTE, UGC, NBA Approved",A+,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 8,77,000",N/A,N/A,3.6 / 5,Based on 36 User Reviews,Best in Academics,#276th/286 in India for Engineering 2025,2026-06-07 23:10:49
#591,"DNR College of Engineering and Technology - [DNRECT], Bhimavaram","Bhimavaram, Andhra Pradesh","AICTE, NBA Approved",A++,N/A,B.Tech Electronics & Communication Engineering,"₹ 2,40,000",N/A,N/A,3.5 / 5,Based on 21 User Reviews,Best in Accomodation,N/A,2026-06-07 23:10:53
#592,"GL Bajaj Group of Institutions - [GLBGI], Mathura","Mathura, Uttar Pradesh","AICTE, COA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,41,268","₹ 6,75,000","₹ 34,00,000",4 / 5,Based on 138 User Reviews,Best in Academics,N/A,2026-06-07 23:10:58
#593,"Angadi Institute of Technology and Management - [AITM], Belgaum","Belgaum, Karnataka","AICTE, NBA Approved",B+,N/A,BE Computer Science And Engineering,"₹ 8,76,552","₹ 5,00,000",N/A,3.9 / 5,Based on 22 User Reviews,Best in Faculty,N/A,2026-06-07 23:11:02
#594,"Institute of Technology & Management - [ITM], Gwalior","Gwalior, Madhya Pradesh","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,08,000",N/A,N/A,3.9 / 5,Based on 90 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:11:06
#595,"Arjun College of Technology & Sciences, Hayathnagar","Hayathnagar, Telangana",AICTE Approved,N/A,N/A,B.Tech Electrical And Electronics Engineering,"₹ 2,74,000","₹ 2,10,000","₹ 5,70,000",3.4 / 5,Based on 16 User Reviews,Best in Academics,N/A,2026-06-07 23:11:11
#596,"T John Institute of Technology - [TJIT], Bangalore","Bangalore, Karnataka","AICTE, NBA Approved",N/A,N/A,BE Computer Science And Engineering,"₹ 12,00,000",N/A,N/A,3.7 / 5,Based on 35 User Reviews,Best in Infrastructure,#217th/269 in India for Engineering 2025,2026-06-07 23:11:15
#597,"Narayana Engineering College Gudur - [NEC], Nellore","Nellore, Andhra Pradesh","AICTE, UGC Approved",A,N/A,B.Tech Electronics & Communication Engineering,"₹ 1,60,000","₹ 6,75,000",N/A,3.8 / 5,Based on 35 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:11:20
#598,"Datta Meghe College of Engineering Airoli, Navi Mumbai","Navi Mumbai, Maharashtra",AICTE Approved,B+,N/A,BE Computer Engineering,"₹ 4,20,000","₹ 5,00,000","₹ 10,00,000",3.6 / 5,Based on 153 User Reviews,Best in Academics,#53th/175 in India for Engineering 2026,2026-06-07 23:11:25
#599,"Coorg Institute of Technology - [CIT], Kodagu","Kodagu, Karnataka",AICTE Approved,N/A,N/A,BE Artificial Intelligence and Data Science,"₹ 8,80,000","₹ 2,40,000","₹ 4,20,000",3.5 / 5,Based on 14 User Reviews,Best in Academics,N/A,2026-06-07 23:11:31
#600,"Sri Krishna Institute of Technology - [SKIT], Bangalore","Bangalore, Karnataka","AICTE, NBA Approved",B,N/A,BE Computer Science And Engineering,"₹ 7,44,000",N/A,N/A,3.5 / 5,Based on 49 User Reviews,Best in Faculty,N/A,2026-06-07 23:11:35
#601,"Greater Noida Institute of Technology - [GNIT], Greater Noida","Greater Noida, Uttar Pradesh","AICTE, PCI, BCI Approved",N/A,527/1000,B.Tech Computer Science and Engineering,"₹ 6,28,800","₹ 4,50,000","₹ 50,00,000",3.7 / 5,Based on 50 User Reviews,Best in Faculty,#458th/500 in India for Engineering 2026,2026-06-07 23:11:40
