CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#341,"DIT University - [DIT], Dehradun","Dehradun, Uttarakhand","COA, PCI, INC, UGC, AIU Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 16,50,200","₹ 58,00,000",N/A,3.9 / 5,Based on 391 User Reviews,Best in Infrastructure,#53th/200 in India for Engineering 2020,2026-06-07 22:38:30
#342,"Guru Nanak Dev Engineering College - [GNDEC], Ludhiana","Ludhiana, Punjab","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 4,23,036","₹ 10,00,000",N/A,3.8 / 5,Based on 181 User Reviews,Best in Infrastructure,#76th/269 in India for Engineering 2025,2026-06-07 22:38:34
#343,"PSV College of Engineering and Technology, Pondicherry","Pondicherry, Puducherry",AICTE Approved,N/A,N/A,B.Tech Electrical And Electronics Engineering,"₹ 1,20,000",N/A,N/A,2.7 / 5,Based on 3 User Reviews,Best in Faculty,N/A,2026-06-07 22:38:38
#344,"Sagar Institute of Science and Technology - [SISTec], Bhopal","Bhopal, Madhya Pradesh","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,40,000","₹ 4,80,000","₹ 21,00,000",4.2 / 5,Based on 205 User Reviews,Best in Faculty,#268th/269 in India for Engineering 2025,2026-06-07 22:38:43
#345,"Sagar Institute of Science Technology and Engineering - [SISTec-E] - Sagar Group of Institutions, Bhopal","Bhopal, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,52,000","₹ 4,53,000","₹ 16,75,000",4.2 / 5,Based on 11 User Reviews,Best in Placements,N/A,2026-06-07 22:38:48
#346,"Narsimha Reddy Engineering College - [NRCM], Secunderabad","Secunderabad, Telangana","AICTE, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 3,15,600","₹ 5,50,000","₹ 25,00,000",3.9 / 5,Based on 129 User Reviews,Best in Academics,#179th/269 in India for Engineering 2025,2026-06-07 22:38:54
#347,"Pragati Engineering College, East Godavari","East Godavari, Andhra Pradesh","AICTE, NBA Approved",A+,643/1000,B.Tech Electronics & Communication Engineering,"₹ 3,11,200","₹ 5,00,000","₹ 45,00,000",3.9 / 5,Based on 289 User Reviews,Best in Academics,#259th/500 in India for Engineering 2026,2026-06-07 22:38:59
#348,"MLR Institute of Technology - MLID, Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A,516/1000,B.Tech Artificial Intelligence & Machine Learning,"₹ 3,60,800","₹ 6,00,000","₹ 58,00,000",4.2 / 5,Based on 355 User Reviews,Best in Infrastructure,#485th/500 in India for Engineering 2026,2026-06-07 22:39:05
#349,"Devang Patel Institute of Advance Technology and Research - [DEPSTAR], Anand","Anand, Gujarat",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 5,12,000",N/A,N/A,4.4 / 5,Based on 38 User Reviews,Best in Infrastructure,N/A,2026-06-07 22:39:09
#350,"Oriental Institute of Science and Technology - [OIST], Jabalpur","Jabalpur, Madhya Pradesh","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,00,000",N/A,N/A,4.1 / 5,Based on 29 User Reviews,Best in Infrastructure,N/A,2026-06-07 22:39:13
#351,"Vasireddy Venkatadri International Technological University (VVITU), Guntur","Guntur, Andhra Pradesh",NBA Approved,A,602/1000,B.Tech Computer Science and Engineering,"₹ 8,15,000","₹ 4,45,000","₹ 29,00,000",4.3 / 5,Based on 239 User Reviews,Best in Faculty,#340th/500 in India for Engineering 2026,2026-06-07 22:39:18
