CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#221,"Maharaja Agrasen College of Engineering & Technology - [MACET], Jyotiba Phule Nagar","Jyotiba Phule Nagar, Uttar Pradesh",AICTE Approved,N/A,530/2000,B.Tech Computer Science and Engineering,"₹ 2,44,800",N/A,N/A,N/A,N/A,N/A,#442th/500 in India for Engineering 2025,2026-06-07 22:29:14
#222,"Bharati Vidyapeeth's College of Engineering - [BVCOE], New Delhi","New Delhi, Delhi NCR","AICTE, NBA Approved",N/A,588/1000,B.Tech Computer Science and Engineering,"₹ 6,90,300","₹ 64,00,000",N/A,3.8 / 5,Based on 191 User Reviews,Best in Social Life,#362th/500 in India for Engineering 2026,2026-06-07 22:29:18
#223,"Institute of Engineering and Technology - [IET], Sitapur","Sitapur, Uttar Pradesh","AICTE, MHRD Approved",N/A,529/2000,B.Tech Computer Science and Engineering,"₹ 2,30,000","₹ 8,20,000","₹ 47,00,000",3.8 / 5,Based on 31 User Reviews,Best in Faculty,#444th/500 in India for Engineering 2025,2026-06-07 22:29:21
#224,"Sir Chhotu Ram Institute of Engineering and Technology - [SCRIET], Meerut","Meerut, Uttar Pradesh",AICTE Approved,A++,528/2000,B.Tech Computer Science and Engineering,"₹ 3,36,000","₹ 22,00,000",N/A,3.5 / 5,Based on 48 User Reviews,N/A,#445th/500 in India for Engineering 2025,2026-06-07 22:29:25
#225,"GGSIPU EAST DELHI CAMPUS, New Delhi","New Delhi, Delhi NCR","AICTE, UGC Approved",A++,525/2000,B.Tech + M.Tech Artificial Intelligence and Machine Learning,"₹ 13,27,662",N/A,N/A,3.6 / 5,Based on 17 User Reviews,N/A,#452th/500 in India for Engineering 2025,2026-06-07 22:29:28
#226,"Kumaraguru College of Technology - [KCT], Coimbatore","Coimbatore, Tamil Nadu","AICTE, NBA Approved",A++,752/1000,B.Tech Artificial Intelligence & Data Science,"₹ 4,44,800","₹ 3,50,000","₹ 50,00,000",4.2 / 5,Based on 265 User Reviews,Best in Infrastructure,#132th/500 in India for Engineering 2026,2026-06-07 22:29:31
#227,"Faculty of Technology, Delhi University, New Delhi","New Delhi, Delhi NCR","AICTE, UGC, AIU Approved",N/A,521/2000,B.Tech Computer Science and Engineering,"₹ 9,87,840",N/A,N/A,3.8 / 5,Based on 10 User Reviews,N/A,#458th/500 in India for Engineering 2025,2026-06-07 22:29:34
#228,"Sri Venkateswara College of Engineering - [SVCE], Sriperumbudur","Sriperumbudur, Tamil Nadu","AICTE, NBA Approved",A+,699/1000,BE Computer Science And Engineering,"₹ 4,16,800","₹ 7,00,000","₹ 47,00,000",4.1 / 5,Based on 154 User Reviews,Best in Infrastructure,#188th/500 in India for Engineering 2026,2026-06-07 22:29:38
#229,"Jamia Hamdard University, New Delhi","New Delhi, Delhi NCR","AICTE, MCI, UGC Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 9,42,000","₹ 3,50,000","₹ 31,00,000",4.2 / 5,Based on 390 User Reviews,Best in Academics,#461th/500 in India for Engineering 2025,2026-06-07 22:29:41
#230,"Erode Sengunthar Engineering College, Perundurai","Perundurai, Tamil Nadu","AICTE, NBA Approved",A,519/2000,BE Electronics & Communication Engineering,"₹ 3,48,000","₹ 5,00,000",N/A,3.6 / 5,Based on 36 User Reviews,Best in Faculty,#463th/500 in India for Engineering 2025,2026-06-07 22:29:45
#231,"Netaji Subhash Engineering College - [NSEC], Kolkata","Kolkata, West Bengal","AICTE, NBA Approved",B+,518/2000,B.Tech Computer Science and Engineering,"₹ 6,81,000","₹ 9,30,000","₹ 11,00,000",3.8 / 5,Based on 743 User Reviews,Best in Academics,#464th/500 in India for Engineering 2025,2026-06-07 22:29:48
#232,"Nehru Institute of Technology - [NIT], Coimbatore","Coimbatore, Tamil Nadu",AICTE Approved,N/A,517/2000,BE Computer Science And Engineering,"₹ 2,20,000","₹ 10,00,000",N/A,3.8 / 5,Based on 10 User Reviews,N/A,#466th/500 in India for Engineering 2025,2026-06-07 22:29:52
