CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#61,"Vivekananda Global University - [VGU], Jaipur","Jaipur, Rajasthan","AICTE, COA, PCI, BCI, ICAR Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 8,10,000","₹ 42,00,000",N/A,4.3 / 5,Based on 274 User Reviews,Best in Infrastructure,#249th/269 in India for Engineering 2025,2026-06-07 22:17:44
#62,"Banasthali Vidyapith, Jaipur","Jaipur, Rajasthan",UGC Approved,A++,N/A,B.Tech Computer Science and Engineering,"₹ 7,68,500","₹ 3,60,000","₹ 5,20,000",4.2 / 5,Based on 489 User Reviews,Best in Faculty,#210th/500 in India for Engineering 2025,2026-06-07 22:17:47
#63,"JSS Academy of Technical Education - [JSSATE], Bangalore","Bangalore, Karnataka","AICTE, NBA Approved",A+,572/1000,BE Computer Science And Engineering,"₹ 5,09,740","₹ 10,00,000","₹ 43,17,000",3.8 / 5,Based on 121 User Reviews,Best in Infrastructure,#381th/500 in India for Engineering 2026,2026-06-07 22:17:50
#64,"PES Institute of Technology and Management, Bangalore","Bangalore, Karnataka","AICTE, NBA Approved",A,625/1000,B.Tech Computer Science and Engineering,"₹ 4,17,060","₹ 12,00,000",N/A,3.7 / 5,Based on 77 User Reviews,Best in Academics,#298th/500 in India for Engineering 2026,2026-06-07 22:17:54
#65,"MKSSS's Cummins College of Engineering for Women, Pune","Pune, Maharashtra","AICTE, NBA Approved",A,813/1000,B.Tech Computer Engineering,"₹ 7,07,109","₹ 17,00,000","₹ 36,00,000",4.1 / 5,Based on 73 User Reviews,Best in Placements,#76th/500 in India for Engineering 2026,2026-06-07 22:17:57
#66,"Arni University, Kangra","Kangra, Himachal Pradesh","AICTE, PCI, BCI, UGC, AIU Approved",N/A,700/2000,B.Tech Computer Science and Engineering,"₹ 2,80,000",N/A,N/A,4.1 / 5,Based on 13 User Reviews,Best in Infrastructure,#215th/500 in India for Engineering 2025,2026-06-07 22:18:00
#67,"University College of Engineering, JNTUK, Vizianagaram","Vizianagaram, Andhra Pradesh","AICTE, UGC, MHRD Approved",N/A,522/1000,B.Tech Electronics & Communication Engineering,"₹ 1,80,000",N/A,N/A,3.7 / 5,Based on 91 User Reviews,Best in Academics,#468th/500 in India for Engineering 2026,2026-06-07 22:18:03
#68,"Institute of Engineering and Management (IEM Saltlake), Kolkata","Kolkata, West Bengal","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 9,45,000","₹ 7,50,000","₹ 32,00,000",4 / 5,Based on 641 User Reviews,Best in Placements,#221th/500 in India for Engineering 2025,2026-06-07 22:18:06
#69,"Faculty of Technology, Dharmsinh Desai University, Nadiad","Nadiad, Gujarat","AICTE, UGC, NBA Approved",N/A,692/2000,B.Tech Mechanical Engineering,"₹ 7,40,000","₹ 21,00,000",N/A,3.5 / 5,Based on 14 User Reviews,Best in Academics,#223th/500 in India for Engineering 2025,2026-06-07 22:18:10
#70,"KLE Technological University, Hubli","Hubli, Karnataka","AICTE, UGC Approved",A,696/1000,BE Computer Science And Engineering,"₹ 12,04,400","₹ 5,30,000","₹ 46,38,000",4.2 / 5,Based on 226 User Reviews,Best in Infrastructure,#193th/500 in India for Engineering 2026,2026-06-07 22:18:13
#71,"Sri Venkateswara University College of Engineering, Tirupati","Tirupati, Andhra Pradesh","AICTE, NBA Approved",A+,558/1000,B.Tech Computer Science and Engineering,"₹ 1,68,480","₹ 6,23,000","₹ 18,00,000",4 / 5,Based on 135 User Reviews,Best in Accomodation,#408th/500 in India for Engineering 2026,2026-06-07 22:18:17
#72,"DRIEMS University, Cuttack","Cuttack, Odisha","AICTE, PCI, INC, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 9,97,600","₹ 4,00,000","₹ 16,00,000",4 / 5,Based on 175 User Reviews,Best in Infrastructure,#234th/500 in India for Engineering 2025,2026-06-07 22:18:20
#73,"Heritage Institute of Technology - [HIT], Kolkata","Kolkata, West Bengal","AICTE, NBA Approved",A,569/1000,B.Tech Computer Science and Engineering,"₹ 5,89,200","₹ 4,62,100","₹ 1,13,00,000",4.2 / 5,Based on 612 User Reviews,Best in Infrastructure,#386th/500 in India for Engineering 2026,2026-06-07 22:18:24
#74,"Arka Jain University, Jamshedpur","Jamshedpur, Jharkhand","AICTE, UGC Approved",A,678/2000,B.Tech Computer Science and Engineering,"₹ 6,12,000","₹ 3,20,000","₹ 48,00,000",4 / 5,Based on 143 User Reviews,Best in Social Life,#236th/500 in India for Engineering 2025,2026-06-07 22:18:27
