CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1671,"Christ the King Engineering College, Coimbatore","Coimbatore, Tamil Nadu",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence & Data Science,"₹ 3,48,000",N/A,N/A,3.5 / 5,Based on 9 User Reviews,Best in Placements,#246th/269 in India for Engineering 2025,2026-06-07 14:21:15
#1672,"Nehru College of Engineering and Research Centre - [NCERC], Thrissur","Thrissur, Kerala","AICTE, NBA Approved",A,N/A,B.Tech Mechatronics,"₹ 2,00,000","₹ 3,08,000","₹ 18,00,000",3.4 / 5,Based on 47 User Reviews,N/A,#235th/286 in India for Engineering 2025,2026-06-07 14:21:18
#1673,"World College of Technology and Management - [WCTM], Gurgaon","Gurgaon, Haryana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,20,000",N/A,N/A,3.8 / 5,Based on 102 User Reviews,Best in Infrastructure,#39th/175 in India for Engineering 2026,2026-06-07 14:21:21
#1674,"Sobhasaria Group Of Institutions - [SGI], Sikar","Sikar, Rajasthan","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,87,000","₹ 3,95,000","₹ 12,00,000",3.9 / 5,Based on 34 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:21:24
#1675,"Vignan Institute of Technology And Management, Berhampur","Berhampur, Odisha",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,45,500",N/A,N/A,3.8 / 5,Based on 24 User Reviews,Best in Academics,N/A,2026-06-07 14:21:26
#1676,"OmDayal Group of Institutions - [OGI], Kolkata","Kolkata, West Bengal","AICTE, COA Approved",B+,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 4,60,000","₹ 4,50,000","₹ 7,50,000",3.7 / 5,Based on 49 User Reviews,Best in Faculty,#106th/196 in India for Engineering 2021,2026-06-07 14:21:30
#1677,"Delhi College of Technology and Management - [DCTM], Palwal","Palwal, Haryana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,60,000","₹ 5,77,000","₹ 12,00,000",4 / 5,Based on 29 User Reviews,N/A,N/A,2026-06-07 14:21:33
#1678,"Laxmi Devi Institute of Engineering and Technology - [LIET], Alwar","Alwar, Rajasthan",AICTE Approved,N/A,N/A,B.Tech Computer Engineering,"₹ 3,08,000","₹ 3,50,000","₹ 8,50,000",3.7 / 5,Based on 55 User Reviews,Best in Academics,N/A,2026-06-07 14:21:36
#1679,"KMBB College of Engineering and Technology - [KMBB], Khorda","Khorda, Odisha","AICTE, MHRD Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 5,26,000",N/A,N/A,3.8 / 5,Based on 32 User Reviews,N/A,N/A,2026-06-07 14:21:39
#1680,"Seacom Engineering College, Howrah","Howrah, West Bengal",AICTE Approved,N/A,N/A,B.Tech Marine Engineering,"₹ 4,40,000","₹ 4,20,000","₹ 6,00,000",3.8 / 5,Based on 56 User Reviews,Best in Academics,#150th/160 in India for Engineering 2023,2026-06-07 14:21:42
