CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#401,"Muffakham Jah College of Engineering & Technology - [MJCET], Hyderabad","Hyderabad, Telangana",AICTE Approved,A+,N/A,BE Computer Science And Engineering,"₹ 5,00,000","₹ 45,78,000",N/A,4.1 / 5,Based on 144 User Reviews,Best in Infrastructure,#66th/269 in India for Engineering 2025,2026-06-07 22:44:50
#402,"GIET Engineering College, Rajahmundhry, East Godavari","East Godavari, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,04,000","₹ 4,00,000","₹ 10,00,000",3.6 / 5,Based on 38 User Reviews,Best in Infrastructure,#201th/300 in India for Engineering 2024,2026-06-07 22:44:55
#403,"Sreyas Institute of Engineering and Technology - [SIET], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 4,30,000","₹ 10,00,000",N/A,4 / 5,Based on 144 User Reviews,Best in Infrastructure,#92th/175 in India for Engineering 2026,2026-06-07 22:45:00
#404,"Sir C R Reddy College of Engineering, Eluru","Eluru, Andhra Pradesh",AICTE Approved,N/A,557/1000,B.Tech Computer Science and Engineering,"₹ 2,16,800","₹ 7,00,000",N/A,4 / 5,Based on 203 User Reviews,Best in Infrastructure,#410th/500 in India for Engineering 2026,2026-06-07 22:45:05
#405,"TKR College of Engineering and Technology - [TKRCET], Hyderabad","Hyderabad, Telangana","AICTE, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 3,46,000","₹ 36,00,000",N/A,3.8 / 5,Based on 378 User Reviews,Best in Infrastructure,#269th/286 in India for Engineering 2025,2026-06-07 22:45:10
#406,"Bhagwan Mahavir College of Engineering & Technology - [BMCET], Surat","Surat, Gujarat",AICTE Approved,N/A,N/A,B.Tech Mechanical Engineering,"₹ 79,000",N/A,N/A,3 / 5,Based on 16 User Reviews,Best in Faculty,N/A,2026-06-07 22:45:15
#407,"Oriental Institute of Science and Technology - [OIST], Bhopal","Bhopal, Madhya Pradesh","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,78,000","₹ 72,00,000",N/A,3.7 / 5,Based on 390 User Reviews,Best in Infrastructure,#56th/175 in India for Engineering 2026,2026-06-07 22:45:19
#408,"Stanley College of Engineering & Technology for Women (Autonomous), Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A,N/A,BE Computer Science And Engineering,"₹ 3,40,000","₹ 7,00,000","₹ 17,50,000",4 / 5,Based on 43 User Reviews,Best in Faculty,#190th/286 in India for Engineering 2025,2026-06-07 22:45:24
#409,"Sri Krishnadevaraya University College of Engineering and Technology - [SKUCET], Anantapur","Anantapur, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,53,000",N/A,N/A,3.8 / 5,Based on 25 User Reviews,N/A,N/A,2026-06-07 22:45:28
#410,"CMR Engineering College - [CMREC], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 3,00,000","₹ 6,00,000","₹ 44,00,000",4.3 / 5,Based on 472 User Reviews,Best in Infrastructure,#158th/286 in India for Engineering 2025,2026-06-07 22:45:35
#411,"NRI Institute of Technology - [NRIIT], Guntur","Guntur, Andhra Pradesh",AICTE Approved,A+,520/1000,B.Tech Computer Science and Engineering,"₹ 1,83,600","₹ 4,50,000",N/A,4 / 5,Based on 56 User Reviews,Best in Faculty,#474th/500 in India for Engineering 2026,2026-06-07 22:45:39
#412,"VVP Engineering College - [VVPEC], Rajkot","Rajkot, Gujarat",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 4,10,128",N/A,N/A,3.8 / 5,Based on 136 User Reviews,Best in Infrastructure,N/A,2026-06-07 22:45:44
#413,"Bethesda Institute of Technology and Sciences - [BITS], Gwalior","Gwalior, Madhya Pradesh",N/A,A,N/A,BE Computer Science And Engineering,"₹ 1,94,400",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 22:45:47
#414,"G H Raisoni College of Engineering and Management - [GHRCEM], Pune","Pune, Maharashtra","AICTE, NBA Approved",A+,597/1000,B.Tech Information Technology,"₹ 5,34,000","₹ 5,00,000","₹ 14,50,000",3.7 / 5,Based on 214 User Reviews,Best in Academics,#347th/500 in India for Engineering 2026,2026-06-07 22:45:52
#415,"Vignan's Lara Institute of Technology & Science - [VLITS], Guntur","Guntur, Andhra Pradesh",AICTE Approved,A+,595/1000,B.Tech Computer Science and Engineering,"₹ 1,89,200","₹ 9,50,000",N/A,4.2 / 5,Based on 142 User Reviews,Best in Accomodation,#349th/500 in India for Engineering 2026,2026-06-07 22:45:57
#416,"Malla Reddy Engineering College for Women - [MRECW], Secunderabad","Secunderabad, Telangana","AICTE, UGC, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 3,93,000","₹ 17,52,000",N/A,4.5 / 5,Based on 113 User Reviews,Best in Academics,#144th/246 in India for Engineering 2023,2026-06-07 22:46:03
#417,"Pune Vidyarthi Griha's College of Engineering & S.S. Dhamankar Institute of Management, Nashik","Nashik, Maharashtra",N/A,A,N/A,BE Computer Engineering,"₹ 2,66,000","₹ 4,12,000","₹ 8,40,000",3.8 / 5,Based on 38 User Reviews,Best in Infrastructure,N/A,2026-06-07 22:46:08
#418,"Corporate Institute of Science and Technology - [CIST], Bhopal","Bhopal, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,24,000",N/A,N/A,3.2 / 5,Based on 18 User Reviews,Best in Infrastructure,N/A,2026-06-07 22:46:12
#419,"Aditya Institute of Technology and Management -[AITAM] Tekkali, Srikakulam","Srikakulam, Andhra Pradesh","AICTE, UGC, NBA Approved",A+,564/1000,B.Tech Computer Science and Engineering,"₹ 3,18,400","₹ 8,00,000",N/A,3.6 / 5,Based on 192 User Reviews,Best in Infrastructure,#397th/500 in India for Engineering 2026,2026-06-07 22:46:17
#420,"Swami Vivekananda Institute of Technology - [SVIT], Secunderabad","Secunderabad, Telangana","AICTE, UGC Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 3,23,400","₹ 4,00,000",N/A,3.5 / 5,Based on 41 User Reviews,Best in Faculty,N/A,2026-06-07 22:46:22
