CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1271,"Sunrise Institute of Engineering Technology & Management - [SIETM], Unnao","Unnao, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 2,44,800",N/A,N/A,3.7 / 5,Based on 2 User Reviews,N/A,N/A,2026-06-07 14:03:00
#1272,"Agnihotri College of Engineering, Wardha","Wardha, Maharashtra",AICTE Approved,B,N/A,BE Computer Science And Engineering,"₹ 3,60,000",N/A,N/A,5 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 14:03:03
#1273,"Meerut International Institute of Technology - [MIIT], Meerut","Meerut, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800",N/A,N/A,3.4 / 5,Based on 4 User Reviews,Best in Academics,N/A,2026-06-07 14:03:05
#1274,"Jamia Institute of Engineering and Management Studies - [JIEMS], Nandurbar","Nandurbar, Maharashtra",AICTE Approved,N/A,N/A,BE Mechanical Engineering,"₹ 2,28,000",N/A,N/A,3.3 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 14:03:08
#1275,"VPM's Maharshi Parashuram College of Engineering - [VPMMPCOE], Ratnagiri","Ratnagiri, Maharashtra",AICTE Approved,B,N/A,BE Instrumentation Engineering,"₹ 2,72,000",N/A,N/A,3.5 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 14:03:10
#1276,"Dewan V.S. Institute of Engineering & Technology - [DVSIET], Meerut","Meerut, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800","₹ 15,70,000",N/A,3.2 / 5,Based on 13 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:03:13
#1277,"Indala College of Engineering - [ICOE], Kalyan","Kalyan, Maharashtra",AICTE Approved,N/A,N/A,BE Information Technology,"₹ 2,92,000",N/A,N/A,1.2 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 14:03:15
#1278,"Sandipani Technical Campus Faculty of Engineering - [STMEI], Latur","Latur, Maharashtra",AICTE Approved,B,N/A,B.Tech Computer Engineering,"₹ 3,54,000",N/A,N/A,4.9 / 5,Based on 2 User Reviews,N/A,N/A,2026-06-07 14:03:17
#1279,"Dr. Virendra Swarup Group of Institutions - [VSGOI], Kanpur","Kanpur, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Mechanical Engineering,"₹ 2,44,800","₹ 4,80,000","₹ 9,60,000",4 / 5,Based on 153 User Reviews,Best in Faculty,N/A,2026-06-07 14:03:20
#1280,"Bapurao Deshmukh College of Engineering - [BDCE], Wardha","Wardha, Maharashtra",AICTE Approved,B+,N/A,BE Computer Engineering,"₹ 3,60,000","₹ 3,34,000",N/A,3.3 / 5,Based on 13 User Reviews,Best in Academics,N/A,2026-06-07 14:03:24
