CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#901,"Jai Hind College OF Engineering - [JCOE] Kuran, Pune","Pune, Maharashtra",AICTE Approved,B++,N/A,BE Mechanical Engineering,"₹ 3,00,000",N/A,N/A,4.1 / 5,Based on 10 User Reviews,Best in Academics,N/A,2026-06-07 13:16:42
#902,"Bansal Institute of Research & Technology - [BIRT], Bhopal","Bhopal, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Data Science,"₹ 2,40,000","₹ 3,25,000","₹ 16,50,000",4.1 / 5,Based on 48 User Reviews,Best in Faculty,N/A,2026-06-07 13:16:47
#903,"MET’s Institute of Technology, Polytechnic, Nashik","Nashik, Maharashtra",AICTE Approved,N/A,N/A,B.Tech Computer Science and Design,"₹ 3,44,794",N/A,N/A,4.3 / 5,Based on 4 User Reviews,Best in Accomodation,N/A,2026-06-07 13:16:51
#904,"Jyothishmathi Institute of Technology and Science - [JITS], Karimnagar","Karimnagar, Telangana","AICTE, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 3,04,000","₹ 12,30,000",N/A,3.7 / 5,Based on 80 User Reviews,Best in Faculty,N/A,2026-06-07 13:16:56
#905,"Vemu Institute of Technology - [VEMU], Chittoor","Chittoor, Andhra Pradesh","AICTE, NBA Approved",N/A,525/1000,B.Tech Computer Science and Engineering,"₹ 1,60,000",N/A,N/A,4 / 5,Based on 40 User Reviews,Best in Infrastructure,#461th/500 in India for Engineering 2026,2026-06-07 13:17:01
#906,"Sigma University, Vadodara","Vadodara, Gujarat","AICTE, PCI, INC, GNC, UGC Approved",N/A,N/A,BE Computer Science And Engineering,"₹ 4,07,800","₹ 20,00,000",N/A,3.8 / 5,Based on 32 User Reviews,N/A,N/A,2026-06-07 13:17:06
#907,"Chaudhary Beeri Singh College of Engineering and Management - [CBS], Agra","Agra, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,90,200","₹ 2,00,000","₹ 3,00,000",3.8 / 5,Based on 3 User Reviews,Best in Faculty,N/A,2026-06-07 13:17:11
#908,"Siddhant College of Engineering - [SCOE] Sudumbare, Pune","Pune, Maharashtra","AICTE, NBA Approved",B,N/A,BE Computer Engineering,"₹ 2,34,000","₹ 6,00,000",N/A,3.4 / 5,Based on 20 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:17:15
#909,"Shri Balaji Institute of Technology & Management - [SBITM], Betul","Betul, Madhya Pradesh","AICTE, UGC Approved",N/A,N/A,BE Computer Science And Engineering,"₹ 2,00,000",N/A,N/A,3.4 / 5,Based on 15 User Reviews,N/A,N/A,2026-06-07 13:17:19
#910,"Siddartha Educational Academy Group of Institutions - [SEAT], Tirupati","Tirupati, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,42,400",N/A,N/A,3.2 / 5,Based on 14 User Reviews,N/A,N/A,2026-06-07 13:17:23
