CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#771,"Santhiram Engineering College Nandyal - [SREC], Kurnool","Kurnool, Andhra Pradesh","AICTE, UGC Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,85,200",N/A,N/A,3.6 / 5,Based on 48 User Reviews,Best in Academics,N/A,2026-06-07 13:04:45
#772,"Sri Basaveshwara Institute of Technology - [SBIT], Tumkur","Tumkur, Karnataka",AICTE Approved,N/A,N/A,BE Electronics & Communication Engineering,"₹ 4,49,640",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 13:04:49
#773,"Rizvi College of Engineering - [RCOE], Mumbai","Mumbai, Maharashtra",AICTE Approved,B+,N/A,BE Artificial Intelligence and Data Science,"₹ 4,32,000","₹ 12,00,000",N/A,3.9 / 5,Based on 181 User Reviews,Best in Academics,#131th/173 in India for Engineering 2024,2026-06-07 13:04:54
#774,"Karavali Institute of Technology - [KIT], Mangalore","Mangalore, Karnataka",AICTE Approved,N/A,N/A,BE Civil Engineering,"₹ 4,17,060","₹ 3,00,000",N/A,3.7 / 5,Based on 29 User Reviews,Best in Social Life,N/A,2026-06-07 13:04:59
#775,"Gokaraju Lailavathi Womens Engineering College - [GLWEC], Hyderabad","Hyderabad, Telangana",AICTE Approved,N/A,N/A,BE Computer Science And Engineering,"₹ 2,93,000","₹ 33,00,000",N/A,3.9 / 5,Based on 24 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:05:04
#776,"Srinivasa Institute of Engineering and Technology - [SIET], East Godavari","East Godavari, Andhra Pradesh","AICTE, UGC Approved",A,N/A,B.Tech Electronics & Communication Engineering,"₹ 1,88,400",N/A,N/A,3.9 / 5,Based on 26 User Reviews,N/A,N/A,2026-06-07 13:05:08
#777,"Grow More Faculty of Engineering, Ahmedabad","Ahmedabad, Gujarat",N/A,N/A,N/A,BE Civil Engineering,"₹ 2,92,000",N/A,N/A,4 / 5,Based on 4 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:05:13
#778,"Naraina Vidya Peeth Engineering & Management Institute - [NVPEMI], Kanpur","Kanpur, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Biotechnology,"₹ 2,44,800",N/A,N/A,2.5 / 5,Based on 5 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:05:17
#779,"Lakshmi Narain College of Technology - [LNCT], Jabalpur","Jabalpur, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 97,200","₹ 4,80,000","₹ 5,40,000",3.3 / 5,Based on 15 User Reviews,Best in Faculty,N/A,2026-06-07 13:05:22
#780,"Aditya College of Engineering and Technology - [ACET], Bangalore","Bangalore, Karnataka",AICTE Approved,N/A,N/A,BE Computer Science And Engineering,"₹ 10,40,000",N/A,N/A,4.5 / 5,Based on 11 User Reviews,N/A,N/A,2026-06-07 13:05:26
