CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#801,"Jaya Prakash Narayan College of Engineering - [JPNCE], Mahabubnagar","Mahabubnagar, Telangana","AICTE, UGC Approved",B++,N/A,B.Tech Computer Science and Engineering,"₹ 2,62,000","₹ 3,50,000","₹ 10,00,000",3.8 / 5,Based on 48 User Reviews,Best in Academics,N/A,2026-06-07 13:07:04
#802,"Pacific School of Engineering - [PSE], Surat","Surat, Gujarat","AICTE, UGC Approved",N/A,N/A,BE Computer Engineering,"₹ 2,20,500",N/A,N/A,3.9 / 5,Based on 28 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:07:08
#803,"Chadalawada Ramanamma Engineering College - [CREC], Tirupati","Tirupati, Andhra Pradesh","AICTE, NBA Approved",A,N/A,B.Tech Electronics & Communication Engineering,"₹ 2,22,400","₹ 2,40,000","₹ 4,25,000",3.9 / 5,Based on 39 User Reviews,Best in Academics,N/A,2026-06-07 13:07:13
#804,"Genba Sopanrao Moze College of Engineering Balewadi, Pune","Pune, Maharashtra",AICTE Approved,B++,N/A,BE Computer Engineering,"₹ 1,50,000","₹ 5,00,000","₹ 10,00,000",3.4 / 5,Based on 138 User Reviews,Best in Faculty,N/A,2026-06-07 13:07:18
#805,"Surabhi College of Engineering and Technology - [SCET], Bhopal","Bhopal, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Mechanical Engineering,"₹ 2,08,000",N/A,N/A,3.7 / 5,Based on 2 User Reviews,Best in Social Life,N/A,2026-06-07 13:07:22
#806,"CMR Technical Campus - [CMRTC], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 6,08,000","₹ 6,00,000","₹ 58,00,000",4.1 / 5,Based on 545 User Reviews,Best in Infrastructure,#162th/284 in India for Engineering 2024,2026-06-07 13:07:28
#807,"Kalol Institute of Technology - [KIT], Kalol","Kalol, Gujarat",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 2,80,000",N/A,N/A,3.8 / 5,Based on 4 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:07:32
#808,"Inderprastha Engineering College - [IPEC], Ghaziabad","Ghaziabad, Uttar Pradesh","AICTE, UGC, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 5,42,224","₹ 15,80,000","₹ 35,00,000",3.8 / 5,Based on 423 User Reviews,Best in Academics,N/A,2026-06-07 13:07:36
#809,"Brilliant Grammar School Educational Society's Group of Institutions - [BGSESGI], Hyderabad","Hyderabad, Telangana","AICTE, PCI Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,94,000",N/A,N/A,3.9 / 5,Based on 75 User Reviews,Best in Social Life,N/A,2026-06-07 13:07:40
#810,"Vijaya Institute of Technology for Women - [VITW], Vijayawada","Vijayawada, Andhra Pradesh",AICTE Approved,B++,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000","₹ 6,75,000",N/A,4.2 / 5,Based on 23 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:07:45
