CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#981,"Sri Sarathi Institute of Engineering & Technology, Krishna","Krishna, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000",N/A,N/A,3.3 / 5,Based on 15 User Reviews,N/A,N/A,2026-06-07 13:30:39
#982,"Shivdan Singh Institute of Technology and Management - [SSITM], Aligarh","Aligarh, Uttar Pradesh",NBA Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 3,40,000",N/A,N/A,3.3 / 5,Based on 11 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:30:44
#983,"New Horizon Institute Of Technology And Management - [NHITM], Thane","Thane, Maharashtra",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 3,36,000","₹ 4,50,000","₹ 12,00,000",3.8 / 5,Based on 27 User Reviews,Best in Social Life,#70th/175 in India for Engineering 2026,2026-06-07 13:30:49
#984,"Jayamukhi Institute of Technological Sciences - [JITS], Warangal","Warangal, Telangana","AICTE, UGC, NBA Approved",A,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 2,52,000","₹ 10,00,000",N/A,3.4 / 5,Based on 120 User Reviews,N/A,N/A,2026-06-07 13:32:56
#985,"Madanapalle Institute of Technology & Science -[MITS], Madanapalle","Madanapalle, Andhra Pradesh","AICTE, UGC, NBA Approved",A+,569/1000,B.Tech Computer Science and Engineering,"₹ 10,00,000",N/A,N/A,4.2 / 5,Based on 334 User Reviews,Best in Faculty,#389th/500 in India for Engineering 2026,2026-06-07 13:33:01
#986,"A. P. Shah Institute of Technology - [APSIT], Thane","Thane, Maharashtra",AICTE Approved,N/A,N/A,BE Artificial Intelligence & Machine Learning,"₹ 5,45,624","₹ 5,00,000","₹ 25,00,000",4.1 / 5,Based on 85 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:33:06
#987,"SAGE University, Indore","Indore, Madhya Pradesh","AICTE, COA, PCI, BCI, UGC Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 5,82,600","₹ 3,60,000","₹ 30,00,000",3.9 / 5,Based on 203 User Reviews,Best in Social Life,#263th/269 in India for Engineering 2025,2026-06-07 13:33:11
#988,"Daripally Anantha Ramulu College of Engineering & Technology - [DARE], Khammam","Khammam, Telangana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,06,000",N/A,N/A,3.9 / 5,Based on 3 User Reviews,N/A,N/A,2026-06-07 13:33:15
#989,"Laxmi Institute of Technology - [LIT], Valsad","Valsad, Gujarat",AICTE Approved,N/A,N/A,BE Computer Science And Engineering,"₹ 78,750",N/A,N/A,3.6 / 5,Based on 58 User Reviews,Best in Accomodation,N/A,2026-06-07 13:33:19
#990,"SRMIST Delhi NCR Campus, Ghaziabad","Ghaziabad, Uttar Pradesh","AICTE, PCI, UGC, MHRD Approved",A++,610/1000,B.Tech Computer Science and Engineering,"₹ 14,21,000","₹ 65,00,000",N/A,3.9 / 5,Based on 305 User Reviews,Best in Placements,#320th/500 in India for Engineering 2026,2026-06-07 13:33:24
