CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1791,"Sister Nivedita University - [SNU], Kolkata","Kolkata, West Bengal","AICTE, COA, PCI, INC, BCI Approved",N/A,N/A,B.Tech Computer Science and Engineering - Data Science,"₹ 9,03,000","₹ 6,50,000","₹ 51,00,000",4 / 5,Based on 237 User Reviews,Best in Faculty,#113th/200 in India for Engineering 2025,2026-06-07 14:26:53
#1792,"Institute of Engineering & Technology, Ropar","Ropar, Punjab","AICTE, COA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,66,000","₹ 2,40,000","₹ 34,00,000",4.1 / 5,Based on 19 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:26:57
#1793,"Narasu's Sarathy Institute of Technology - [NSIT], Salem","Salem, Tamil Nadu",AICTE Approved,A++,N/A,B.Tech Artificial Intelligence & Data Science,"₹ 2,00,000",N/A,N/A,3.6 / 5,Based on 17 User Reviews,Best in Infrastructure,#73th/314 in India for Engineering 2024,2026-06-07 14:27:00
#1794,"IES College of Engineering - [IESCE], Thrissur","Thrissur, Kerala",AICTE Approved,B+,N/A,B.Tech Computer Science and Engineering,"₹ 5,02,000",N/A,N/A,3 / 5,Based on 24 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:27:02
#1795,"Global Institute of Technology and Management - [GITM], Gurgaon","Gurgaon, Haryana","AICTE, MHRD Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,35,000","₹ 15,50,000","₹ 97,00,000",3.7 / 5,Based on 116 User Reviews,Best in Faculty,#244th/284 in India for Engineering 2024,2026-06-07 14:27:06
#1796,"Gurukul Institute of Engineering and Technology, Kota","Kota, Rajasthan",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000",N/A,N/A,3.6 / 5,Based on 16 User Reviews,N/A,N/A,2026-06-07 14:27:08
#1797,"Global Institute of Management and Technology - [GIMT], Nadia","Nadia, West Bengal",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,10,000","₹ 2,50,000","₹ 3,50,000",4.1 / 5,Based on 7 User Reviews,Best in Academics,N/A,2026-06-07 14:27:11
#1798,"The Institution of Civil Engineers - [ICE], Ludhiana","Ludhiana, Punjab","AICTE, MHRD, AIU Approved",N/A,N/A,BE Civil Engineering,"₹ 13,92,000",N/A,N/A,2 / 5,Based on 1 User Reviews,Best in Academics,N/A,2026-06-07 14:27:13
#1799,"MES College of Engineering and Technology - [MESCET], Ernakulam","Ernakulam, Kerala",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,60,000","₹ 6,00,000","₹ 18,00,000",3.1 / 5,Based on 31 User Reviews,Best in Social Life,N/A,2026-06-07 14:27:16
#1800,"Modi Institute of Technology - [MIT], Kota","Kota, Rajasthan",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,60,000",N/A,N/A,3.6 / 5,Based on 18 User Reviews,Best in Academics,N/A,2026-06-07 14:27:19
