CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#361,"The Apollo University, Chittoor","Chittoor, Andhra Pradesh","AICTE, PCI, UGC Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 10,99,000","₹ 3,50,000",N/A,3.6 / 5,Based on 8 User Reviews,N/A,N/A,2026-06-07 22:40:42
#362,"HMR Institute of Technology & Management - [HMRITM], New Delhi","New Delhi, Delhi NCR",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 6,00,400","₹ 7,00,000","₹ 35,00,000",3.3 / 5,Based on 194 User Reviews,Best in Faculty,N/A,2026-06-07 22:40:47
#363,"Sreenidhi Institute of Science and Technology - [SNIST], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A+,652/1000,B.Tech Electronics & Communication Engineering,"₹ 5,20,000","₹ 6,80,000","₹ 40,00,000",3.9 / 5,Based on 549 User Reviews,Best in Infrastructure,#248th/500 in India for Engineering 2026,2026-06-07 22:40:54
#364,"Lakireddy Bali Reddy College of Engineering - [LBRCE], Krishna","Krishna, Andhra Pradesh","AICTE, NBA Approved",A,629/1000,B.Tech Computer Science and Engineering,"₹ 9,43,200","₹ 3,24,000","₹ 10,00,000",4.1 / 5,Based on 173 User Reviews,Best in Infrastructure,#286th/500 in India for Engineering 2026,2026-06-07 22:41:00
#365,"Arya College of Engineering, Jaipur","Jaipur, Rajasthan","AICTE, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 4,94,728","₹ 5,76,000","₹ 16,65,000",3.8 / 5,Based on 212 User Reviews,Best in Infrastructure,N/A,2026-06-07 22:41:05
#366,"Dev Bhoomi Uttarakhand University, Dehradun","Dehradun, Uttarakhand","COA, PCI, INC, BCI, UGC Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 8,47,400","₹ 6,00,000","₹ 44,40,000",3.8 / 5,Based on 216 User Reviews,Best in Infrastructure,#273th/286 in India for Engineering 2025,2026-06-07 22:41:11
#367,"Mahatma Gandhi Institute of Technology - [MGIT], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A++,576/1000,B.Tech Metallurgical And Materials Engineering,"₹ 6,50,000","₹ 5,14,000","₹ 70,00,000",4 / 5,Based on 238 User Reviews,Best in Infrastructure,#377th/500 in India for Engineering 2026,2026-06-07 22:41:16
#368,"CMR Institute of Technology - [CMRIT], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 4,20,000","₹ 6,00,000","₹ 44,00,000",4.1 / 5,Based on 356 User Reviews,Best in Infrastructure,#151th/269 in India for Engineering 2025,2026-06-07 22:41:22
#369,"Poornima Institute of Engineering and Technology - [PIET], Jaipur","Jaipur, Rajasthan","AICTE, UGC, NBA Approved",A,N/A,B.Tech Computer Engineering,"₹ 5,07,220","₹ 4,58,000","₹ 15,00,000",3.9 / 5,Based on 236 User Reviews,Best in Academics,#167th/175 in India for Engineering 2025,2026-06-07 22:41:28
#370,"GITAM, Hyderabad","Hyderabad, Telangana","AICTE, COA, PCI, UGC, NBA Approved",A++,N/A,B.Tech Computer Science and Engineering,"₹ 16,20,000","₹ 5,88,000","₹ 16,00,000",4.1 / 5,Based on 315 User Reviews,Best in Infrastructure,N/A,2026-06-07 22:41:33
#371,"J.B. Institute of Engineering & Technology - [JBIET], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 4,46,000","₹ 4,50,000","₹ 11,00,000",3.7 / 5,Based on 182 User Reviews,Best in Academics,#192th/246 in India for Engineering 2023,2026-06-07 22:41:38
#372,"KKR & KSR Institute of Technology and Sciences - [KITS], Guntur","Guntur, Andhra Pradesh","AICTE, NBA Approved",A,530/1000,B.Tech Computer Science and Engineering,"₹ 1,72,000","₹ 3,50,000","₹ 32,00,000",3.9 / 5,Based on 81 User Reviews,Best in Academics,#451th/500 in India for Engineering 2026,2026-06-07 22:41:43
#373,"Sardar Vallabhbhai Patel Institute of Technology - [SVIT] Vasad, Anand","Anand, Gujarat",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 3,64,000","₹ 3,50,000","₹ 16,00,000",4 / 5,Based on 219 User Reviews,Best in Academics,N/A,2026-06-07 22:41:48
#374,"Aditya College Of Engineering and Technology - [ACET], East Godavari","East Godavari, Andhra Pradesh","AICTE, UGC, NBA Approved",A+,538/1000,B.Tech Computer Science and Engineering,"₹ 2,14,000","₹ 19,00,000",N/A,4.1 / 5,Based on 217 User Reviews,Best in Infrastructure,#437th/500 in India for Engineering 2026,2026-06-07 22:41:53
#375,"Institute of Advanced Research - [IAR], Gandhinagar","Gandhinagar, Gujarat",UGC Approved,N/A,N/A,B.Tech Computer Engineering,"₹ 4,02,000","₹ 2,75,000","₹ 7,00,000",4.1 / 5,Based on 33 User Reviews,Best in Faculty,N/A,2026-06-07 22:41:57
#376,"JK Lakshmipat University - [JKLU], Jaipur","Jaipur, Rajasthan","UGC, AIU Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 11,91,000","₹ 8,80,000","₹ 31,00,000",4 / 5,Based on 66 User Reviews,Best in Infrastructure,#82th/269 in India for Engineering 2025,2026-06-07 22:42:03
#377,"Vignan's Institute Of Engineering For Women, Visakhapatnam","Visakhapatnam, Andhra Pradesh","AICTE, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 2,12,000","₹ 22,00,000",N/A,4 / 5,Based on 86 User Reviews,Best in Infrastructure,N/A,2026-06-07 22:42:08
#378,"Vasavi College of Engineering, Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A++,719/1000,BE Computer Science And Engineering,"₹ 5,84,800","₹ 47,50,000",N/A,3.9 / 5,Based on 433 User Reviews,Best in Placements,#169th/500 in India for Engineering 2026,2026-06-07 22:42:13
#379,"SAGE University, Bhopal","Bhopal, Madhya Pradesh","AICTE, PCI, INC, BCI, UGC Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 4,00,000","₹ 4,20,000","₹ 30,00,000",4 / 5,Based on 123 User Reviews,Best in Infrastructure,#66th/175 in India for Engineering 2026,2026-06-07 22:42:17
#380,"Radharaman Institute of Technology & Science - [RITS], Bhopal","Bhopal, Madhya Pradesh","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,09,600","₹ 3,20,000","₹ 6,00,000",3.7 / 5,Based on 67 User Reviews,Best in Infrastructure,#123th/218 in India for Engineering 2021,2026-06-07 22:42:22
