CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#881,"Hitkarini College of Engineering and Technology - [HCET], Jabalpur","Jabalpur, Madhya Pradesh",N/A,A+,N/A,BE Electronics & Communication Engineering,"₹ 2,12,000",N/A,N/A,3.4 / 5,Based on 46 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:15:08
#882,"C.U. Shah College of Engineering and Technology, Wadhwan","Wadhwan, Gujarat",AICTE Approved,B,N/A,B.Tech Information Technology,"₹ 82,600",N/A,N/A,3.4 / 5,Based on 22 User Reviews,N/A,N/A,2026-06-07 13:15:12
#883,"PBR Visvodaya Institute of Technology and Science [PBR VITS], Nellore","Nellore, Andhra Pradesh",AICTE Approved,B+,N/A,B.Tech Electronics & Communication Engineering,"₹ 1,60,000",N/A,N/A,3.7 / 5,Based on 164 User Reviews,N/A,N/A,2026-06-07 13:15:16
#884,"KLR College of Engineering and Technology -[KLRCET], Palwancha","Palwancha, Telangana","AICTE, UGC, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),"₹ 2,33,000","₹ 4,20,000","₹ 8,50,000",3.6 / 5,Based on 26 User Reviews,Best in Academics,N/A,2026-06-07 13:15:21
#885,"Merchant Engineering College - [MEC], Mehsana","Mehsana, Gujarat",AICTE Approved,N/A,N/A,BE Mechanical Engineering,"₹ 66,150",N/A,N/A,3.4 / 5,Based on 7 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:15:25
#886,"IIMT College of Engineering, Greater Noida","Greater Noida, Uttar Pradesh","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 6,76,800","₹ 1,80,00,000",N/A,4.1 / 5,Based on 194 User Reviews,Best in Faculty,#207th/269 in India for Engineering 2025,2026-06-07 13:15:30
#887,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar","Ahmednagar, Maharashtra",AICTE Approved,A+,N/A,BE Mechanical Engineering,"₹ 4,82,980","₹ 3,41,000","₹ 11,00,000",3.8 / 5,Based on 102 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:15:35
#888,"Bansal Institute Of Research Technology & Science- [BIRTS], Bhopal","Bhopal, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,40,000","₹ 3,25,000","₹ 16,50,000",3.4 / 5,Based on 28 User Reviews,Best in Social Life,N/A,2026-06-07 13:15:40
#889,"Sri Venkatesa Perumal College of Engineering and Technology - [SVPCET], Puttur","Puttur, Andhra Pradesh","AICTE, NBA Approved",A,N/A,B.Tech Electronics & Communication Engineering,"₹ 1,63,600",N/A,N/A,3.6 / 5,Based on 35 User Reviews,Best in Academics,N/A,2026-06-07 13:15:44
#890,"Indur Institute of Engineering and Technology - [INDURIET], Siddipet","Siddipet, Telangana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,60,000","₹ 30,00,000",N/A,3.9 / 5,Based on 104 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:15:49
