CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1711,"Ideal Institute of Engineering - [IIE], Nadia","Nadia, West Bengal",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,21,800","₹ 2,50,000","₹ 6,40,000",3.7 / 5,Based on 16 User Reviews,Best in Faculty,#147th/175 in India for Engineering 2024,2026-06-07 14:23:09
#1712,"M.A.M. College of Engineering and Technology - [MAMCET], Tiruchirappalli","Tiruchirappalli, Tamil Nadu","AICTE, NBA Approved",N/A,N/A,BE Electronics & Communication Engineering,"₹ 3,00,000","₹ 3,50,000","₹ 10,00,000",3.2 / 5,Based on 8 User Reviews,Best in Faculty,#119th/314 in India for Engineering 2024,2026-06-07 14:23:12
#1713,"ACE College of Engineering, Thiruvananthapuram","Thiruvananthapuram, Kerala",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 5,02,000","₹ 2,50,000","₹ 4,20,000",4.1 / 5,Based on 36 User Reviews,Best in Academics,N/A,2026-06-07 14:23:15
#1714,"Panipat Institute of Engineering & Technology - [PIET], Panipat","Panipat, Haryana","AICTE, PCI, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 10,20,000","₹ 38,00,000",N/A,4.1 / 5,Based on 389 User Reviews,Best in Faculty,#130th/200 in India for Engineering 2022,2026-06-07 14:23:19
#1715,"College of Engineering Bhubaneswar - [COEB], Bhubaneswar","Bhubaneswar, Odisha","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,04,000","₹ 3,50,000","₹ 11,50,000",3.5 / 5,Based on 66 User Reviews,Best in Academics,#231th/238 in India for Engineering 2022,2026-06-07 14:23:22
#1716,"Techno International - Batanagar, South 24 Parganas","South 24 Parganas, West Bengal",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering - Internet of Things,"₹ 4,47,800","₹ 5,00,000","₹ 15,00,000",3.6 / 5,Based on 42 User Reviews,Best in Faculty,N/A,2026-06-07 14:23:25
#1717,"ASRA Group of Institutions, Sangrur","Sangrur, Punjab",NCTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,--,N/A,N/A,3.9 / 5,Based on 8 User Reviews,N/A,N/A,2026-06-07 14:23:27
#1718,"Dhaanish Ahmed Institute of Technology, Coimbatore","Coimbatore, Tamil Nadu",AICTE Approved,N/A,N/A,BE Biomedical Engineering,"₹ 2,20,000",N/A,N/A,4.1 / 5,Based on 65 User Reviews,Best in Faculty,#63th/314 in India for Engineering 2024,2026-06-07 14:23:30
#1719,"Bishop Jerome Institute - [BJGI], Kollam","Kollam, Kerala","AICTE, COA Approved",N/A,N/A,B.Tech Mechanical Engineering,"₹ 4,02,000",N/A,N/A,3.6 / 5,Based on 25 User Reviews,Best in Academics,N/A,2026-06-07 14:23:32
#1720,"Gateway Institute of Engineering and Technology - [GIET], Sonepat","Sonepat, Haryana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,81,000","₹ 4,50,000","₹ 19,92,000",3.9 / 5,Based on 84 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:23:35
