CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1222,"Shivajirao S. Jondhle College of Engineering and Technology, Thane","Thane, Maharashtra",AICTE Approved,B++,N/A,BE Computer Engineering,"₹ 3,20,000","₹ 2,99,000","₹ 8,70,000",3.5 / 5,Based on 17 User Reviews,N/A,N/A,2026-06-07 23:53:37
#1223,"Dadi Institute of Engineering and Technology (Autonomous) - [DIET], Visakhapatnam","Visakhapatnam, Andhra Pradesh","AICTE, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 1,89,600","₹ 4,00,000","₹ 8,00,000",3.9 / 5,Based on 100 User Reviews,Best in Academics,#172th/175 in India for Engineering 2024,2026-06-07 23:53:41
#1224,"Adhunik College of Engineering - [ACE], Ghaziabad","Ghaziabad, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 23:53:44
#1225,"Hi-Tech Institute of Technology - [HIT], Aurangabad","Aurangabad, Maharashtra",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,52,000","₹ 3,60,000","₹ 8,60,000",3.8 / 5,Based on 8 User Reviews,Best in Accomodation,N/A,2026-06-07 23:53:47
#1226,"Nannapaneni Venkat Rao College of Engineering and Technology - [NVRCET], Guntur","Guntur, Andhra Pradesh","AICTE, MHRD Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,72,000",N/A,N/A,3.3 / 5,Based on 5 User Reviews,N/A,N/A,2026-06-07 23:53:50
#1227,"Usha Mittal Institute of Technology - [UMIT], Mumbai","Mumbai, Maharashtra",AICTE Approved,N/A,535/1000,B.Tech Computer Engineering,"₹ 6,87,124","₹ 31,64,200",N/A,3.8 / 5,Based on 89 User Reviews,Best in Social Life,#440th/500 in India for Engineering 2026,2026-06-07 23:53:55
#1228,"Newton's Institute of Science and Technology - [NIST], Guntur","Guntur, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000",N/A,N/A,3.7 / 5,Based on 10 User Reviews,N/A,N/A,2026-06-07 23:53:58
#1229,"Lloyd Institute of Management and Technology, Greater Noida","Greater Noida, Uttar Pradesh","AICTE, PCI, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800","₹ 5,24,000","₹ 15,02,000",3.9 / 5,Based on 168 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:54:02
#1230,"Fabtech Technical Campus, Solapur","Solapur, Maharashtra",AICTE Approved,B,N/A,B.Tech Electrical Engineering,"₹ 3,22,671",N/A,N/A,3.6 / 5,Based on 15 User Reviews,N/A,N/A,2026-06-07 23:54:05
#1231,"PVKK Institute of Technology - [PVKKIT], Anantapur","Anantapur, Andhra Pradesh","AICTE, UGC, NBA Approved",A+,N/A,B.Tech Electronics & Communication Engineering,"₹ 1,60,000","₹ 2,76,000",N/A,4.1 / 5,Based on 60 User Reviews,Best in Social Life,N/A,2026-06-07 23:54:09
#1232,"Bharat College of Engineering - [BCOE], Thane","Thane, Maharashtra",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 3,40,000",N/A,N/A,3.1 / 5,Based on 39 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:54:12
#1233,"Chirala Engineering College - [CEC], Chirala","Chirala, Andhra Pradesh",AICTE Approved,A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000","₹ 6,50,000",N/A,3.5 / 5,Based on 24 User Reviews,Best in Faculty,N/A,2026-06-07 23:54:15
#1234,"Maeer's MIT College of Railway Engineering and Research - [MITCORER], Barshi","Barshi, Maharashtra",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,52,000","₹ 4,00,000","₹ 12,00,000",4.5 / 5,Based on 6 User Reviews,Best in Academics,#143th/173 in India for Engineering 2024,2026-06-07 23:54:20
#1235,"Dr. Sau Kamaltai Gawai Institute of Engineering and Technology - [KGIET], Amravati","Amravati, Maharashtra",AICTE Approved,B++,N/A,BE Computer Science And Engineering,"₹ 4,80,000",N/A,N/A,3.9 / 5,Based on 2 User Reviews,N/A,N/A,2026-06-07 23:54:23
#1236,"Lenora College of Engineering, East Godavari","East Godavari, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000",N/A,N/A,4.1 / 5,Based on 6 User Reviews,N/A,N/A,2026-06-07 23:54:26
#1237,"Ambalika Institute of Management and Technology (AIMT), Lucknow","Lucknow, Uttar Pradesh","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,55,127","₹ 5,00,000","₹ 21,00,000",3.9 / 5,Based on 95 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:54:30
#1238,"Dr VB Kolte College of Engineering, Malkapur","Malkapur, Maharashtra",AICTE Approved,B,N/A,BE Computer Science And Engineering,"₹ 3,24,000","₹ 2,40,000","₹ 10,00,000",4.1 / 5,Based on 3 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:54:34
#1239,"Atma Malik Institute of Technology & Research - [AMRIT], Thane","Thane, Maharashtra",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 3,64,000",N/A,N/A,3.4 / 5,Based on 9 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:54:38
#1240,"Krishna Chaitanya Institute of Technology and Sciences - [KITS], Prakasam","Prakasam, Andhra Pradesh",AICTE Approved,B++,N/A,B.Tech Electronics & Communication Engineering,"₹ 1,60,000","₹ 5,00,000","₹ 8,20,000",3.7 / 5,Based on 34 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:54:42
#1241,"Allenhouse Institute of Technology, Kanpur","Kanpur, Uttar Pradesh",AICTE Approved,B+,N/A,B.Tech Computer Science and Engineering,"₹ 3,92,000","₹ 4,00,000","₹ 14,00,000",3.7 / 5,Based on 52 User Reviews,Best in Academics,#78th/175 in India for Engineering 2026,2026-06-07 23:54:46
