CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1071,"ABR College of Engineering and Technology, Prakasam","Prakasam, Andhra Pradesh",AICTE Approved,B+,N/A,B.Tech Electrical And Electronics Engineering,"₹ 1,68,400","₹ 12,00,000",N/A,4.2 / 5,Based on 9 User Reviews,Best in Academics,N/A,2026-06-07 13:49:10
#1072,"SND College of Engineering and Research Centre Yeola, Nashik","Nashik, Maharashtra",AICTE Approved,B++,N/A,BE Information Technology,"₹ 3,60,340","₹ 3,50,000","₹ 10,00,000",3.5 / 5,Based on 9 User Reviews,Best in Social Life,N/A,2026-06-07 13:49:15
#1073,"Brahma Valley College of Engineering and Research Institute, Nashik","Nashik, Maharashtra",AICTE Approved,A,N/A,BE Computer Engineering,"₹ 3,76,000","₹ 8,50,000",N/A,3.1 / 5,Based on 19 User Reviews,N/A,N/A,2026-06-07 13:49:19
#1074,"Kunwar Satya Vira College of Engineering and Management - [KSVCEM], Bijnor","Bijnor, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Electrical Engineering,"₹ 2,44,800",N/A,N/A,3.5 / 5,Based on 7 User Reviews,Best in Academics,#235th/269 in India for Engineering 2025,2026-06-07 13:49:24
#1075,"Mauli Group of Institution's College of Engineering and Technology, Buldhana","Buldhana, Maharashtra",AICTE Approved,A,N/A,BE Computer Science And Engineering,"₹ 3,20,000","₹ 2,60,000","₹ 5,50,000",4 / 5,Based on 11 User Reviews,N/A,N/A,2026-06-07 13:49:29
#1076,"Technocrats Institute of Technology - [TIT] (Excellence), Bhopal","Bhopal, Madhya Pradesh","AICTE, NBA Approved",B+,N/A,B.Tech Computer Science and Engineering,"₹ 2,97,600","₹ 50,00,000",N/A,3.9 / 5,Based on 159 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:49:33
#1077,"Sri Venkateswara Institute of Science and Technology - [SVIST], Kadapa","Kadapa, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Electronics & Communication Engineering,"₹ 1,87,200","₹ 8,00,000",N/A,4.4 / 5,Based on 5 User Reviews,Best in Academics,N/A,2026-06-07 13:49:37
#1078,"Sharadchandra Pawar College of Engineering and Technology, Pune","Pune, Maharashtra",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 2,64,000","₹ 2,50,000","₹ 5,00,000",5 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 13:49:43
#1079,"Sri Venkateswara College Of Engineering - [SVCE KADAPA], Kadapa","Kadapa, Andhra Pradesh","AICTE, NBA Approved",A,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 1,88,400","₹ 7,50,000",N/A,4 / 5,Based on 8 User Reviews,N/A,N/A,2026-06-07 13:49:47
#1080,"Bansal Institute of Engineering and Technology - [BIET], Lucknow","Lucknow, Uttar Pradesh","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,45,000","₹ 3,00,000","₹ 22,00,000",3.7 / 5,Based on 102 User Reviews,Best in Academics,N/A,2026-06-07 13:49:52
