CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#542,"Narasaraopeta Engineering College - [NEC], Narasaraopet","Narasaraopet, Andhra Pradesh","AICTE, UGC, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 2,95,200","₹ 4,50,000","₹ 14,50,000",3.8 / 5,Based on 361 User Reviews,Best in Academics,#218th/269 in India for Engineering 2025,2026-06-07 23:06:56
#543,"NBN Sinhgad School of Engineering - [NBNSSOE], Ambegaon","Ambegaon, Maharashtra",AICTE Approved,B++,554/1000,BE Information Technology,"₹ 4,12,000","₹ 3,00,000",N/A,4 / 5,Based on 72 User Reviews,Best in Infrastructure,#416th/500 in India for Engineering 2026,2026-06-07 23:07:01
#544,"Anurag College of Engineering - [ACE], Ghatkesar","Ghatkesar, Telangana","AICTE, UGC, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),"₹ 3,60,000","₹ 3,60,000","₹ 21,60,000",3.8 / 5,Based on 77 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:07:06
#545,"SAL Institute of Technology and Engineering Research - [SITER], Ahmedabad","Ahmedabad, Gujarat",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 61,700","₹ 2,40,000","₹ 21,00,000",3.8 / 5,Based on 79 User Reviews,Best in Faculty,#266th/269 in India for Engineering 2025,2026-06-07 23:07:12
#546,"Bheemanna Khandre Institute of Technology - [BKIT], Bhalki","Bhalki, Karnataka","AICTE, NBA Approved",B++,N/A,BE Civil Engineering,"₹ 5,29,640",N/A,N/A,3.6 / 5,Based on 26 User Reviews,N/A,N/A,2026-06-07 23:07:17
#547,"Baderia Institute of Engineering and Management, Jabalpur","Jabalpur, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,24,000","₹ 5,00,000","₹ 46,71,000",3.9 / 5,Based on 75 User Reviews,N/A,N/A,2026-06-07 23:07:22
#548,"Rajeev Institute of Technology - [RIT], Hassan","Hassan, Karnataka","AICTE, NBA Approved",A,N/A,BE Information Science & Engineering,"₹ 8,80,000","₹ 4,50,000","₹ 12,00,000",3.7 / 5,Based on 27 User Reviews,Best in Infrastructure,#276th/286 in India for Engineering 2025,2026-06-07 23:07:27
#549,"Bhaskar Engineering College - [BEC], Hyderabad","Hyderabad, Telangana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,06,000",N/A,N/A,2.7 / 5,Based on 14 User Reviews,Best in Faculty,N/A,2026-06-07 23:07:31
#550,"Padmabhooshan Vasantdada Patil Institute of Technology - [PVPIT], Pune","Pune, Maharashtra",AICTE Approved,A,N/A,BE Computer Engineering,"₹ 4,36,623","₹ 3,31,000","₹ 11,00,000",4.1 / 5,Based on 21 User Reviews,Best in Academics,N/A,2026-06-07 23:07:36
#551,"Cambridge Institute of Technology North Campus, Bangalore","Bangalore, Karnataka","AICTE, UGC Approved",A+,N/A,BE Computer Science And Engineering,"₹ 10,00,000","₹ 7,30,000","₹ 53,50,000",4 / 5,Based on 13 User Reviews,N/A,#46th/175 in India for Engineering 2024,2026-06-07 23:07:41
