CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1001,"West Godavari Institute of Science and Engineering - [WISE], Tadepalligudem","Tadepalligudem, Andhra Pradesh",AICTE Approved,B++,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000","₹ 15,00,000",N/A,4.1 / 5,Based on 14 User Reviews,N/A,N/A,2026-06-07 13:34:16
#1002,"Guru Nanak Institute of Engineering & Technology - [GNIET], Nagpur","Nagpur, Maharashtra","AICTE, UGC Approved",B,N/A,BE Computer Science And Engineering,"₹ 2,40,000",N/A,N/A,3.7 / 5,Based on 24 User Reviews,Best in Academics,N/A,2026-06-07 13:34:21
#1003,"Siddharth Institute of Engineering & Technology - [SIETK], Tirupati","Tirupati, Andhra Pradesh","AICTE, UGC, NBA Approved",A+,N/A,B.Tech Electronics & Communication Engineering,"₹ 2,61,600","₹ 5,05,000","₹ 40,00,000",4 / 5,Based on 84 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:34:26
#1004,"Malla Reddy College of Engineering and Technology- [MRCET], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A,514/1000,B.Tech Computer Science and Engineering,"₹ 4,46,000",N/A,N/A,4 / 5,Based on 276 User Reviews,Best in Academics,#489th/500 in India for Engineering 2026,2026-06-07 13:34:31
#1005,"MS Bidve Engineering College, Latur","Latur, Maharashtra","AICTE, NBA Approved",B+,N/A,B.Tech Computer Science and Engineering,"₹ 3,86,004",N/A,N/A,3.7 / 5,Based on 22 User Reviews,Best in Faculty,N/A,2026-06-07 13:34:35
#1006,"Sri Aurobindo Institute of Technology - [SAIT], Indore","Indore, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,16,000","₹ 5,00,000","₹ 12,00,000",3.7 / 5,Based on 157 User Reviews,Best in Infrastructure,#95th/175 in India for Engineering 2026,2026-06-07 13:34:40
#1007,"Malineni Lakshmaiah Womens Engineering College, Guntur","Guntur, Andhra Pradesh","AICTE, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 2,08,400","₹ 6,50,000",N/A,4.1 / 5,Based on 19 User Reviews,Best in Accomodation,N/A,2026-06-07 13:34:46
#1008,"Shivajirao S Jondhale College of Engineering - [SSJCE], Thane","Thane, Maharashtra",AICTE Approved,B+,N/A,BE Computer Engineering,"₹ 3,60,000",N/A,N/A,3.2 / 5,Based on 47 User Reviews,N/A,N/A,2026-06-07 13:34:50
#1009,"ACE Engineering College - [ACEEC], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),"₹ 4,40,000","₹ 4,50,000","₹ 46,38,000",3.9 / 5,Based on 196 User Reviews,Best in Faculty,#116th/147 in India for Engineering 2019,2026-06-07 13:34:55
#1010,"Aligarh College of Engineering and Technology - [ACET], Aligarh","Aligarh, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800","₹ 2,00,000","₹ 4,00,000",3.3 / 5,Based on 47 User Reviews,Best in Academics,N/A,2026-06-07 13:35:00
