CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#381,"G. Pulla Reddy Engineering College - [GPREC], Kurnool","Kurnool, Andhra Pradesh","AICTE, UGC, NBA Approved",A,641/1000,B.Tech Computer Science and Engineering,"₹ 3,36,000","₹ 4,82,000","₹ 24,00,000",4.1 / 5,Based on 256 User Reviews,Best in Faculty,#262th/500 in India for Engineering 2026,2026-06-07 22:42:28
#382,"Guru Nanak Institutions Technical Campus - [GNITC], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 5,14,000","₹ 4,79,000","₹ 30,00,000",4 / 5,Based on 671 User Reviews,Best in Infrastructure,#128th/269 in India for Engineering 2025,2026-06-07 22:42:33
#383,"Darshan University - [DU], Rajkot","Rajkot, Gujarat","AICTE, UGC Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 6,00,000","₹ 3,90,000","₹ 7,00,000",3.9 / 5,Based on 57 User Reviews,Best in Faculty,N/A,2026-06-07 22:42:38
#384,"Vikrant Group of Institutions - [VGI], Indore","Indore, Madhya Pradesh","AICTE, PCI, INC, BCI Approved",N/A,N/A,B.Tech Fire Technology & Safety Engineering,"₹ 2,84,500","₹ 51,00,000",N/A,4.5 / 5,Based on 173 User Reviews,Best in Academics,#112th/173 in India for Engineering 2024,2026-06-07 22:42:42
#385,"Hyderabad Institute of Technology and Management - [HITAM], Hyderabad","Hyderabad, Telangana","AICTE, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 5,60,000","₹ 3,98,000","₹ 24,00,000",3.9 / 5,Based on 141 User Reviews,Best in Infrastructure,#59th/173 in India for Engineering 2024,2026-06-07 22:42:48
#386,"L.J. Institute of Engineering and Technology - [LJIET], Ahmedabad","Ahmedabad, Gujarat",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 4,12,000","₹ 14,40,000",N/A,4 / 5,Based on 166 User Reviews,Best in Academics,#159th/196 in India for Engineering 2021,2026-06-07 22:42:53
#387,"Sasi Institute of Technology & Engineering - [SITE], Tadepalligudem","Tadepalligudem, Andhra Pradesh","AICTE, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 2,22,400","₹ 8,00,000",N/A,3.8 / 5,Based on 82 User Reviews,N/A,#157th/200 in India for Engineering 2022,2026-06-07 22:42:58
#388,"Institute of Aeronautical Engineering - [IARE], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A++,615/1000,B.Tech Computer Science and Engineering,"₹ 3,90,000","₹ 7,00,000","₹ 60,00,000",4.1 / 5,Based on 490 User Reviews,Best in Infrastructure,#314th/500 in India for Engineering 2026,2026-06-07 22:43:03
#389,"Institute of Engineering and Science - [IES], Indore","Indore, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 5,06,800",N/A,N/A,4 / 5,Based on 41 User Reviews,Best in Social Life,#25th/175 in India for Engineering 2026,2026-06-07 22:43:08
#390,"Jigyasa University (Formerly Himgiri Zee University), Dehradun","Dehradun, Uttarakhand","NCTE, PCI, BCI, UGC Approved",N/A,N/A,B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),"₹ 5,01,000",N/A,N/A,3.9 / 5,Based on 41 User Reviews,Best in Faculty,N/A,2026-06-07 22:43:12
#391,"Ahmedabad Institute of Technology, Ahmedabad","Ahmedabad, Gujarat",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 2,98,000","₹ 3,25,000","₹ 5,50,000",3.7 / 5,Based on 65 User Reviews,Best in Faculty,#32th/150 in India for Engineering 2019,2026-06-07 22:43:17
#392,"Rajeev Gandhi Memorial College of Engineering and Technology Nandyal - [RGMCET], Kurnool","Kurnool, Andhra Pradesh","AICTE, NBA Approved",A+,639/1000,B.Tech Computer Science and Engineering,"₹ 3,04,040","₹ 6,20,000",N/A,3.8 / 5,Based on 156 User Reviews,Best in Infrastructure,#268th/500 in India for Engineering 2026,2026-06-07 22:43:22
#393,"St Martin's Engineering College - [SMEC], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 6,20,000","₹ 5,00,000","₹ 60,00,000",3.8 / 5,Based on 248 User Reviews,Best in Social Life,#160th/269 in India for Engineering 2025,2026-06-07 22:43:27
#394,"Gayatri Vidya Parishad College for Degree and PG Courses, School of Engineering, Visakhapatnam","Visakhapatnam, Andhra Pradesh","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 92,400",N/A,N/A,4 / 5,Based on 105 User Reviews,Best in Academics,N/A,2026-06-07 22:43:31
#395,"Marwadi University - [MU], Rajkot","Rajkot, Gujarat","AICTE, PCI, BCI, UGC, AIU Approved",A+,N/A,B.Tech Computer Engineering,"₹ 5,71,000","₹ 6,00,000","₹ 34,50,000",4.1 / 5,Based on 246 User Reviews,Best in Infrastructure,#201th/300 in India for Engineering 2025,2026-06-07 22:43:37
#396,"Narayana Engineering College - [NEC], Nellore","Nellore, Andhra Pradesh","AICTE, UGC Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 1,88,800","₹ 3,00,000","₹ 9,00,000",3.6 / 5,Based on 65 User Reviews,N/A,N/A,2026-06-07 22:43:43
#397,"Vignan Institute of Technology & Science - [VITS], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 4,00,000","₹ 21,00,000",N/A,4.1 / 5,Based on 374 User Reviews,Best in Academics,#89th/269 in India for Engineering 2025,2026-06-07 22:44:26
#398,"CEPT University, Ahmedabad","Ahmedabad, Gujarat",UGC Approved,N/A,N/A,B.Tech {Hons.} Civil Engineering,"₹ 19,97,000","₹ 5,80,000","₹ 7,50,000",4.1 / 5,Based on 43 User Reviews,Best in Faculty,N/A,2026-06-07 22:44:32
#399,"Andhra Loyola Institute of Engineering - [ALIET], Vijayawada","Vijayawada, Andhra Pradesh","AICTE, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 2,02,800","₹ 4,74,000","₹ 7,60,000",3.8 / 5,Based on 60 User Reviews,Best in Infrastructure,#253th/254 in India for Engineering 2020,2026-06-07 22:44:39
#400,"Radharaman Engineering College - [REC], Bhopal","Bhopal, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science,"₹ 1,89,600","₹ 3,14,000","₹ 6,00,000",3.6 / 5,Based on 17 User Reviews,Best in Academics,N/A,2026-06-07 22:44:45
