CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#781,"Sagi Ramakrishnam Raju Engineering College - [SRKR ], Bhimavaram","Bhimavaram, Andhra Pradesh","AICTE, UGC, NBA Approved",A,690/1000,B.Tech Computer Science and Engineering,"₹ 4,20,000","₹ 5,21,000","₹ 17,16,000",4.1 / 5,Based on 532 User Reviews,Best in Academics,#202th/500 in India for Engineering 2026,2026-06-07 13:05:32
#782,"Kommuri Pratap Reddy Institute of Technology - [KPRIT], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),"₹ 4,72,000","₹ 54,00,000",N/A,3.6 / 5,Based on 82 User Reviews,Best in Faculty,#168th/286 in India for Engineering 2025,2026-06-07 13:05:37
#783,"Mahatma Gandhi Institute of Technical Education and Research Center - [MGITER], Navsari","Navsari, Gujarat",AICTE Approved,N/A,N/A,BE Electronics & Communication Engineering,"₹ 61,000",N/A,N/A,3 / 5,Based on 20 User Reviews,N/A,N/A,2026-06-07 13:05:41
#784,"C Byregowda Institute of Technology, Kolar","Kolar, Karnataka",AICTE Approved,B++,N/A,BE Computer Science And Engineering,"₹ 7,44,444",N/A,N/A,3.8 / 5,Based on 4 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:05:46
#785,"Garden City University - [GCU], Bangalore","Bangalore, Karnataka","AICTE, UGC Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 14,71,000",N/A,N/A,3.9 / 5,Based on 102 User Reviews,Best in Social Life,N/A,2026-06-07 13:05:50
#786,"Baba Saheb Dr Bhim Rao Ambedkar College of Agricultural Engineering and Technology, Etawah","Etawah, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800",N/A,N/A,3.3 / 5,Based on 36 User Reviews,N/A,N/A,2026-06-07 13:05:54
#787,"Raghu Engineering College - [REC], Visakhapatnam","Visakhapatnam, Andhra Pradesh","AICTE, UGC, NBA Approved",A+,572/1000,B.Tech Computer Science and Engineering,"₹ 3,23,200","₹ 45,50,000",N/A,4 / 5,Based on 325 User Reviews,Best in Placements,#382th/500 in India for Engineering 2026,2026-06-07 13:05:59
#788,"Mahatma Gandhi Mission's College of Engineering and Technology - [MGMCET], Navi Mumbai","Navi Mumbai, Maharashtra","AICTE, NBA Approved",B+,N/A,BE Mechanical Engineering,"₹ 3,49,286",N/A,N/A,3.2 / 5,Based on 85 User Reviews,N/A,#156th/160 in India for Engineering 2025,2026-06-07 13:06:03
#789,"Satpuda College Of Engineering, Balaghat","Balaghat, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,56,000",N/A,N/A,3.5 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 13:06:08
#790,"Kamala Institute of Technology & Science- [KITS], Karimnagar","Karimnagar, Telangana","AICTE, NBA Approved",A++,N/A,B.Tech Computer Science and Engineering,"₹ 3,60,000",N/A,N/A,3.8 / 5,Based on 130 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:06:12
