CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#691,"Amruta Institute of Engineering and Management Sciences - [AIEMS], Bangalore","Bangalore, Karnataka",AICTE Approved,B++,N/A,BE Artificial Intelligence & Machine Learning,"₹ 8,80,000",N/A,N/A,3.8 / 5,Based on 6 User Reviews,Best in Academics,N/A,2026-06-07 12:58:21
#692,"IMS Engineering College - [IMSEC], Ghaziabad","Ghaziabad, Uttar Pradesh","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 4,15,676","₹ 6,50,000","₹ 50,00,000",3.9 / 5,Based on 680 User Reviews,Best in Academics,#75th/150 in India for Engineering 2019,2026-06-07 12:58:27
#693,"Avanthi's Research and Technological Academy - [ARTA], Vizianagaram","Vizianagaram, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Electronics & Communication Engineering,"₹ 1,60,000","₹ 3,48,000","₹ 7,00,000",2.9 / 5,Based on 12 User Reviews,Best in Faculty,N/A,2026-06-07 12:58:32
#694,"SKN Sinhgad Institute of Technology and Science -[SKNSITS] Lonavala, Pune","Pune, Maharashtra",AICTE Approved,A,N/A,BE Computer Engineering,"₹ 4,08,000",N/A,N/A,3.6 / 5,Based on 41 User Reviews,Best in Academics,N/A,2026-06-07 12:58:36
#695,"Megha Institute of Engineering and Technology for Women - [MIETW], Ghatkesar","Ghatkesar, Telangana",AICTE Approved,A,N/A,B.Tech Computer Science and Engineering,"₹ 2,54,000","₹ 4,50,000","₹ 11,00,000",3.8 / 5,Based on 21 User Reviews,Best in Faculty,#155th/196 in India for Engineering 2021,2026-06-07 12:58:41
#696,"Pandit Dev Prabhakar Shastri College of Technology - [PDPSCT], Chhatarpur","Chhatarpur, Madhya Pradesh",N/A,A+,N/A,BE Civil Engineering,"₹ 1,82,400",N/A,N/A,3.3 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 12:58:46
#697,"Laljibhai Chaturbhai Institute of Technology - [LCIT], Mehsana","Mehsana, Gujarat",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 84,000",N/A,N/A,3.5 / 5,Based on 12 User Reviews,Best in Faculty,N/A,2026-06-07 12:58:50
#698,"RL Jalappa Institute of Technology - [RLJIT], Bangalore","Bangalore, Karnataka",AICTE Approved,A,N/A,B.Tech Computer Science and Engineering,"₹ 8,80,000","₹ 2,95,000","₹ 7,00,000",4 / 5,Based on 35 User Reviews,Best in Infrastructure,N/A,2026-06-07 12:58:56
#699,"Uka Tarsadia University, Bardoli","Bardoli, Gujarat","AICTE, COA, PCI, INC, GNC Approved",B+,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 3,34,200","₹ 3,98,000","₹ 6,00,000",4.2 / 5,Based on 220 User Reviews,Best in Infrastructure,#7th/20 in India for Engineering 2021,2026-06-07 12:59:01
#700,"Nutan College of Engineering and Research - [NCER], Pune","Pune, Maharashtra",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,62,804","₹ 12,00,000",N/A,3.6 / 5,Based on 17 User Reviews,Best in Placements,N/A,2026-06-07 12:59:06
