CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1062,"Dr Samuel George Institute of Engineering and Technology - [SGIT], Prakasam","Prakasam, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,37,600",N/A,N/A,2.6 / 5,Based on 13 User Reviews,N/A,N/A,2026-06-07 23:44:02
#1063,"Veer Kunwar Institute of Technology- [VKIT], Bijnor","Bijnor, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 23:44:05
#1064,"Nigama Engineering College, Karimnagar","Karimnagar, Telangana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,01,000",N/A,N/A,3.8 / 5,Based on 4 User Reviews,Best in Placements,N/A,2026-06-07 23:44:08
#1065,"Suman Ramesh Tulsiani Technical Campus Faculty of Engineering - [SRTTC] Kamshet, Pune","Pune, Maharashtra",AICTE Approved,B+,N/A,BE Computer Engineering,"₹ 3,21,340",N/A,N/A,3.2 / 5,Based on 17 User Reviews,Best in Academics,N/A,2026-06-07 23:44:11
#1066,"Gyan Ganga College of Technology - [GGCT], Jabalpur","Jabalpur, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,80,000","₹ 5,00,000","₹ 32,00,000",4 / 5,Based on 158 User Reviews,Best in Faculty,N/A,2026-06-07 23:44:14
#1067,"Kandula Obul Reddy Memorial College of Engineering - [KORMCE], Kadapa","Kadapa, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000","₹ 10,25,000",N/A,4 / 5,Based on 11 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:44:18
#1068,"Dattakala Shikshan Sanstha Faculty of Engineering, Pune","Pune, Maharashtra",AICTE Approved,B++,N/A,BE Information Technology,"₹ 4,10,000",N/A,N/A,3.5 / 5,Based on 2 User Reviews,Best in Faculty,N/A,2026-06-07 23:44:20
#1069,"Dr. V.R.K. Women's College of Engineering & Technology, Moinabad","Moinabad, Telangana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,86,000",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 23:44:23
#1070,"Dr Kedar Nath Modi Institute of Engineering and Technology - [KNMIET], Modinagar","Modinagar, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,07,040","₹ 4,50,000","₹ 35,00,000",3.4 / 5,Based on 64 User Reviews,N/A,N/A,2026-06-07 23:44:27
#1071,"ABR College of Engineering and Technology, Prakasam","Prakasam, Andhra Pradesh",AICTE Approved,B+,N/A,B.Tech Electrical And Electronics Engineering,"₹ 1,68,400","₹ 12,00,000",N/A,4.2 / 5,Based on 9 User Reviews,Best in Academics,N/A,2026-06-07 23:44:31
#1072,"SND College of Engineering and Research Centre Yeola, Nashik","Nashik, Maharashtra",AICTE Approved,B++,N/A,BE Information Technology,"₹ 3,60,340","₹ 3,50,000","₹ 10,00,000",3.5 / 5,Based on 9 User Reviews,Best in Social Life,N/A,2026-06-07 23:44:34
#1073,"Brahma Valley College of Engineering and Research Institute, Nashik","Nashik, Maharashtra",AICTE Approved,A,N/A,BE Computer Engineering,"₹ 3,76,000","₹ 8,50,000",N/A,3.1 / 5,Based on 19 User Reviews,N/A,N/A,2026-06-07 23:44:37
#1074,"Kunwar Satya Vira College of Engineering and Management - [KSVCEM], Bijnor","Bijnor, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Electrical Engineering,"₹ 2,44,800",N/A,N/A,3.5 / 5,Based on 7 User Reviews,Best in Academics,#235th/269 in India for Engineering 2025,2026-06-07 23:44:40
#1075,"Mauli Group of Institution's College of Engineering and Technology, Buldhana","Buldhana, Maharashtra",AICTE Approved,A,N/A,BE Computer Science And Engineering,"₹ 3,20,000","₹ 2,60,000","₹ 5,50,000",4 / 5,Based on 11 User Reviews,N/A,N/A,2026-06-07 23:44:44
#1076,"Technocrats Institute of Technology - [TIT] (Excellence), Bhopal","Bhopal, Madhya Pradesh","AICTE, NBA Approved",B+,N/A,B.Tech Computer Science and Engineering,"₹ 2,97,600","₹ 50,00,000",N/A,3.9 / 5,Based on 159 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:44:47
#1077,"Sri Venkateswara Institute of Science and Technology - [SVIST], Kadapa","Kadapa, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Electronics & Communication Engineering,"₹ 1,87,200","₹ 8,00,000",N/A,4.4 / 5,Based on 5 User Reviews,Best in Academics,N/A,2026-06-07 23:44:51
#1078,"Sharadchandra Pawar College of Engineering and Technology, Pune","Pune, Maharashtra",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 2,64,000","₹ 2,50,000","₹ 5,00,000",5 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 23:44:54
#1079,"Sri Venkateswara College Of Engineering - [SVCE KADAPA], Kadapa","Kadapa, Andhra Pradesh","AICTE, NBA Approved",A,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 1,88,400","₹ 7,50,000",N/A,4 / 5,Based on 8 User Reviews,N/A,N/A,2026-06-07 23:44:57
