CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1601,"Technology Education and Research Integrated Institute - [TERII], Kurukshetra","Kurukshetra, Haryana",AICTE Approved,A+,N/A,B.Tech Computer Science and Engineering,"₹ 3,95,640",N/A,N/A,4 / 5,Based on 35 User Reviews,Best in Faculty,N/A,2026-06-07 14:18:05
#1602,"Bharti College of Engineering and Technology - [BCET], Durg","Durg, Chhattisgarh",AICTE Approved,N/A,N/A,BE Electrical Engineering,"₹ 1,31,000",N/A,N/A,3 / 5,Based on 6 User Reviews,Best in Academics,N/A,2026-06-07 14:18:07
#1603,"Patna Sahib Group of College - [PSGC], Vaishali","Vaishali, Bihar",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,60,000",N/A,N/A,2.2 / 5,Based on 3 User Reviews,N/A,N/A,2026-06-07 14:18:09
#1604,"Yaduvanshi College of Engineering and Technology - [YCET], Jhunjhunu","Jhunjhunu, Rajasthan",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 2,42,000",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 14:18:12
#1605,"Black Diamond College of Engineering & Technology - [BDCET], Jharsuguda","Jharsuguda, Odisha",AICTE Approved,N/A,N/A,B.Tech Mechanical Engineering,"₹ 2,56,000",N/A,N/A,3.5 / 5,Based on 5 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:18:14
#1606,"Dumkal Institute of Engineering & Technology- [DIET], Murshidabad","Murshidabad, West Bengal",AICTE Approved,C,N/A,B.Tech Computer Science and Engineering,"₹ 1,32,500","₹ 3,20,000","₹ 5,00,000",4 / 5,Based on 5 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:18:17
#1607,"Sri Sai College of Engineering and Technology - [SSCET], Pathankot","Pathankot, Punjab",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),"₹ 4,85,000","₹ 5,00,000","₹ 20,00,000",3.1 / 5,Based on 10 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:18:20
#1608,"Annai Mira College of Engineering and Technology, Vellore","Vellore, Tamil Nadu",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence & Data Science,"₹ 3,48,000","₹ 8,00,000",N/A,4.2 / 5,Based on 4 User Reviews,N/A,#11th/314 in India for Engineering 2024,2026-06-07 14:18:23
#1609,"Vimal Jyothi Engineering College - [VJEC], Kannur","Kannur, Kerala",AICTE Approved,B+,N/A,B.Tech Computer Science and Engineering,"₹ 4,02,000","₹ 7,00,000",N/A,3.7 / 5,Based on 97 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:18:25
#1610,"Delhi Institute of Technology & Management - [DITM], Sonepat","Sonepat, Haryana",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 3,12,000","₹ 3,00,000","₹ 6,00,000",3.2 / 5,Based on 16 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:18:29
