CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#862,"Kakatiya Institute of Technology and Science for Women, Nizamabad","Nizamabad, Telangana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,26,000",N/A,N/A,4.1 / 5,Based on 10 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:31:57
#863,"Priyadarshini Bhagwati College of Engineering - [PBCOE], Nagpur","Nagpur, Maharashtra",AICTE Approved,A,N/A,B.Tech Artificial Intelligence,"₹ 4,16,000","₹ 2,50,000","₹ 3,00,000",3.6 / 5,Based on 28 User Reviews,Best in Academics,N/A,2026-06-07 23:32:02
#864,"Gujarat Power Engineering and Research Institute - [GPERI], Mehsana","Mehsana, Gujarat",AICTE Approved,A+,N/A,BE Computer Engineering,"₹ 1,60,000","₹ 7,20,000",N/A,3.9 / 5,Based on 19 User Reviews,Best in Infrastructure,#107th/175 in India for Engineering 2024,2026-06-07 23:32:06
#865,"NRI Institute of Information Science and Technology - [NIIST], Bhopal","Bhopal, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence & Data Science,"₹ 2,48,000",N/A,N/A,3.6 / 5,Based on 42 User Reviews,Best in Academics,N/A,2026-06-07 23:32:09
#866,"Acharya College of Engineering - [ACE], Kadapa","Kadapa, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,72,000",N/A,N/A,4.2 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 23:32:13
#867,"KJ College of Engineering & Management Research - [KJCOEMR], Pune","Pune, Maharashtra",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 4,46,136","₹ 4,49,000","₹ 10,00,000",4 / 5,Based on 93 User Reviews,Best in Infrastructure,#145th/175 in India for Engineering 2024,2026-06-07 23:32:17
#868,"Kshatriya College of Engineering - [KCEA], Nizamabad","Nizamabad, Telangana",AICTE Approved,A,N/A,B.Tech Computer Science and Engineering,"₹ 2,33,000","₹ 3,00,000","₹ 6,00,000",3.7 / 5,Based on 42 User Reviews,Best in Faculty,N/A,2026-06-07 23:32:22
#869,"Sigma Institute of Engineering, Vadodara","Vadodara, Gujarat",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 66,000","₹ 20,00,000",N/A,3.7 / 5,Based on 34 User Reviews,Best in Academics,#85th/162 in India for Engineering 2020,2026-06-07 23:32:26
#870,"Sanskrithi School of Engineering - [SSE], Puttaparthy","Puttaparthy, Andhra Pradesh",AICTE Approved,A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000","₹ 7,50,000","₹ 36,00,000",4.6 / 5,Based on 84 User Reviews,Best in Academics,#268th/284 in India for Engineering 2024,2026-06-07 23:32:31
#871,"Hardayal Technical Campus - [HTC], Mathura","Mathura, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,20,000",N/A,N/A,3 / 5,Based on 4 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:32:34
#872,"Maharashtra Institute of Technology - [MIT], Aurangabad","Aurangabad, Maharashtra","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 5,29,684","₹ 80,00,000",N/A,3.9 / 5,Based on 111 User Reviews,Best in Academics,#115th/246 in India for Engineering 2023,2026-06-07 23:32:39
#873,"Adina Group of Institutions - [AGI], Sagar","Sagar, Madhya Pradesh","AICTE, PCI Approved",N/A,N/A,B.Tech Artificial Intelligence,"₹ 1,80,000",N/A,N/A,3.6 / 5,Based on 12 User Reviews,N/A,N/A,2026-06-07 23:32:42
#874,"Swarna Bharathi Institute of Science and Technology - [SBIT], Khammam","Khammam, Telangana",AICTE Approved,A+,N/A,B.Tech Electronics & Communication Engineering,"₹ 2,72,800","₹ 12,00,000",N/A,3.4 / 5,Based on 52 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:32:46
#875,"SRK Institute of Technology, Vijayawada","Vijayawada, Andhra Pradesh","AICTE, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 1,82,400","₹ 50,000","₹ 6,00,000",4 / 5,Based on 76 User Reviews,Best in Academics,#159th/175 in India for Engineering 2024,2026-06-07 23:32:51
#876,"Bharati Vidyapeeth College of Engineering - [BVCOE], Kolhapur","Kolhapur, Maharashtra",AICTE Approved,A+,N/A,B.Tech Computer Science and Engineering,"₹ 4,44,000","₹ 1,86,000","₹ 4,50,000",3.4 / 5,Based on 24 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:32:55
#877,"Dronacharya Group of Institutions - [DGI], Greater Noida","Greater Noida, Uttar Pradesh","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 3,28,600","₹ 7,00,000","₹ 27,00,000",3.9 / 5,Based on 471 User Reviews,Best in Academics,N/A,2026-06-07 23:32:59
#878,"Gates Institute of Technology-[GIT], Anantapur","Anantapur, Andhra Pradesh",AICTE Approved,A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000","₹ 2,80,000","₹ 6,50,000",3.9 / 5,Based on 115 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:33:04
#879,"Sandip Institute of Engineering and Management - [SIEM], Nashik","Nashik, Maharashtra",AICTE Approved,B++,N/A,BE Mechanical Engineering,"₹ 5,56,000",N/A,N/A,4.2 / 5,Based on 47 User Reviews,N/A,N/A,2026-06-07 23:33:07
#880,"Malla Reddy Engineering College - [MREC], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A++,545/1000,B.Tech Computer Science and Engineering,"₹ 4,66,000","₹ 5,10,000","₹ 10,00,000",3.7 / 5,Based on 1013 User Reviews,Best in Infrastructure,#427th/500 in India for Engineering 2026,2026-06-07 23:33:12
#881,"Hitkarini College of Engineering and Technology - [HCET], Jabalpur","Jabalpur, Madhya Pradesh",N/A,A+,N/A,BE Electronics & Communication Engineering,"₹ 2,12,000",N/A,N/A,3.4 / 5,Based on 46 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:33:16
