CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1891,"Surendra Institute of Engineering and Management - [SIEM], Darjeeling","Darjeeling, West Bengal",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 3,61,000",N/A,N/A,3.4 / 5,Based on 13 User Reviews,N/A,N/A,2026-06-07 14:33:58
#1892,"College of Engineering & Management, Kapurthala","Kapurthala, Punjab",AICTE Approved,N/A,N/A,B.Tech Electrical Engineering,"₹ 3,66,000",N/A,N/A,3.8 / 5,Based on 3 User Reviews,Best in Social Life,N/A,2026-06-07 14:34:01
#1893,"St. Joseph College Of Engineering, Chennai","Chennai, Tamil Nadu",AICTE Approved,N/A,N/A,BE Computer Science And Engineering,"₹ 3,48,000","₹ 7,00,000",N/A,4.1 / 5,Based on 11 User Reviews,N/A,#201th/300 in India for Engineering 2024,2026-06-07 14:34:04
#1894,"Nirmala College of Engineering, Thrissur","Thrissur, Kerala",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,30,000",N/A,N/A,2.5 / 5,Based on 10 User Reviews,Best in Faculty,N/A,2026-06-07 14:34:08
#1895,"Yamuna Group Of Institutions - [YGI], Yamuna Nagar","Yamuna Nagar, Haryana","NCTE, DCI, AICTE, INC Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,95,580",N/A,N/A,3.9 / 5,Based on 9 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:34:10
#1896,"Padmashree Krutartha Acharya College of Engineering - [PKACE], Bargarh","Bargarh, Odisha",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,52,000",N/A,N/A,3.5 / 5,Based on 7 User Reviews,Best in Academics,N/A,2026-06-07 14:34:13
#1897,"St. Mary's Technical Campus, Kolkata","Kolkata, West Bengal",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 2,40,000","₹ 3,75,000","₹ 4,00,000",3.3 / 5,Based on 11 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:34:16
#1898,"Doaba Institute of Engineering and Technology - [DIET], Mohali","Mohali, Punjab",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 3,66,000",N/A,N/A,3.6 / 5,Based on 6 User Reviews,N/A,N/A,2026-06-07 14:34:20
#1899,"Kongu Engineering College - [KEC], Erode","Erode, Tamil Nadu","AICTE, NBA Approved",A++,646/1000,BE Electronics & Communication Engineering,"₹ 2,20,000","₹ 5,50,000","₹ 24,50,000",4.1 / 5,Based on 234 User Reviews,Best in Infrastructure,#254th/500 in India for Engineering 2026,2026-06-07 14:34:24
#1900,"Valia Koonambaikulathamma College of Engineering and Technology - [VKCET] Parippally, Thiruvananthapuram","Thiruvananthapuram, Kerala",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 5,02,000",N/A,N/A,3.5 / 5,Based on 11 User Reviews,Best in Accomodation,N/A,2026-06-07 14:34:27
