CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1701,"Sri Shanmugha College of Engineering and Technology - [SSCET], Salem","Salem, Tamil Nadu","AICTE, NBA Approved",A,N/A,B.Tech Artificial Intelligence & Data Science,"₹ 2,00,000","₹ 3,37,000","₹ 4,70,000",3.5 / 5,Based on 13 User Reviews,Best in Social Life,N/A,2026-06-07 14:22:41
#1702,"Sree Buddha College of Engineering Pattoor - [SBCE], Alappuzha","Alappuzha, Kerala","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 5,02,000",N/A,N/A,3.2 / 5,Based on 39 User Reviews,Best in Academics,N/A,2026-06-07 14:22:44
#1703,"World Institute of Technology - [WIT], Gurgaon","Gurgaon, Haryana","AICTE, MHRD Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,96,000",N/A,N/A,3.2 / 5,Based on 6 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:22:47
#1704,"Surendera Group of Institutions - [SGI], Sriganganagar","Sriganganagar, Rajasthan","DCI, AICTE, PCI, RNC Approved",N/A,N/A,B.Tech Civil Engineering,"₹ 1,60,000",N/A,N/A,4 / 5,Based on 11 User Reviews,N/A,N/A,2026-06-07 14:22:49
#1705,"Nalanda Institute of Technology - [NIT], Bhubaneswar","Bhubaneswar, Odisha",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,80,000",N/A,N/A,4 / 5,Based on 78 User Reviews,Best in Faculty,#234th/238 in India for Engineering 2022,2026-06-07 14:22:52
#1706,"Hemnalini Memorial College of Engineering - [HMCE] Kalyani, Haringhat","Haringhat, West Bengal",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,00,000","₹ 2,40,000","₹ 3,50,000",3.9 / 5,Based on 3 User Reviews,N/A,N/A,2026-06-07 14:22:54
#1707,"Lyallpur Khalsa College of Engineering - [LKCE], Jalandhar","Jalandhar, Punjab",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 3,66,000","₹ 3,00,000","₹ 10,00,000",3.9 / 5,Based on 21 User Reviews,Best in Faculty,N/A,2026-06-07 14:22:57
#1708,"JCT College of Engineering and Technology, Coimbatore","Coimbatore, Tamil Nadu","AICTE, UGC, NBA Approved",A,N/A,BE Electronics & Communication Engineering,"₹ 2,20,000","₹ 3,50,000","₹ 9,00,000",3.5 / 5,Based on 72 User Reviews,Best in Academics,#134th/147 in India for Engineering 2019,2026-06-07 14:23:00
#1709,"BM Group of Institutions - [BMGI], Gurgaon","Gurgaon, Haryana","NCTE, AICTE, PCI Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,60,000","₹ 7,00,000","₹ 30,00,000",4.2 / 5,Based on 39 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:23:03
#1710,"Sanjay Memorial Institute of Technology - [SMIT], Berhampur","Berhampur, Odisha",AICTE Approved,N/A,N/A,B.Tech Electrical Engineering,"₹ 2,20,000",N/A,N/A,3.5 / 5,Based on 9 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:23:06
