CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1221,"Karmayogi Engineering College, Solapur","Solapur, Maharashtra",AICTE Approved,B++,N/A,BE Computer Science And Engineering,"₹ 4,20,000",N/A,N/A,3.4 / 5,Based on 6 User Reviews,Best in Faculty,N/A,2026-06-07 14:00:42
#1222,"Shivajirao S. Jondhle College of Engineering and Technology, Thane","Thane, Maharashtra",AICTE Approved,B++,N/A,BE Computer Engineering,"₹ 3,20,000","₹ 2,99,000","₹ 8,70,000",3.5 / 5,Based on 17 User Reviews,N/A,N/A,2026-06-07 14:00:45
#1223,"Dadi Institute of Engineering and Technology (Autonomous) - [DIET], Visakhapatnam","Visakhapatnam, Andhra Pradesh","AICTE, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 1,89,600","₹ 4,00,000","₹ 8,00,000",3.9 / 5,Based on 100 User Reviews,Best in Academics,#172th/175 in India for Engineering 2024,2026-06-07 14:00:48
#1224,"Adhunik College of Engineering - [ACE], Ghaziabad","Ghaziabad, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 14:00:51
#1225,"Hi-Tech Institute of Technology - [HIT], Aurangabad","Aurangabad, Maharashtra",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,52,000","₹ 3,60,000","₹ 8,60,000",3.8 / 5,Based on 8 User Reviews,Best in Accomodation,N/A,2026-06-07 14:00:54
#1226,"Nannapaneni Venkat Rao College of Engineering and Technology - [NVRCET], Guntur","Guntur, Andhra Pradesh","AICTE, MHRD Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,72,000",N/A,N/A,3.3 / 5,Based on 5 User Reviews,N/A,N/A,2026-06-07 14:00:56
#1227,"Usha Mittal Institute of Technology - [UMIT], Mumbai","Mumbai, Maharashtra",AICTE Approved,N/A,535/1000,B.Tech Computer Engineering,"₹ 6,87,124","₹ 31,64,200",N/A,3.8 / 5,Based on 89 User Reviews,Best in Social Life,#440th/500 in India for Engineering 2026,2026-06-07 14:00:59
#1228,"Newton's Institute of Science and Technology - [NIST], Guntur","Guntur, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000",N/A,N/A,3.7 / 5,Based on 10 User Reviews,N/A,N/A,2026-06-07 14:01:02
#1229,"Lloyd Institute of Management and Technology, Greater Noida","Greater Noida, Uttar Pradesh","AICTE, PCI, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800","₹ 5,24,000","₹ 15,02,000",3.9 / 5,Based on 168 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:01:04
#1230,"Fabtech Technical Campus, Solapur","Solapur, Maharashtra",AICTE Approved,B,N/A,B.Tech Electrical Engineering,"₹ 3,22,671",N/A,N/A,3.6 / 5,Based on 15 User Reviews,N/A,N/A,2026-06-07 14:01:07
