CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1491,"Oxford College of Engineering and Management - [OCEM], Bhubaneswar","Bhubaneswar, Odisha",AICTE Approved,N/A,N/A,B.Tech Electrical And Electronics Engineering,"₹ 4,80,000",N/A,N/A,3.3 / 5,Based on 5 User Reviews,Best in Social Life,N/A,2026-06-07 14:13:08
#1492,"JIS College of Engineering - [JISCE], Kolkata","Kolkata, West Bengal","AICTE, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 6,51,900","₹ 2,81,740","₹ 5,10,000",4.2 / 5,Based on 610 User Reviews,Best in Faculty,#128th/284 in India for Engineering 2024,2026-06-07 14:13:12
#1493,"MIT College of Engineering and Management, Hamirpur","Hamirpur, Himachal Pradesh",AICTE Approved,N/A,N/A,BE Civil Engineering,"₹ 2,22,000",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 14:13:13
#1494,"Beehive Group of Colleges, Dehradun","Dehradun, Uttarakhand","NCTE, AICTE Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,86,000","₹ 8,50,000",N/A,4 / 5,Based on 14 User Reviews,Best in Academics,N/A,2026-06-07 14:13:16
#1495,"Amal Jyothi College of Engineering - [AJCE], Kanjirappally","Kanjirappally, Kerala",NBA Approved,A+,N/A,B.Tech Computer Science and Engineering,"₹ 4,97,910",N/A,N/A,3.8 / 5,Based on 112 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:13:20
#1496,"Ramchandra Chandarvansi Institute of Technology - [RCIT], Palamu","Palamu, Jharkhand",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 2,20,400",N/A,N/A,4.1 / 5,Based on 4 User Reviews,N/A,N/A,2026-06-07 14:13:22
#1497,"Institute of Technology and Sciences - [ITS], Bhiwani","Bhiwani, Haryana",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 1,88,800",N/A,N/A,4 / 5,Based on 8 User Reviews,N/A,N/A,2026-06-07 14:13:24
#1498,"Delhi Institute of Tool Engineering - [DITE], New Delhi","New Delhi, Delhi NCR",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 6,00,000","₹ 9,00,000","₹ 11,50,000",3.2 / 5,Based on 41 User Reviews,Best in Placements,N/A,2026-06-07 14:13:27
#1499,"Madhav University - [MU], Sirohi","Sirohi, Rajasthan","NCTE, AICTE, RCI, PCI, BCI Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,00,000","₹ 12,00,000",N/A,3.9 / 5,Based on 23 User Reviews,Best in Faculty,N/A,2026-06-07 14:13:30
#1500,"Rayagada Institute of Technology and Management - [RITAM], Rayagada","Rayagada, Odisha",AICTE Approved,N/A,N/A,BE Electrical And Electronics Engineering,"₹ 1,60,000",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 14:13:32
