CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1061,"Sant Gajanan Maharaj College of Engineering, Kolhapur","Kolhapur, Maharashtra",AICTE Approved,B++,N/A,B.Tech Electrical Engineering,"₹ 3,00,000","₹ 4,20,000","₹ 9,50,000",4 / 5,Based on 9 User Reviews,Best in Academics,N/A,2026-06-07 13:44:10
#1062,"Dr Samuel George Institute of Engineering and Technology - [SGIT], Prakasam","Prakasam, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,37,600",N/A,N/A,2.6 / 5,Based on 13 User Reviews,N/A,N/A,2026-06-07 13:44:15
#1063,"Veer Kunwar Institute of Technology- [VKIT], Bijnor","Bijnor, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 13:44:18
#1064,"Nigama Engineering College, Karimnagar","Karimnagar, Telangana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,01,000",N/A,N/A,3.8 / 5,Based on 4 User Reviews,Best in Placements,N/A,2026-06-07 13:44:23
#1065,"Suman Ramesh Tulsiani Technical Campus Faculty of Engineering - [SRTTC] Kamshet, Pune","Pune, Maharashtra",AICTE Approved,B+,N/A,BE Computer Engineering,"₹ 3,21,340",N/A,N/A,3.2 / 5,Based on 17 User Reviews,Best in Academics,N/A,2026-06-07 13:44:27
#1066,"Gyan Ganga College of Technology - [GGCT], Jabalpur","Jabalpur, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,80,000","₹ 5,00,000","₹ 32,00,000",4 / 5,Based on 158 User Reviews,Best in Faculty,N/A,2026-06-07 13:44:32
#1067,"Kandula Obul Reddy Memorial College of Engineering - [KORMCE], Kadapa","Kadapa, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000","₹ 10,25,000",N/A,4 / 5,Based on 11 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:48:52
#1068,"Dattakala Shikshan Sanstha Faculty of Engineering, Pune","Pune, Maharashtra",AICTE Approved,B++,N/A,BE Information Technology,"₹ 4,10,000",N/A,N/A,3.5 / 5,Based on 2 User Reviews,Best in Faculty,N/A,2026-06-07 13:48:57
#1069,"Dr. V.R.K. Women's College of Engineering & Technology, Moinabad","Moinabad, Telangana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,86,000",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 13:49:00
#1070,"Dr Kedar Nath Modi Institute of Engineering and Technology - [KNMIET], Modinagar","Modinagar, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,07,040","₹ 4,50,000","₹ 35,00,000",3.4 / 5,Based on 64 User Reviews,N/A,N/A,2026-06-07 13:49:05
