CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#682,"Mother Theresa Institute of Engineering and Technology - [MTIET], Palamaner","Palamaner, Andhra Pradesh","AICTE, NBA Approved",B,N/A,BE Computer Science And Engineering,"₹ 2,28,800",N/A,N/A,3.9 / 5,Based on 45 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:19:23
#683,"Amrutvahini College of Engineering - [AVCOE], Ahmednagar","Ahmednagar, Maharashtra","AICTE, NBA Approved",A+,595/1000,BE Artificial Intelligence and Data Science,"₹ 5,42,980","₹ 19,28,000",N/A,4.2 / 5,Based on 84 User Reviews,Best in Infrastructure,#350th/500 in India for Engineering 2026,2026-06-07 23:19:28
#684,"M S Engineering College - [MSEC], Bangalore","Bangalore, Karnataka","AICTE, UGC Approved",B++,N/A,BE Computer Science And Engineering,"₹ 8,80,000","₹ 5,00,000","₹ 11,00,000",3.3 / 5,Based on 49 User Reviews,Best in Infrastructure,#82th/150 in India for Engineering 2019,2026-06-07 23:19:36
#685,"Bhopal Institute of Technology and Management - [BITM], Bhopal","Bhopal, Madhya Pradesh",AICTE Approved,N/A,N/A,BE Electronics & Communication Engineering,"₹ 2,20,000",N/A,N/A,3.3 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 23:19:42
#686,"Mysuru Royal Institute of Technology - [MRIT] Lakshmipura, Mysore","Mysore, Karnataka",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 7,44,000","₹ 6,00,000",N/A,4.2 / 5,Based on 11 User Reviews,Best in Faculty,#132th/160 in India for Engineering 2025,2026-06-07 23:19:49
#687,"Kasireddy NarayanReddy College of Engineering and Research- [KNRR] Hayathnagar, Hyderabad","Hyderabad, Telangana",AICTE Approved,A+,N/A,B.Tech Mechanical Engineering,"₹ 2,94,000",N/A,N/A,3.4 / 5,Based on 18 User Reviews,Best in Academics,N/A,2026-06-07 23:19:53
#688,"Geethanjali Institute of Science and Technology - [GIST], Nellore","Nellore, Andhra Pradesh","AICTE, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 2,20,800",N/A,N/A,4.2 / 5,Based on 43 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:19:58
#689,"KJ Institute of Engineering and Technology - [KJIT], Vadodara","Vadodara, Gujarat",AICTE Approved,N/A,N/A,BE Computer Engineering,--,"₹ 4,00,000","₹ 8,00,000",3.8 / 5,Based on 19 User Reviews,Best in Academics,N/A,2026-06-07 23:20:02
#690,"Vidyavardhini's College of Engineering and Technology - [VCET], Vasai","Vasai, Maharashtra",AICTE Approved,B++,N/A,BE Computer Engineering,"₹ 10,93,554","₹ 18,33,000",N/A,3.6 / 5,Based on 61 User Reviews,Best in Social Life,N/A,2026-06-07 23:20:07
#691,"Amruta Institute of Engineering and Management Sciences - [AIEMS], Bangalore","Bangalore, Karnataka",AICTE Approved,B++,N/A,BE Artificial Intelligence & Machine Learning,"₹ 8,80,000",N/A,N/A,3.8 / 5,Based on 6 User Reviews,Best in Academics,N/A,2026-06-07 23:20:12
#692,"IMS Engineering College - [IMSEC], Ghaziabad","Ghaziabad, Uttar Pradesh","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 4,15,676","₹ 6,50,000","₹ 50,00,000",3.9 / 5,Based on 680 User Reviews,Best in Academics,#75th/150 in India for Engineering 2019,2026-06-07 23:20:17
