CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#911,"Arun Muchhala Engineering College [AMEC], Amreli","Amreli, Gujarat",AICTE Approved,N/A,N/A,BE Mechanical Engineering,"₹ 77,700",N/A,N/A,2.8 / 5,Based on 4 User Reviews,N/A,N/A,2026-06-07 13:17:27
#912,"PK Technical Campus - [PKTC] Chakan, Pune","Pune, Maharashtra",AICTE Approved,B,N/A,BE Computer Engineering,"₹ 2,86,000","₹ 2,60,000","₹ 45,00,000",4 / 5,Based on 17 User Reviews,Best in Social Life,N/A,2026-06-07 13:17:32
#913,"United Group of Institutions - [UGI], Greater Noida","Greater Noida, Uttar Pradesh","AICTE, PCI Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 5,59,980","₹ 57,60,000",N/A,4.1 / 5,Based on 91 User Reviews,Best in Placements,#70th/125 in India for Engineering 2023,2026-06-07 13:17:36
#914,"Bapatla Engineering College - [BEC], Guntur","Guntur, Andhra Pradesh","AICTE, UGC, NBA Approved",A+,547/1000,B.Tech Electronics & Communication Engineering,"₹ 3,39,600","₹ 3,40,000","₹ 6,50,000",3.8 / 5,Based on 141 User Reviews,Best in Infrastructure,#422th/500 in India for Engineering 2026,2026-06-07 13:17:42
#915,"Gate Institute of Technology and Science, Suryapet","Suryapet, Telangana",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence & Data Science,"₹ 4,06,000",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 13:17:46
#916,"Keystone School Of Engineering, Pune","Pune, Maharashtra",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 3,84,000",N/A,N/A,3.6 / 5,Based on 22 User Reviews,Best in Faculty,#86th/200 in India for Engineering 2025,2026-06-07 13:17:50
#917,"Narnarayan Shastri Institute of Technology - [NSIT], Ahmedabad","Ahmedabad, Gujarat",AICTE Approved,N/A,N/A,B.Tech + M.Tech Civil Engineering + Computer Science and Engineering,"₹ 63,000",N/A,N/A,2.8 / 5,Based on 24 User Reviews,Best in Academics,N/A,2026-06-07 13:17:55
#918,"Malwa Institute of Technology - [MIT], Indore","Indore, Madhya Pradesh",AICTE Approved,N/A,N/A,BE Computer Science And Engineering,"₹ 2,56,800","₹ 12,40,000",N/A,3.6 / 5,Based on 49 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:17:59
#919,"Dr. J.J. Magdum College Of Engineering - [JJMCOE], Kolhapur","Kolhapur, Maharashtra","AICTE, NBA Approved",A+,N/A,B.Tech Electronics & Telecommunication Engineering,"₹ 3,92,000","₹ 12,50,000",N/A,4 / 5,Based on 29 User Reviews,Best in Faculty,N/A,2026-06-07 13:18:04
#920,"Anu Bose Institute of Technology - [ABIT], Khammam","Khammam, Telangana",AICTE Approved,B++,N/A,B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),"₹ 3,86,000","₹ 9,00,000",N/A,3 / 5,Based on 8 User Reviews,Best in Faculty,N/A,2026-06-07 13:18:09
