CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#161,"Bapuji Institute of Engineering and Technology - [BIET], Davanagere","Davanagere, Karnataka","AICTE, UGC, NBA Approved",A,576/2000,BE Computer Science And Engineering,"₹ 5,66,440","₹ 4,97,000","₹ 30,00,000",3.8 / 5,Based on 90 User Reviews,Best in Infrastructure,#365th/500 in India for Engineering 2025,2026-06-07 22:23:26
#162,"Jawaharlal Nehru National College of Engineering - [JNNCE], Shimoga","Shimoga, Karnataka","AICTE, NBA Approved",A,521/1000,BE Computer Science And Engineering,"₹ 9,48,884","₹ 24,00,000",N/A,3.7 / 5,Based on 78 User Reviews,Best in Faculty,#472th/500 in India for Engineering 2026,2026-06-07 22:23:30
#163,"Dayananda Sagar University - [DSU], Bangalore","Bangalore, Karnataka","AICTE, PCI, INC, BCI, UGC Approved",A+,598/1000,B.Tech Computer Science and Engineering,"₹ 16,48,000","₹ 5,52,000","₹ 35,00,000",4.1 / 5,Based on 227 User Reviews,Best in Faculty,#345th/500 in India for Engineering 2026,2026-06-07 22:23:33
#164,"Galgotias College of Engineering and Technology - [GCET], Greater Noida","Greater Noida, Uttar Pradesh","AICTE, NBA Approved",N/A,573/2000,B.Tech Computer Science and Engineering,"₹ 4,44,412","₹ 5,50,000","₹ 44,00,000",3.9 / 5,Based on 835 User Reviews,Best in Faculty,#369th/500 in India for Engineering 2025,2026-06-07 22:23:37
#165,"AISSMS Institute of Information Technology, Pune","Pune, Maharashtra",AICTE Approved,A+,742/1000,B.Tech Artificial Intelligence & Data Science,"₹ 1,40,851","₹ 4,50,000","₹ 14,00,000",4 / 5,Based on 311 User Reviews,Best in Social Life,#145th/500 in India for Engineering 2026,2026-06-07 22:23:42
#166,"Manakula Vinayagar Institute of Technology - [MVIT], Pondicherry","Pondicherry, Puducherry","AICTE, NBA Approved",N/A,571/2000,B.Tech Electronics & Communication Engineering,"₹ 1,70,000","₹ 3,00,000","₹ 7,00,000",3.7 / 5,Based on 45 User Reviews,Best in Academics,#373th/500 in India for Engineering 2025,2026-06-07 22:23:45
#167,"Ballari Institute of Technology and Management - [BITM], Bellary","Bellary, Karnataka","AICTE, UGC, NBA Approved",A+,570/2000,BE Computer Science And Engineering,"₹ 13,00,000","₹ 40,00,000",N/A,4.1 / 5,Based on 63 User Reviews,Best in Faculty,#374th/500 in India for Engineering 2025,2026-06-07 22:23:49
#168,"Mangalore Institute of Technology and Engineering - [MITE], Mangalore","Mangalore, Karnataka",AICTE Approved,A+,569/2000,BE Robotics & Artificial Intelligence,"₹ 10,46,000","₹ 50,00,000",N/A,4.1 / 5,Based on 116 User Reviews,Best in Infrastructure,#375th/500 in India for Engineering 2025,2026-06-07 22:23:52
#169,"Rajkiya Engineering College - [REC], Sonbhadra","Sonbhadra, Uttar Pradesh",AICTE Approved,N/A,556/1000,B.Tech Computer Science and Engineering,"₹ 2,14,200","₹ 12,00,000",N/A,3.7 / 5,Based on 67 User Reviews,Best in Academics,#413th/500 in India for Engineering 2026,2026-06-07 22:23:55
#170,"BGS College of Engineering and Technology - [BGSCET], Bangalore","Bangalore, Karnataka","AICTE, UGC Approved",N/A,514/1000,BE Computer Science And Engineering,"₹ 20,00,000","₹ 4,50,000","₹ 27,00,000",4.6 / 5,Based on 11 User Reviews,N/A,#490th/500 in India for Engineering 2026,2026-06-07 22:23:59
#171,"Gurukul Vidyapeeth, Chandigarh","Chandigarh, Chandigarh",AICTE Approved,N/A,N/A,B.Tech Marine Engineering,"₹ 3,66,000",N/A,N/A,1.8 / 5,Based on 1 User Reviews,Best in Academics,N/A,2026-06-07 22:24:01
#172,"College of Agriculture, Hassan","Hassan, Karnataka",UGC Approved,N/A,565/2000,B.Tech Food Science and Technology,"₹ 4,17,060",N/A,N/A,4.2 / 5,Based on 21 User Reviews,Best in Social Life,#381th/500 in India for Engineering 2025,2026-06-07 22:26:18
#173,"Kamla Nehru Institute of Physical and Social Sciences - [KNIPSS], Sultanpur","Sultanpur, Uttar Pradesh","NCTE, AICTE Approved",A,564/2000,B.Tech Computer Science and Engineering,"₹ 2,44,800",N/A,N/A,4 / 5,Based on 48 User Reviews,Best in Faculty,#383th/500 in India for Engineering 2025,2026-06-07 22:26:22
#174,"Nilai Institute of Technology - [NIT], Ranchi","Ranchi, Jharkhand","AICTE, MHRD Approved",N/A,564/2000,B.Tech Computer Science and Engineering,"₹ 3,06,000",N/A,N/A,N/A,N/A,N/A,#384th/500 in India for Engineering 2025,2026-06-07 22:26:25
#175,"Fr. C. Rodrigues Institute of Technology - [FCRIT], Navi Mumbai","Navi Mumbai, Maharashtra","AICTE, NBA Approved",B++,694/1000,B.Tech Computer Engineering,"₹ 6,16,000","₹ 6,00,000","₹ 21,00,000",3.8 / 5,Based on 129 User Reviews,Best in Academics,#195th/500 in India for Engineering 2026,2026-06-07 22:26:29
