CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1591,"Camellia School of Engineering and Technology - [CSET], Kolkata","Kolkata, West Bengal",AICTE Approved,N/A,N/A,B.Tech Electrical Engineering,"₹ 2,30,000","₹ 2,40,000","₹ 3,43,000",3.4 / 5,Based on 38 User Reviews,Best in Social Life,N/A,2026-06-07 14:17:38
#1592,"Quest Group of Institutions, Mohali","Mohali, Punjab",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 3,66,000",N/A,N/A,3.9 / 5,Based on 11 User Reviews,Best in Social Life,N/A,2026-06-07 14:17:41
#1593,"Sri Ramakrishna College of Engineering, Perambalur","Perambalur, Tamil Nadu",AICTE Approved,N/A,N/A,BE Computer Science And Engineering,"₹ 3,48,000",N/A,N/A,3.8 / 5,Based on 2 User Reviews,N/A,#50th/314 in India for Engineering 2024,2026-06-07 14:17:43
#1594,"Shri Ram College of Engineering and Management - [SRCEM], Palwal","Palwal, Haryana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,07,240",N/A,N/A,3.8 / 5,Based on 30 User Reviews,Best in Placements,N/A,2026-06-07 14:17:46
#1595,"Ashoka Institute of Technology and Management - [AITM], Rajnandgaon","Rajnandgaon, Chhattisgarh",AICTE Approved,N/A,N/A,BE Mechanical Engineering,"₹ 1,50,000",N/A,N/A,3.1 / 5,Based on 4 User Reviews,Best in Social Life,N/A,2026-06-07 14:17:48
#1596,"Adwaita Mission Institute of Technology- [AMIT], Banka","Banka, Bihar",AICTE Approved,N/A,N/A,B.Tech Electrical Engineering,"₹ 3,40,000",N/A,N/A,3.8 / 5,Based on 11 User Reviews,Best in Academics,N/A,2026-06-07 14:17:51
#1597,"Modern Engineering and Management Studies - [MEMS], Baleswar","Baleswar, Odisha",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,20,000",N/A,N/A,3.6 / 5,Based on 10 User Reviews,N/A,N/A,2026-06-07 14:17:53
#1598,"JLD Engineering and Management College - [JEMC], Baruipur","Baruipur, West Bengal",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,21,000","₹ 2,40,000","₹ 3,60,000",3.8 / 5,Based on 3 User Reviews,Best in Academics,N/A,2026-06-07 14:17:56
#1599,"Ramgarhia Institute of Engineering and Technology - [RIET], Phagwara","Phagwara, Punjab",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,66,000","₹ 6,50,000","₹ 10,00,000",3.5 / 5,Based on 5 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:17:59
#1600,"Mahendra College of Engineering, Salem","Salem, Tamil Nadu",AICTE Approved,N/A,N/A,B.Tech Information Technology,"₹ 3,48,000","₹ 12,00,000",N/A,3.7 / 5,Based on 23 User Reviews,N/A,#150th/314 in India for Engineering 2024,2026-06-07 14:18:02
