CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1251,"Shri Sant Gadge Baba College of Engineering and Technology, Ahmednagar","Ahmednagar, Maharashtra","AICTE, NBA Approved",B++,N/A,BE Data Science,"₹ 3,78,000",N/A,N/A,3.6 / 5,Based on 13 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:02:06
#1252,"Jagadambha College of Engineering and Technology - [JCET], Yavatmal","Yavatmal, Maharashtra",AICTE Approved,A+,N/A,BE Mechanical Engineering,"₹ 4,20,000","₹ 3,00,000","₹ 8,00,000",3.6 / 5,Based on 12 User Reviews,N/A,N/A,2026-06-07 14:02:09
#1253,"HI-Tech Institute of Engineering and Technology - [HIET], Ghaziabad","Ghaziabad, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 17,30,000","₹ 5,60,000","₹ 15,00,000",3.7 / 5,Based on 100 User Reviews,Best in Placements,N/A,2026-06-07 14:02:12
#1254,"Rajarshi Shahu College of Engineering - [RSCE], Buldhana","Buldhana, Maharashtra",AICTE Approved,C,N/A,BE Mechanical Engineering,"₹ 1,78,000",N/A,N/A,3.2 / 5,Based on 5 User Reviews,Best in Academics,N/A,2026-06-07 14:02:15
#1255,"Alamuri Ratnamala Institute of Engineering and Technology - [ARMIET], Thane","Thane, Maharashtra","AICTE, NBA Approved",B+,N/A,BE Civil Engineering,"₹ 3,28,684","₹ 3,50,000","₹ 12,00,000",3.3 / 5,Based on 57 User Reviews,Best in Faculty,N/A,2026-06-07 14:02:18
#1256,"Meerut Institute of Technology - [MIT], Meerut","Meerut, Uttar Pradesh","AICTE, PCI Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 4,25,380","₹ 4,10,000","₹ 12,00,000",4.1 / 5,Based on 163 User Reviews,Best in Faculty,#109th/110 in India for Engineering 2020,2026-06-07 14:02:21
#1257,"Swaminarayan Siddhanta Institute Of Technology, Nagpur","Nagpur, Maharashtra",AICTE Approved,B,N/A,BE Electronics & Telecom Engineering,"₹ 2,58,000",N/A,N/A,2.4 / 5,Based on 3 User Reviews,Best in Social Life,N/A,2026-06-07 14:02:24
#1258,"Mahatma Basaveshwar Education Society's College of Engineering - [COEA], Beed","Beed, Maharashtra",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 2,42,804",N/A,N/A,3.9 / 5,Based on 10 User Reviews,N/A,N/A,2026-06-07 14:02:26
#1259,"Vidya University, Meerut","Meerut, Uttar Pradesh","AICTE, PCI, BCI Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 6,54,000","₹ 8,50,000","₹ 18,00,000",4 / 5,Based on 64 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:02:29
#1260,"Babasaheb Naik College of Engineering - [BNCOE], Yavatmal","Yavatmal, Maharashtra",AICTE Approved,B,N/A,BE Computer Science And Engineering,"₹ 4,08,000",N/A,N/A,3.8 / 5,Based on 23 User Reviews,N/A,N/A,2026-06-07 14:02:31
