CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1361,"School Of Management Sciences - [SMS], Lucknow","Lucknow, Uttar Pradesh","AICTE, MHRD, AIU Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 3,66,100","₹ 4,50,000","₹ 12,00,000",4 / 5,Based on 115 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:07:01
#1362,"Shambhunath Institute of Engineering and Technology - [SIET], Allahabad","Allahabad, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,77,000","₹ 7,00,000","₹ 24,00,000",3.6 / 5,Based on 78 User Reviews,Best in Academics,#101th/175 in India for Engineering 2026,2026-06-07 14:07:04
#1363,"BBS College of Engineering and Technology - [BBSCET], Allahabad","Allahabad, Uttar Pradesh","AICTE, NBA Approved",N/A,N/A,B.Tech Mechanical Engineering,"₹ 2,41,000","₹ 6,30,000","₹ 8,00,000",3.5 / 5,Based on 8 User Reviews,N/A,#160th/175 in India for Engineering 2026,2026-06-07 14:07:07
#1364,"AXIS Institute of Technology and Management - [AITM], Kanpur","Kanpur, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,28,200","₹ 6,20,000","₹ 51,00,000",4.1 / 5,Based on 32 User Reviews,Best in Infrastructure,#120th/218 in India for Engineering 2021,2026-06-07 14:07:10
#1365,"Bharat Institute of Technology - [BIT], Meerut","Meerut, Uttar Pradesh","AICTE, UGC, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,20,352","₹ 25,00,000",N/A,3.8 / 5,Based on 88 User Reviews,Best in Faculty,N/A,2026-06-07 14:07:13
#1366,"Seth Vishambhar Nath Group Of Educational Institutions, Lucknow","Lucknow, Uttar Pradesh","AICTE, PCI Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,37,248","₹ 3,50,000","₹ 18,00,000",3.4 / 5,Based on 13 User Reviews,Best in Academics,N/A,2026-06-07 14:07:16
#1367,"Accurate Institute of Management and Technology - [AIMT], Greater Noida","Greater Noida, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 5,65,000","₹ 7,00,000","₹ 17,00,000",3.7 / 5,Based on 108 User Reviews,Best in Academics,N/A,2026-06-07 14:07:19
#1368,"Mangalmay Institute of Engineering and Technology - [MIET], Greater Noida","Greater Noida, Uttar Pradesh","AICTE, MHRD Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 5,16,000","₹ 8,50,000","₹ 37,00,000",4.1 / 5,Based on 236 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:07:22
#1369,"Prabhat Engineering College - [PEC], Kanpur","Kanpur, Uttar Pradesh","AICTE, NBA Approved",N/A,N/A,B.Tech Electronics & Communication Engineering,"₹ 2,44,800",N/A,N/A,3.8 / 5,Based on 11 User Reviews,N/A,N/A,2026-06-07 14:07:25
#1370,"Apex Institute of Technology, Rampur","Rampur, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800",N/A,N/A,3.6 / 5,Based on 17 User Reviews,Best in Academics,N/A,2026-06-07 14:07:27
