CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1041,"Kodada Institute of Technology & Science for Women - [KITS], Nalgonda","Nalgonda, Telangana",AICTE Approved,N/A,N/A,B.Tech Electronics & Communication Engineering,"₹ 3,73,000",N/A,N/A,4 / 5,Based on 2 User Reviews,N/A,N/A,2026-06-07 13:42:35
#1042,"Samarth Group of Institutions - [SGOI], Pune","Pune, Maharashtra",AICTE Approved,N/A,N/A,BE Artificial Intelligence & Machine Learning,"₹ 3,94,000",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 13:42:39
#1043,"QIS College of Engineering and Technology - [QISCET], Ongole","Ongole, Andhra Pradesh","AICTE, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 3,50,400","₹ 3,34,000","₹ 7,00,000",4 / 5,Based on 134 User Reviews,Best in Infrastructure,#201th/300 in India for Engineering 2025,2026-06-07 13:42:44
#1044,"Invertis University, Bareilly","Bareilly, Uttar Pradesh","NCTE, AICTE, PCI, BCI, UGC Approved",B++,N/A,B.Tech Computer Science and Engineering,"₹ 4,78,000","₹ 7,28,000","₹ 41,17,000",4.2 / 5,Based on 236 User Reviews,Best in Infrastructure,#29th/170 in India for Engineering 2023,2026-06-07 13:42:50
#1045,"K. C. College of Engineering And Management Studies And Research, Thane","Thane, Maharashtra",AICTE Approved,A,N/A,BE Computer Engineering,"₹ 3,83,000","₹ 6,00,000","₹ 15,00,000",4 / 5,Based on 41 User Reviews,Best in Social Life,N/A,2026-06-07 13:42:54
#1046,"Lakshmi Narain College of Technology - [LNCTI], Indore","Indore, Madhya Pradesh",N/A,B,N/A,BE Computer Science And Engineering,"₹ 2,40,000","₹ 2,35,000","₹ 4,50,000",3.4 / 5,Based on 40 User Reviews,Best in Academics,N/A,2026-06-07 13:42:59
#1047,"Nagesh Karajagi Orchid College of Engineering and Technology - [NKOCET], Solapur","Solapur, Maharashtra",AICTE Approved,B+,N/A,B.Tech Computer Science and Engineering,"₹ 4,44,000",N/A,N/A,4 / 5,Based on 34 User Reviews,Best in Faculty,#170th/173 in India for Engineering 2022,2026-06-07 13:43:04
#1048,"Vijaya Engineering College, Khammam","Khammam, Telangana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,06,000",N/A,N/A,4.1 / 5,Based on 28 User Reviews,Best in Placements,N/A,2026-06-07 13:43:09
#1049,"Vision Institute of Technology, Aligarh","Aligarh, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,24,000",N/A,N/A,3.9 / 5,Based on 7 User Reviews,Best in Placements,N/A,2026-06-07 13:43:13
#1050,"Sri Mittapalli Institute of Technology for Women - [SMITW], Guntur","Guntur, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,70,000",N/A,N/A,4 / 5,Based on 3 User Reviews,Best in Placements,N/A,2026-06-07 13:43:17
