CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1171,"IIMT University - [IIMTU], Meerut","Meerut, Uttar Pradesh","NCTE, PCI, INC, BCI, UGC Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 6,47,200","₹ 6,00,000","₹ 33,50,000",3.9 / 5,Based on 136 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:57:45
#1172,"Jhulelal Institute of Technology - [JIT], Nagpur","Nagpur, Maharashtra",AICTE Approved,A+,N/A,B.Tech Computer Science and Engineering,"₹ 4,46,500","₹ 12,36,000",N/A,3.8 / 5,Based on 33 User Reviews,Best in Placements,N/A,2026-06-07 13:57:49
#1173,"Newton's Institute of Engineering - [NIE], Guntur","Guntur, Andhra Pradesh",AICTE Approved,B++,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000","₹ 5,00,000","₹ 28,00,000",3.5 / 5,Based on 20 User Reviews,N/A,N/A,2026-06-07 13:57:54
#1174,"SBMSPM's Ashokrao Mane Group of Institutions, Kolhapur","Kolhapur, Maharashtra","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 5,00,000","₹ 3,20,000","₹ 12,00,000",4.1 / 5,Based on 39 User Reviews,Best in Academics,N/A,2026-06-07 13:57:59
#1175,"Tadipatri Engineering College - [TEC], Anantapur","Anantapur, Andhra Pradesh","AICTE, UGC Approved",B++,N/A,B.Tech Computer Science and Engineering,"₹ 2,09,600","₹ 6,50,000",N/A,3.9 / 5,Based on 17 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:58:04
#1176,"IEC Group of Institutions, Greater Noida","Greater Noida, Uttar Pradesh","AICTE, PCI Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,80,704","₹ 12,00,000",N/A,3.8 / 5,Based on 115 User Reviews,Best in Academics,N/A,2026-06-07 13:58:08
#1177,"Manoharbhai Patel Institute of Engineering and Technology - [MIET], Gondiya","Gondiya, Maharashtra",AICTE Approved,N/A,N/A,BE Mechanical Engineering,"₹ 3,60,000","₹ 3,50,000","₹ 5,00,000",3.8 / 5,Based on 38 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:58:13
#1178,"Golden Valley Integrated Campus - [GVIC], Madanapalle","Madanapalle, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 1,86,800",N/A,N/A,3.2 / 5,Based on 8 User Reviews,Best in Academics,N/A,2026-06-07 13:58:18
#1179,"Dr. Daulatrao Aher College of Engineering, Karad","Karad, Maharashtra",AICTE Approved,A,N/A,B.Tech Mechanical Engineering,"₹ 3,42,000",N/A,N/A,4.2 / 5,Based on 11 User Reviews,Best in Social Life,N/A,2026-06-07 13:58:22
#1180,"JMS Group of Institutions, Hapur","Hapur, Uttar Pradesh","AICTE, MHRD Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800","₹ 9,00,000",N/A,3.9 / 5,Based on 6 User Reviews,Best in Placements,N/A,2026-06-07 13:58:26
