CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1011,"Raja Ratna Kakinada Institute of Technological Sciences - [KITS], Ramachandrapuram, Kakinada","Kakinada, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000",N/A,N/A,4 / 5,Based on 6 User Reviews,Best in Faculty,N/A,2026-06-07 13:35:04
#1012,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik","Nashik, Maharashtra",AICTE Approved,B,N/A,BE Computer Engineering,"₹ 3,34,804",N/A,N/A,3.7 / 5,Based on 41 User Reviews,N/A,N/A,2026-06-07 13:35:09
#1013,"Sagar Institute of Research and Technology - [SIRT], Bhopal","Bhopal, Madhya Pradesh","AICTE, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 4,36,000","₹ 5,40,000","₹ 23,00,000",4.1 / 5,Based on 269 User Reviews,Best in Infrastructure,#223th/269 in India for Engineering 2025,2026-06-07 13:35:15
#1014,"Mina Institute of Engineering and Technology for Women, Nalgonda","Nalgonda, Telangana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,28,500","₹ 2,50,000",N/A,4.7 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 13:35:19
#1015,"N.B. Navale Sinhgad College of Engineering, Solapur","Solapur, Maharashtra",AICTE Approved,A,N/A,B.Tech Computer Science and Engineering,"₹ 3,82,000","₹ 3,50,000","₹ 12,50,000",4.3 / 5,Based on 21 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:35:24
#1016,"Rajamahendri Institute Of Engineering & Technology- [RIET], East Godavari","East Godavari, Andhra Pradesh","AICTE, UGC Approved",B++,N/A,B.Tech Computer Science and Engineering,"₹ 1,64,000",N/A,N/A,3.3 / 5,Based on 15 User Reviews,N/A,N/A,2026-06-07 13:35:28
#1017,"Dev Bhoomi Group of Institutions - [DBGI], Saharanpur","Saharanpur, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 2,78,400",N/A,N/A,4.2 / 5,Based on 7 User Reviews,Best in Placements,N/A,2026-06-07 13:35:32
#1018,"Bomma Institute of Technology & Science - [BITS], Khammam","Khammam, Telangana",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 2,58,000",N/A,N/A,4 / 5,Based on 40 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:35:36
#1019,"Chhatrapati Shivaji Maharaj Institute of Technology - [CSMIT], Panvel","Panvel, Maharashtra",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 2,40,000",N/A,N/A,2.9 / 5,Based on 9 User Reviews,Best in Faculty,#221th/284 in India for Engineering 2024,2026-06-07 13:35:41
#1020,"Medicaps University, Indore","Indore, Madhya Pradesh","AICTE, PCI, BCI, UGC Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 9,37,000","₹ 6,50,000","₹ 52,00,000",3.8 / 5,Based on 627 User Reviews,Best in Infrastructure,#150th/246 in India for Engineering 2023,2026-06-07 13:35:47
