CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#502,"St. Aloysius Institute of Technology - [SAIT], Jabalpur","Jabalpur, Madhya Pradesh",AICTE Approved,A+,N/A,BE Electrical And Electronics Engineering,"₹ 1,92,400","₹ 5,50,000",N/A,4.1 / 5,Based on 11 User Reviews,Best in Faculty,N/A,2026-06-07 23:03:47
#503,"Bapatla Women’s Engineering College - [BWEC], Bapatla","Bapatla, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 1,60,000","₹ 3,00,000","₹ 4,00,000",3.8 / 5,Based on 6 User Reviews,N/A,N/A,2026-06-07 23:03:52
#504,"Jain College of Engineering and Technology - [JCET], Hubli","Hubli, Karnataka",AICTE Approved,N/A,N/A,BE Computer Science And Engineering,"₹ 8,80,000","₹ 9,00,000",N/A,4.1 / 5,Based on 17 User Reviews,Best in Social Life,N/A,2026-06-07 23:03:56
#505,"Vidya Jyothi Institute of Technology - [VJIT], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A+,622/1000,B.Tech Computer Science and Engineering,"₹ 5,85,000","₹ 3,84,000","₹ 20,00,000",4 / 5,Based on 204 User Reviews,Best in Academics,#305th/500 in India for Engineering 2026,2026-06-07 23:04:02
#506,"Madhuben & Bhanubhai Patel Institute of Technology - [MBPIT], CVM University, Anand","Anand, Gujarat",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 94,000","₹ 4,50,000","₹ 7,00,000",4.1 / 5,Based on 30 User Reviews,Best in Academics,N/A,2026-06-07 23:04:08
#507,"SG Balekundri Institute of Technology - [SGBIT], Belgaum","Belgaum, Karnataka","AICTE, UGC, NBA Approved",N/A,N/A,BE Computer Science And Engineering,"₹ 8,80,000","₹ 2,86,000","₹ 6,00,000",3.7 / 5,Based on 18 User Reviews,Best in Faculty,N/A,2026-06-07 23:04:13
#508,"Aditya Engineering College - [AEC], East Godavari","East Godavari, Andhra Pradesh","AICTE, UGC, NBA Approved",A++,N/A,B.Tech Computer Science and Engineering,"₹ 11,15,000","₹ 1,53,000","₹ 18,36,000",4 / 5,Based on 494 User Reviews,Best in Infrastructure,#243th/269 in India for Engineering 2025,2026-06-07 23:04:18
#509,"ACS College of Engineering - [ACSCE], Bangalore","Bangalore, Karnataka","AICTE, NBA Approved",A,N/A,BE Computer Science And Engineering,"₹ 8,80,000","₹ 5,00,000","₹ 8,00,000",3.7 / 5,Based on 48 User Reviews,Best in Infrastructure,#95th/175 in India for Engineering 2026,2026-06-07 23:04:23
#510,"MBS College of Engineering and Technology, Jammu","Jammu, Jammu and Kashmir","AICTE, NBA Approved",N/A,N/A,BE Computer Science And Engineering,"₹ 1,84,000",N/A,N/A,2.8 / 5,Based on 20 User Reviews,Best in Academics,N/A,2026-06-07 23:04:27
#511,"Bhopal Institute of Technology - [BIT], Bhopal","Bhopal, Madhya Pradesh",AICTE Approved,N/A,N/A,BE Electrical And Electronics Engineering,"₹ 2,20,000",N/A,N/A,3.3 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 23:04:31
