CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1051,"Navsahyadri Group of Institutes, Faculty of Management, Pune","Pune, Maharashtra","AICTE, PCI Approved",A,N/A,BE Computer Engineering,"₹ 3,74,000","₹ 5,39,000",N/A,N/A,N/A,N/A,N/A,2026-06-07 13:43:22
#1052,"Patel College of Science and Technology - [PCST], Indore","Indore, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,16,000",N/A,N/A,3.7 / 5,Based on 8 User Reviews,Best in Academics,N/A,2026-06-07 13:43:26
#1053,"Govindrao Wanjari College of Engineering and Technology - [GWCET], Nagpur","Nagpur, Maharashtra",AICTE Approved,B,N/A,BE Computer Science And Engineering,"₹ 4,00,000","₹ 2,00,000","₹ 4,20,000",3.7 / 5,Based on 6 User Reviews,Best in Social Life,N/A,2026-06-07 13:43:31
#1054,"Sai Spurthi Institute of Technology - [SSIT], Khammam","Khammam, Telangana",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence & Data Science,"₹ 2,86,000",N/A,N/A,3.9 / 5,Based on 27 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:43:35
#1055,"MJR College of Engineering and Technology - [MJRCET], Chittoor","Chittoor, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Electronics & Communication Engineering,"₹ 1,60,000","₹ 3,60,000","₹ 12,70,000",3.9 / 5,Based on 17 User Reviews,Best in Social Life,#248th/286 in India for Engineering 2025,2026-06-07 13:43:40
#1056,"Mahatma Gandhi Mission College of Engineering & Technology - [MGMCET], Noida","Noida, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,25,295","₹ 4,50,000","₹ 19,00,000",3 / 5,Based on 65 User Reviews,N/A,N/A,2026-06-07 13:43:45
#1057,"Shatabdi Institute of Engineering and Research - [SIER], Nashik","Nashik, Maharashtra",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 3,26,000",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 13:43:48
#1058,"Gyan Ganga Institute of Technology and Sciences - [GGITS], Jabalpur","Jabalpur, Madhya Pradesh","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,80,000","₹ 4,50,000","₹ 35,00,000",3.5 / 5,Based on 415 User Reviews,Best in Faculty,#167th/269 in India for Engineering 2025,2026-06-07 13:43:53
#1059,"Sree Vahini Institute of Science and Technology - [SVIST], Krishna","Krishna, Andhra Pradesh",AICTE Approved,A,N/A,B.Tech Computer Science and Engineering,"₹ 2,05,600","₹ 3,60,000","₹ 4,00,000",3.6 / 5,Based on 11 User Reviews,Best in Academics,N/A,2026-06-07 13:43:59
#1060,"Vignan's Institute of Management and Technology for Women - [VMTW ], Hyderabad","Hyderabad, Telangana","AICTE, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 1,89,200","₹ 4,60,000","₹ 9,10,000",4.2 / 5,Based on 119 User Reviews,Best in Faculty,N/A,2026-06-07 13:44:04
