CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1131,"Everest Education Society Group of institutions College of Engineering and Technology, Aurangabad","Aurangabad, Maharashtra",AICTE Approved,B+,N/A,BE Mechanical Engineering,"₹ 2,00,000",N/A,N/A,3.9 / 5,Based on 4 User Reviews,Best in Faculty,N/A,2026-06-07 13:54:42
#1132,"Alpine Institute of Technology - [AIT], Ujjain","Ujjain, Madhya Pradesh",N/A,A++,N/A,BE Computer Science And Engineering,"₹ 1,92,000",N/A,N/A,3.7 / 5,Based on 10 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:54:45
#1133,"Wellfare Institute of Science Technology and Management - [WISTM], Visakhapatnam","Visakhapatnam, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000","₹ 4,80,000","₹ 18,00,000",4.1 / 5,Based on 30 User Reviews,Best in Academics,N/A,2026-06-07 13:54:50
#1134,"Shri Shankarprasad Agnihotri College of Engineering - [SSPACE], Wardha","Wardha, Maharashtra",AICTE Approved,N/A,N/A,BE Electronics & Telecom Engineering,"₹ 2,78,256",N/A,N/A,1.9 / 5,Based on 3 User Reviews,Best in Placements,N/A,2026-06-07 13:54:55
#1135,"HMFA Memorial Institute of Engineering and Technology, Allahabad","Allahabad, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 2,44,800",N/A,N/A,4.5 / 5,Based on 4 User Reviews,Best in Academics,N/A,2026-06-07 13:54:59
#1136,"Sri Sivani College of Engineering - [SSCE], Srikakulam","Srikakulam, Andhra Pradesh","AICTE, UGC, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,800","₹ 9,05,800","₹ 15,00,000",3.7 / 5,Based on 29 User Reviews,Best in Academics,N/A,2026-06-07 13:55:03
#1137,"Tulsiramji Gaikwad Patil College of Engineering and Technology - [TGPCET], Nagpur","Nagpur, Maharashtra","AICTE, NBA Approved",A+,N/A,BE Computer Science And Engineering,"₹ 4,24,022","₹ 3,00,000","₹ 19,00,000",3.7 / 5,Based on 64 User Reviews,Best in Infrastructure,#273th/284 in India for Engineering 2024,2026-06-07 13:55:08
#1138,"Bansal Institute of Science and Technology - [BIST], Bhopal","Bhopal, Madhya Pradesh",AICTE Approved,B+,N/A,B.Tech Computer Science and Engineering,"₹ 3,68,000","₹ 4,50,000","₹ 57,40,000",3.8 / 5,Based on 120 User Reviews,Best in Academics,N/A,2026-06-07 13:55:14
#1139,"Universal College of Engineering, Thane","Thane, Maharashtra",AICTE Approved,B+,N/A,BE Computer Engineering,"₹ 3,40,000",N/A,N/A,3.7 / 5,Based on 85 User Reviews,Best in Infrastructure,#49th/175 in India for Engineering 2026,2026-06-07 13:55:18
#1140,"Gokul Group of Institutions (GGOI), Vizianagaram","Vizianagaram, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence,"₹ 1,60,000",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 13:55:21
