CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1911,"Rawal Institutions, Faridabad","Faridabad, Haryana","NCTE, AICTE Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,80,000","₹ 2,65,000","₹ 9,50,000",3.8 / 5,Based on 49 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:35:02
#1912,"Jagannath Institute of Engineering and Technology - [JIET], Cuttack","Cuttack, Odisha",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,84,000",N/A,N/A,3.2 / 5,Based on 5 User Reviews,N/A,N/A,2026-06-07 14:35:05
#1913,"CT Institute of Engineering Management & Technology - [CTIEMT], Jalandhar","Jalandhar, Punjab",AICTE Approved,N/A,N/A,B.Tech Electronics & Communication Engineering,"₹ 3,66,000","₹ 8,00,000","₹ 51,00,000",3.5 / 5,Based on 13 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:35:08
#1914,"M.A.M College of Engineering - [MAMCE], Tiruchirappalli","Tiruchirappalli, Tamil Nadu","AICTE, NBA Approved",N/A,N/A,B.Tech Information Technology,"₹ 3,48,000","₹ 5,00,000","₹ 10,00,000",3.3 / 5,Based on 36 User Reviews,Best in Social Life,#136th/314 in India for Engineering 2024,2026-06-07 14:35:11
#1915,"St. Thomas College of Engineering and Technology- [STC], Chengannur","Chengannur, Kerala","AICTE, NBA Approved",B,N/A,B.Tech Computer Science and Engineering,"₹ 3,00,000",N/A,N/A,4 / 5,Based on 39 User Reviews,Best in Faculty,N/A,2026-06-07 14:35:14
#1916,"Shanti Niketan College of Engineering - [SNCOE], Hisar","Hisar, Haryana",AICTE Approved,N/A,N/A,B.Tech Information Technology,"₹ 1,88,800",N/A,N/A,3.1 / 5,Based on 3 User Reviews,Best in Social Life,N/A,2026-06-07 14:35:17
#1917,"Vyas Institute of Engineering and Technology - [VIET], Jodhpur","Jodhpur, Rajasthan",AICTE Approved,N/A,N/A,B.Tech Electronics & Communication Engineering,"₹ 3,60,000","₹ 12,00,000",N/A,3.3 / 5,Based on 11 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:35:20
#1918,"Surya School of Engineering and Technology - [SSET], Patiala","Patiala, Punjab","AICTE, PCI Approved",N/A,N/A,B.Tech Electrical Engineering,"₹ 3,44,800",N/A,N/A,3.4 / 5,Based on 4 User Reviews,N/A,N/A,2026-06-07 14:35:23
#1919,"Dr GU Pope College of Engineering, Thoothukudi","Thoothukudi, Tamil Nadu",AICTE Approved,N/A,N/A,BE Computer Science And Engineering,"₹ 3,48,000",N/A,N/A,3.3 / 5,Based on 3 User Reviews,N/A,#172th/314 in India for Engineering 2024,2026-06-07 14:35:26
#1920,"Al-Ameen Engineering College - [AEC], Palakkad","Palakkad, Kerala",AICTE Approved,N/A,N/A,B.Tech Electrical And Electronics Engineering,"₹ 2,00,000",N/A,N/A,3.6 / 5,Based on 4 User Reviews,Best in Social Life,N/A,2026-06-07 14:35:29
