CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#602,"Tirumala Engineering College, Guntur","Guntur, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,63,200","₹ 2,40,000","₹ 4,40,000",3.8 / 5,Based on 57 User Reviews,Best in Academics,N/A,2026-06-07 23:11:46
#603,"Atharva College of Engineering, Mumbai","Mumbai, Maharashtra",AICTE Approved,A+,611/1000,BE Computer Engineering,"₹ 4,24,000","₹ 24,00,000",N/A,4 / 5,Based on 115 User Reviews,Best in Social Life,#318th/500 in India for Engineering 2026,2026-06-07 23:11:51
#604,"Gyanmanjari Innovative University - [GMIU], Bhavnagar","Bhavnagar, Gujarat","AICTE, PCI, UGC Approved",N/A,N/A,B.Tech Computer Engineering,"₹ 3,00,000","₹ 42,00,000",N/A,3.7 / 5,Based on 36 User Reviews,Best in Academics,N/A,2026-06-07 23:11:55
#605,"Oriental College of Technology - [OCT], Bhopal","Bhopal, Madhya Pradesh","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,95,656","₹ 4,00,000","₹ 72,00,000",3.8 / 5,Based on 168 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:12:00
#606,"Tontadarya College of Engineering, Gadag","Gadag, Karnataka","AICTE, NBA Approved",B,N/A,BE Computer Science and Design,"₹ 4,49,640","₹ 3,50,000","₹ 9,00,000",4 / 5,Based on 16 User Reviews,N/A,N/A,2026-06-07 23:12:05
#607,"Prof. Ram Meghe Institute of Technology and Research - [PRMITR], Amravati","Amravati, Maharashtra","AICTE, NBA Approved",A+,525/1000,BE Artificial Intelligence and Data Science,"₹ 5,80,000","₹ 4,80,000","₹ 12,00,000",3.9 / 5,Based on 99 User Reviews,Best in Academics,#462th/500 in India for Engineering 2026,2026-06-07 23:12:10
#608,"Dr MV Shetty Institute of Technology - [MVSIT], Mangalore","Mangalore, Karnataka",AICTE Approved,N/A,N/A,BE Artificial Intelligence & Machine Learning,"₹ 4,49,640",N/A,N/A,3.8 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 23:12:14
#609,"Amrita Sai Institute of Science and Technology - [ASIST], Krishna","Krishna, Andhra Pradesh",AICTE Approved,A,N/A,B.Tech Computer Science and Engineering,"₹ 2,11,600","₹ 2,50,000","₹ 12,00,000",3.8 / 5,Based on 26 User Reviews,Best in Academics,N/A,2026-06-07 23:12:19
#610,"AVN Institute of Engineering and Technology - [AVNIET], Ibrahimpatnam, Hyderabad","Hyderabad, Telangana","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 3,80,000","₹ 12,00,000",N/A,3.7 / 5,Based on 79 User Reviews,Best in Infrastructure,#137th/196 in India for Engineering 2021,2026-06-07 23:12:24
#611,"GIDC Degree Engineering College, Navsari","Navsari, Gujarat",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 35,000",N/A,N/A,4.2 / 5,Based on 13 User Reviews,Best in Faculty,N/A,2026-06-07 23:12:28
#612,"St Vincent Pallotti College of Engineering and Technology -[SVPCET], Nagpur","Nagpur, Maharashtra",NBA Approved,A,N/A,B.Tech Computer Engineering,"₹ 5,48,845","₹ 4,04,000","₹ 8,00,000",3.9 / 5,Based on 82 User Reviews,Best in Academics,N/A,2026-06-07 23:12:33
#613,"Godutai Engineering College for Women - [GECW], Gulbarga","Gulbarga, Karnataka",AICTE Approved,N/A,N/A,BE Electrical And Electronics Engineering,"₹ 3,86,000",N/A,N/A,3.5 / 5,Based on 2 User Reviews,Best in Faculty,N/A,2026-06-07 23:12:38
#614,"NRI Institute of Research and Technology - [NIRT], Bhopal","Bhopal, Madhya Pradesh",N/A,A,N/A,B.Tech Computer Science and Engineering,"₹ 2,20,000","₹ 3,50,000","₹ 12,00,000",3.5 / 5,Based on 11 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:12:43
#615,"St Ann's College of Engineering and Technology - [SACET], Prakasam","Prakasam, Andhra Pradesh","AICTE, UGC, NBA Approved",A,N/A,B.Tech Electronics & Communication Engineering,"₹ 2,27,200","₹ 3,50,000","₹ 10,00,000",3.8 / 5,Based on 46 User Reviews,Best in Academics,#93th/166 in India for Engineering 2023,2026-06-07 23:12:48
#616,"Bharat Institute of Engineering and Technology - [BIET] Ibrahimpatnam, Hyderabad","Hyderabad, Telangana","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 4,64,000",N/A,N/A,3.9 / 5,Based on 202 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:12:52
#617,"Brindavan College of Engineering - [BCE], Bangalore","Bangalore, Karnataka",AICTE Approved,A,N/A,BE Information Science & Engineering,"₹ 8,40,000","₹ 6,20,000","₹ 9,50,000",3.5 / 5,Based on 37 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:12:57
#618,"Terna Engineering College Navi Mumbai, Mumbai","Mumbai, Maharashtra","AICTE, NBA Approved",B++,N/A,BE Computer Engineering,"₹ 5,76,433","₹ 4,46,000","₹ 13,50,000",3.7 / 5,Based on 80 User Reviews,Best in Academics,#158th/175 in India for Engineering 2026,2026-06-07 23:13:02
#619,"AGM Rural College of Engineering and Technology - [GMRCET], Hubli","Hubli, Karnataka",AICTE Approved,N/A,N/A,BE Civil Engineering,"₹ 8,78,480","₹ 10,00,000",N/A,3.9 / 5,Based on 10 User Reviews,N/A,N/A,2026-06-07 23:13:07
#620,"Mohan Babu University - [MBU], Tirupati","Tirupati, Andhra Pradesh","AICTE, NBA Approved",A+,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 10,00,000","₹ 60,00,000",N/A,4 / 5,Based on 160 User Reviews,Best in Accomodation,N/A,2026-06-07 23:13:12
#621,"Noida Institute of Engineering and Technology - [NIET], Greater Noida","Greater Noida, Uttar Pradesh","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 6,46,200","₹ 6,00,000","₹ 39,06,000",3.8 / 5,Based on 1117 User Reviews,Best in Academics,#98th/160 in India for Engineering 2020,2026-06-07 23:13:17
