CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#961,"Technocrats Institute of Technology and Science - [TITS], Bhopal","Bhopal, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,48,000","₹ 3,25,000","₹ 24,00,000",4 / 5,Based on 74 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:29:10
#962,"Mother Teresa Institute of Science and Technology, Khammam","Khammam, Telangana","AICTE, UGC Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 3,13,000",N/A,N/A,4 / 5,Based on 27 User Reviews,N/A,N/A,2026-06-07 13:29:14
#963,"Miracle Educational Society Group of Institutions, Vizianagaram","Vizianagaram, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,72,000","₹ 1,20,000","₹ 3,20,000",3.8 / 5,Based on 47 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:29:19
#964,"P. R. Pote Patil College of Engineering and Management - [PRPCEM], Amravati","Amravati, Maharashtra",AICTE Approved,A++,516/1000,B.Tech Computer Science and Engineering,"₹ 4,58,305","₹ 5,50,000",N/A,4.1 / 5,Based on 48 User Reviews,Best in Infrastructure,#484th/500 in India for Engineering 2026,2026-06-07 13:29:24
#965,"Babu Banarasi Das Institute of Technology - [BBDIT], Ghaziabad","Ghaziabad, Uttar Pradesh","AICTE, PCI Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,80,000","₹ 18,00,000","₹ 40,00,000",3.9 / 5,Based on 65 User Reviews,Best in Faculty,N/A,2026-06-07 13:29:28
#966,"Sree Visvesvaraya Institute of Technology and Science - [SVITS], Mahabubnagar","Mahabubnagar, Telangana","AICTE, UGC Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,58,000","₹ 3,00,000",N/A,3.5 / 5,Based on 30 User Reviews,N/A,N/A,2026-06-07 13:29:33
#967,"Ravindra College of Engineering for Women -[RCEW], Kurnool","Kurnool, Andhra Pradesh","AICTE, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000","₹ 27,00,000",N/A,4.1 / 5,Based on 18 User Reviews,Best in Faculty,#251th/269 in India for Engineering 2025,2026-06-07 13:29:38
#968,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik","Nashik, Maharashtra",AICTE Approved,B,N/A,BE Artificial Intelligence & Machine Learning,"₹ 2,30,563",N/A,N/A,3.7 / 5,Based on 6 User Reviews,N/A,N/A,2026-06-07 13:29:42
#969,"JG University, Ahmedabad","Ahmedabad, Gujarat",UGC Approved,N/A,N/A,B.Tech Information Technology,"₹ 3,15,000","₹ 6,00,000","₹ 13,00,000",4.1 / 5,Based on 17 User Reviews,N/A,N/A,2026-06-07 13:29:46
#970,"Shri Guru Sandipani Institute of Technology and Science - [SGSITS], Ujjain","Ujjain, Madhya Pradesh",AICTE Approved,N/A,N/A,BE Computer Science,--,N/A,N/A,4.2 / 5,Based on 4 User Reviews,N/A,N/A,2026-06-07 13:29:50
