CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1031,"Maharana Pratap Group of Institutions - [MPGI], Kanpur","Kanpur, Uttar Pradesh","DCI, AICTE, PCI, INC Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800","₹ 5,50,000","₹ 46,00,000",3.9 / 5,Based on 221 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:41:49
#1032,"Pydah College of Engineering, Kakinada, East Godavari","East Godavari, Andhra Pradesh","AICTE, UGC Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000","₹ 6,00,000",N/A,3.7 / 5,Based on 30 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:41:54
#1033,"PES College of Engineering - [PESCOE], Aurangabad","Aurangabad, Maharashtra",AICTE Approved,B++,N/A,B.Tech Computer Science and Engineering,"₹ 3,40,000",N/A,N/A,3.9 / 5,Based on 14 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:41:58
#1034,"St.Mary's Integrated Campus - [SMIC], Hyderabad","Hyderabad, Telangana","AICTE, NBA Approved",B,N/A,B.Tech Computer Science and Engineering,"₹ 1,93,000","₹ 16,00,000",N/A,3.6 / 5,Based on 7 User Reviews,N/A,N/A,2026-06-07 13:42:02
#1035,"Malwa Institute of Science and Technology - [MIST], Indore","Indore, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 2,20,000","₹ 7,75,000","₹ 15,40,000",3.7 / 5,Based on 24 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:42:08
#1036,"Sharadchandra Pawar College of Engineering - [SPCOE] Dumberwadi, Pune","Pune, Maharashtra",AICTE Approved,B,N/A,BE Computer Engineering,"₹ 3,08,000",N/A,N/A,2.9 / 5,Based on 7 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:42:12
#1037,"Krishnaveni Engineering College for Women - [KECW], Narasaraopet","Narasaraopet, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000",N/A,N/A,4.3 / 5,Based on 4 User Reviews,Best in Academics,N/A,2026-06-07 13:42:17
#1038,"Christu Jyothi Institute of Technology and Science - [CJITS], Warangal","Warangal, Telangana",NBA Approved,N/A,N/A,B.Tech Electronics & Communication Engineering,"₹ 2,54,000",N/A,N/A,3.9 / 5,Based on 38 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:42:21
#1039,"Maharana Institute of Technology & Science - [MITS], Lucknow","Lucknow, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800","₹ 3,50,000","₹ 15,00,000",3.9 / 5,Based on 4 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:42:26
#1040,"Priyadarshini College of Engineering and Technology - [PCET], Nellore","Nellore, Andhra Pradesh",AICTE Approved,B,N/A,B.Tech Civil Engineering,"₹ 1,60,000","₹ 4,20,000","₹ 8,50,000",3.5 / 5,Based on 13 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:42:31
