CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1151,"Vishwaniketan’s Institute of Management Entrepreneurship & Engineering Technology - [VIMEET], Navi Mumbai","Navi Mumbai, Maharashtra",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 3,20,000","₹ 4,00,000","₹ 18,00,000",4.3 / 5,Based on 38 User Reviews,Best in Academics,N/A,2026-06-07 13:56:13
#1152,"ITS Engineering College, Greater Noida","Greater Noida, Uttar Pradesh","AICTE, NBA Approved",B++,N/A,B.Tech Computer Science and Engineering,"₹ 6,09,500","₹ 10,00,000","₹ 49,00,000",4.3 / 5,Based on 443 User Reviews,Best in Infrastructure,#245th/269 in India for Engineering 2025,2026-06-07 13:56:19
#1153,"Eswar College of Engineering, Narasaraopet","Narasaraopet, Andhra Pradesh",AICTE Approved,B++,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000","₹ 3,60,000",N/A,3.8 / 5,Based on 13 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:56:23
#1154,"St. John College of Engineering and Management - [SJCEM], Palghar","Palghar, Maharashtra",AICTE Approved,A+,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 4,43,608",N/A,N/A,3.8 / 5,Based on 43 User Reviews,Best in Infrastructure,#118th/175 in India for Engineering 2026,2026-06-07 13:56:28
#1155,"Late GN Sapkal College of Engineering, Nashik","Nashik, Maharashtra",AICTE Approved,B++,N/A,BE Artificial Intelligence and Data Science,"₹ 3,69,368","₹ 5,00,000","₹ 12,00,000",3.8 / 5,Based on 21 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:56:33
#1156,"Godavari Global University - [GGU], East Godavari","East Godavari, Andhra Pradesh","AICTE, UGC, NBA Approved",A++,542/1000,B.Tech Computer Science and Engineering,"₹ 9,75,000","₹ 21,00,000",N/A,3.7 / 5,Based on 349 User Reviews,Best in Infrastructure,#431th/500 in India for Engineering 2026,2026-06-07 13:56:38
#1157,"Vision Institute of Technology [VIT], Kanpur","Kanpur, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800",N/A,N/A,3.5 / 5,Based on 9 User Reviews,Best in Faculty,N/A,2026-06-07 13:56:42
#1158,"Kavikulguru Institute of Technology and Science - [KITS], Nagpur","Nagpur, Maharashtra","AICTE, UGC Approved",A,N/A,BE Computer Technology,"₹ 3,71,508","₹ 3,50,000","₹ 8,00,000",3.7 / 5,Based on 178 User Reviews,Best in Academics,N/A,2026-06-07 13:56:48
#1159,"Helapuri Institute Of Technology And Science - [HITS], Eluru","Eluru, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 13:56:51
#1160,"College of Engineering & Technology North Maharasthra Knowledge City - [COETNMKC], Jalgaon","Jalgaon, Maharashtra",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 2,63,000",N/A,N/A,1.5 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 13:56:55
