CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1401,"Institute of Technology - [IT], Korba","Korba, Chhattisgarh",AICTE Approved,N/A,N/A,BE Civil Engineering,"₹ 2,48,150",N/A,N/A,2.8 / 5,Based on 4 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:08:54
#1402,"Sanjay Rungta Group of Institutions - [SRGI], Bhilai","Bhilai, Chhattisgarh","NCTE, DCI, AICTE, PCI Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 3,00,400","₹ 3,00,000","₹ 12,00,000",3.9 / 5,Based on 71 User Reviews,N/A,N/A,2026-06-07 14:08:57
#1403,"Rajasthan College of Engineering for Women - [RCEW], Jaipur","Jaipur, Rajasthan",AICTE Approved,B++,N/A,B.Tech Computer Science and Engineering,"₹ 3,89,582","₹ 21,00,000",N/A,4.4 / 5,Based on 49 User Reviews,Best in Placements,#110th/150 in India for Engineering 2025,2026-06-07 14:09:00
#1404,"Satyasai Engineering College - [SEC], Balasore","Balasore, Odisha","AICTE, UGC, NBA Approved",N/A,N/A,B.Tech Mechanical Engineering,"₹ 2,08,000",N/A,N/A,3.8 / 5,Based on 6 User Reviews,N/A,N/A,2026-06-07 14:09:02
#1405,"ICFAI University, Baddi","Baddi, Himachal Pradesh","BCI, UGC Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,54,500","₹ 6,00,000","₹ 10,00,000",3.4 / 5,Based on 7 User Reviews,Best in Academics,N/A,2026-06-07 14:09:05
#1406,"Plaksha University, Mohali","Mohali, Punjab","AICTE, UGC Approved",N/A,N/A,B.Tech Computer Science and Artificial Intelligence,"₹ 43,73,000","₹ 20,00,000","₹ 60,00,000",4 / 5,Based on 3 User Reviews,N/A,N/A,2026-06-07 14:09:08
#1407,"BA College of Engineering and Technology - [BACET], Jamshedpur","Jamshedpur, Jharkhand",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,07,600",N/A,N/A,4.4 / 5,Based on 1 User Reviews,Best in Faculty,N/A,2026-06-07 14:09:11
#1408,"RSR Rungta College of Engineering and Technology - [RSRRCET], Bhilai","Bhilai, Chhattisgarh",AICTE Approved,N/A,N/A,B.Tech Mechanical Engineering,"₹ 2,02,575","₹ 3,00,000","₹ 12,00,000",3.7 / 5,Based on 23 User Reviews,Best in Academics,N/A,2026-06-07 14:09:14
#1409,"GIFT Autonomous, Bhubaneswar","Bhubaneswar, Odisha","AICTE, UGC, NBA Approved",A++,N/A,B.Tech Computer Science and Engineering,"₹ 4,96,000",N/A,N/A,3.9 / 5,Based on 130 User Reviews,Best in Academics,N/A,2026-06-07 14:09:17
#1410,"Raipur Institute of Technology- [RITEE], Raipur","Raipur, Chhattisgarh",AICTE Approved,A+,N/A,B.Tech Computer Science and Engineering,"₹ 3,28,600","₹ 23,00,000",N/A,3.8 / 5,Based on 5 User Reviews,N/A,N/A,2026-06-07 14:09:21
