CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1611,"Chhattisgarh institute of management and technology - [CIMT], Bhilai","Bhilai, Chhattisgarh",AICTE Approved,N/A,N/A,BE Mechanical Engineering,"₹ 2,78,000",N/A,N/A,3.5 / 5,Based on 4 User Reviews,N/A,N/A,2026-06-07 14:18:32
#1612,"Bhubaneswar Institute of Technology - [BIT], Bhubaneswar","Bhubaneswar, Odisha",AICTE Approved,N/A,N/A,B.Tech Metallurgical Engineering,"₹ 2,66,000",N/A,N/A,4.1 / 5,Based on 3 User Reviews,Best in Accomodation,N/A,2026-06-07 14:18:34
#1613,"Bengal College of Engineering and Technology - [BCET], Durgapur","Durgapur, West Bengal","AICTE, NBA Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 6,06,000","₹ 3,20,000","₹ 10,00,000",3.6 / 5,Based on 296 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:18:37
#1614,"Baba Farid College of Engineering and Technology - [BFCET], Bathinda","Bathinda, Punjab",AICTE Approved,A+,N/A,B.Tech Computer Science and Engineering,"₹ 4,80,000","₹ 5,30,000","₹ 72,00,000",3.9 / 5,Based on 25 User Reviews,Best in Faculty,N/A,2026-06-07 14:18:40
#1615,"Albertian Institute of Science and Technology - [AISAT], Ernakulam","Ernakulam, Kerala","AICTE, UGC Approved",N/A,N/A,B.Tech Electrical And Electronics Engineering,"₹ 4,22,100","₹ 4,00,000","₹ 7,00,000",3.7 / 5,Based on 20 User Reviews,N/A,N/A,2026-06-07 14:18:42
#1616,"Ambala College of Engineering and Applied Research, Ambala","Ambala, Haryana",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 2,43,800","₹ 5,27,000",N/A,3.6 / 5,Based on 29 User Reviews,N/A,N/A,2026-06-07 14:18:45
#1617,"Central Institute of Technology - [CIT], Raipur","Raipur, Chhattisgarh",AICTE Approved,N/A,N/A,BE Electronics & Telecom Engineering,"₹ 1,11,000",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 14:18:47
#1618,"Vidyadaan Institute of Technology and Management- [VITM], Patna","Patna, Bihar",AICTE Approved,N/A,N/A,B.Tech Electronics & Communication Engineering,"₹ 2,96,000",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 14:18:49
#1619,"Vivekananda Institute of Technology - [VIT], Jaipur","Jaipur, Rajasthan",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,96,000","₹ 46,00,000",N/A,3.8 / 5,Based on 88 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:18:52
#1620,"Mahavir Institute of Engineering and Technology, Bhubaneswar","Bhubaneswar, Odisha",AICTE Approved,N/A,N/A,B.Tech Biomedical Engineering,"₹ 2,72,000",N/A,N/A,1 / 5,Based on 2 User Reviews,Best in Faculty,N/A,2026-06-07 14:18:54
